field_key	wire_key	semantic_row_key	class	applies_to_class	scope_status	scope_basis	scope_evidence_key	scope_evidence_ref	scope_blocker	scope_required_next_evidence	parent_chain	direction	offset_basis	storage_width	order	mask_bit	gate	offset	tag	len	structural_type	structural_status	default_value	default_writer_va	semantic_name	semantic_status	semantic_source_load_va	semantic_producer_va	semantic_consumer_va	semantic_evidence_span_start	semantic_evidence_span_end	semantic_evidence_span_sha256	semantic_support_spans	producer_va	consumer_va	consumer_slot	codec_slot	write_site_va	read_site_va	file_offset	span_start	span_end	span_sha256	origin_evidence_key	evidence_key	source	conflicts_with	open_conflicts_with	blocker	required_next_evidence	image_sha256
ActorAttr@0x104.var#R:b0x00000010	ActorAttr@0x104.var#R:b0x00000010	036ca4ba9c7d106ef05be2ee3c433e08bf908b4844c40f641f0cb88b1c340b9a	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	R	OBJECT	var	38	0x00000010	+0x1B8 & 0x00000010	0x104	VARSEQ_0x48	var	std_wstring_utf16le	PROVEN_EXACT	empty_sequence	0x00464D3B	age_text	PROVEN_EXACT	0x0063A420	0x0063A390	0x006470F0	0x0063A420	0x0063A444	ce7ada361d87a7e05e319e2a14c4baaf60b7732898e2be2bebddeaf144c43636	0x0063A390..0x0063A413@7eeb83071c98805c1726e8c7b50cd7a90cb22b82faf173eeb5caeb2b054e9c64;0x00646FF0..0x006470E1@740933c8ce31cae6033828737efc6f7a27e4a98f747953f9723799b9edbd2c9c;0x006470F0..0x00647266@f481015b59b0e4645c52c7cffa93df8033f404550a10b16da75b9b28123869dd;0x0064117E..0x0064122A@9ea8b64c1863a0009c30624ccdbd8b92c9de87d1216ec86956826fe2ba598f37;0x00F36CCC..0x00F36CE4@3319c6fcdbb0161458aaccc087340fa679b056568a92a05d8c822fc0e6e5ea80	0x00466BCE	UNKNOWN	N/A	+0x34	N/A	0x00466BCE	0x00065FCE	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	a8ab7070870a090fb5a93259ed789ff8808879243ff2c8130c54caffd1331925	65c3f64b552179a0616b6de08d9720aa639497b0feb945147a685a304c5158e5	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x104.var#W:b0x00000010	ActorAttr@0x104.var#W:b0x00000010	c3847c6c79c5824402af3e583c13ecedf22afb836cbd1023cba63327101591aa	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	W	OBJECT	var	38	0x00000010	+0x1B8 & 0x00000010	0x104	VARSEQ_0x48	var	std_wstring_utf16le	PROVEN_EXACT	empty_sequence	0x00464D3B	age_text	PROVEN_EXACT	0x0063A420	0x0063A390	0x006470F0	0x0063A420	0x0063A444	ce7ada361d87a7e05e319e2a14c4baaf60b7732898e2be2bebddeaf144c43636	0x0063A390..0x0063A413@7eeb83071c98805c1726e8c7b50cd7a90cb22b82faf173eeb5caeb2b054e9c64;0x00646FF0..0x006470E1@740933c8ce31cae6033828737efc6f7a27e4a98f747953f9723799b9edbd2c9c;0x006470F0..0x00647266@f481015b59b0e4645c52c7cffa93df8033f404550a10b16da75b9b28123869dd;0x0064117E..0x0064122A@9ea8b64c1863a0009c30624ccdbd8b92c9de87d1216ec86956826fe2ba598f37;0x00F36CCC..0x00F36CE4@3319c6fcdbb0161458aaccc087340fa679b056568a92a05d8c822fc0e6e5ea80	0x00464D3B	0x004666B2	N/A	+0x34	0x004666B2	N/A	0x00065AB2	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	1c2a9dd9099d8a8b076ac0973894ebe81934cb4d670aa58ffeea958d1087f199	b25a501699ea54d57fa38f8524433f7add786c7edd5af9b3d2bc2170278d852c	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x120.var#R:b0x00000020	ActorAttr@0x120.var#R:b0x00000020	acf7138f48edd5e455b1ff001a93ba4fdf6d93b571a1b4a82baec88d55c4966b	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	R	OBJECT	var	39	0x00000020	+0x1B8 & 0x00000020	0x120	VARSEQ_0x48	var	std_wstring_utf16le	PROVEN_EXACT	empty_sequence	0x00464D4C	constellation_text	PROVEN_EXACT	0x0063A4E0	0x0063A450	0x006470F0	0x0063A4E0	0x0063A504	f209e3653c0ab40bd8a997ecad9c38d8ccc6ac43f2150e7167025bacc6004c92	0x0063A450..0x0063A4D3@75b5c2bd4ecd3f21bb676ebf64e2503fcf6b977fc08a3e3f43b514313c8999b3;0x00646FF0..0x006470E1@740933c8ce31cae6033828737efc6f7a27e4a98f747953f9723799b9edbd2c9c;0x006470F0..0x00647266@f481015b59b0e4645c52c7cffa93df8033f404550a10b16da75b9b28123869dd;0x0064117E..0x0064122A@9ea8b64c1863a0009c30624ccdbd8b92c9de87d1216ec86956826fe2ba598f37;0x00F36CE4..0x00F36D10@f67b0bbf2f8742574dfe10290819c04e7adac03d4a2a08066b23e943a8529964	0x00466BE5	UNKNOWN	N/A	+0x34	N/A	0x00466BE5	0x00065FE5	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	fcf57e23dbff38e3f046c1fbe9f4c86811c54474159dbcad1d9b97cebc6c9f87	df46ab546844baf225d4de70c2eac286fe6053726a14585564df2d1cacf9e7be	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x120.var#W:b0x00000020	ActorAttr@0x120.var#W:b0x00000020	ad4e96deb6fbba76e2a6997b3a40a8e142e0778cebdba160174056c9c534d942	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	W	OBJECT	var	39	0x00000020	+0x1B8 & 0x00000020	0x120	VARSEQ_0x48	var	std_wstring_utf16le	PROVEN_EXACT	empty_sequence	0x00464D4C	constellation_text	PROVEN_EXACT	0x0063A4E0	0x0063A450	0x006470F0	0x0063A4E0	0x0063A504	f209e3653c0ab40bd8a997ecad9c38d8ccc6ac43f2150e7167025bacc6004c92	0x0063A450..0x0063A4D3@75b5c2bd4ecd3f21bb676ebf64e2503fcf6b977fc08a3e3f43b514313c8999b3;0x00646FF0..0x006470E1@740933c8ce31cae6033828737efc6f7a27e4a98f747953f9723799b9edbd2c9c;0x006470F0..0x00647266@f481015b59b0e4645c52c7cffa93df8033f404550a10b16da75b9b28123869dd;0x0064117E..0x0064122A@9ea8b64c1863a0009c30624ccdbd8b92c9de87d1216ec86956826fe2ba598f37;0x00F36CE4..0x00F36D10@f67b0bbf2f8742574dfe10290819c04e7adac03d4a2a08066b23e943a8529964	0x00464D4C	0x004666C9	N/A	+0x34	0x004666C9	N/A	0x00065AC9	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	6ce15bdf40224ca6f528a90f7501ad07a3517a3e3e2f76f741e9e16a7d906d15	a6d801d96ff41f5debced2f2b2d74bb3ab3861c1dab7ed579f355318f119428b	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x13C.2#R:b0x00010000	ActorAttr@0x13C.2#R:b0x00010000	19a2041b7df846ac36884b9686bf068f2d0d395e5965b1b33797902b5186d8f4	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	R	OBJECT	2	17	0x00010000	+0x1BC != 0 AND +0x1B4 & 0x00010000	0x13C	0x12	2	uint16	PROVEN_EXACT	1	0x00464D91	UNKNOWN	UNKNOWN	N/A	N/A	N/A	N/A	N/A	N/A	ActorAttr_registration=0x00BD9470..0x00BD94A6@e06bbe57b62415a13d3cdfc0cafad4c19df028105ef5d82dadf3dfbbdfbc3643;ActorAttr_node_getter=0x004649A0..0x004649A6@24a044f6b787fb4d6054f0f3832ce4026f0b61476c8dc78b2c150df2818d8223;ActorAttr_vtable=0x00F0E7A0..0x00F0E7E0@36511ad596f0cd6db58929c6b9b58a7615399a04745293336fa2461c97632b10;ActorAttr_ctor=0x00464BE0..0x00464E39@e83ae4a601a4ec700326598d6329e4b34cd2f4cf78dcf17d639d8df8e1f1096a;ActorAttr_copy=0x00464F30..0x004652AC@78f9c31b0ff1d75bc7845d5e340f4d525e0c8f80e034396b0e0f61699ad6a3e1;ActorAttr_equality=0x00465990..0x00465E5A@ec8ad0e7c03f9c6d194f99110c87355f872e2de5c314db32a8eda523247d67f3;ActorAttr_assign_merge=0x00465E60..0x0046622C@ae42593007f32d954a25990b2599aaabcc040dd20a4c3c27e87cb18464ab0cb5;ActorAttr_codec=0x00466230..0x00466C6F@ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed;ActorAttr_full_layout_copy=0x004B23D0..0x004B2696@7f32024f54cf8657a8da117403aff4482a1a6a0516e82bae6048c6a62e87623a;ActorAttr_explicit_vtable_copy=0x005ACA40..0x005ACD66@cf1c8bf41029c9671d84940496646ca9a996abf7eb78a4cbf15472d23df92f5f;ActorAttr_runtime_membership_helper=0x0043B9B0..0x0043B9DF@5ca35aea61af0154839fb10121417eaaa7e54f54c8c6e290a199971c243f930c;offset_13C_counterexample_typed_NPC_object_not_ActorAttr=0x00468AD0..0x00468B61@59edf1cb822d7b9d07099e7c7cbe98ef06d94af72c7c2d457a68bcb54d8f19e3	0x00466983	UNKNOWN	N/A	+0x34	N/A	0x00466983	0x00065D83	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	b524f56451eabc1de6bed26bd08b68aa4e20995a1fc76da3d8d61155237544b8	757ee0196ba25c29705f9c0c7b4f0a04e163a301ccb6f4cb8aa65f16cff77fa5	IMAGE	345c1ffbb011241271fa8f3fd847cd3597f79c1d0c5183261a56f84fe3d187f3	345c1ffbb011241271fa8f3fd847cd3597f79c1d0c5183261a56f84fe3d187f3	only constructor/default, provenance-backed full-layout copy, equality/assignment, and gated codec accesses are proved; the apparent arithmetic +0x13C consumer belongs to an NPC-typed object, not ActorAttr	a provenance-backed non-core ActorAttr producer/consumer or source-separated DATA/UI/CAPTURE binding for ActorAttr +0x13C	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x13C.2#W:b0x00010000	ActorAttr@0x13C.2#W:b0x00010000	bfdb07876e7aa23c5e0fab8aa5b0b178dfbf31b8d02d5bf33cb93eb403df1902	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	W	OBJECT	2	17	0x00010000	+0x1BC != 0 AND +0x1B4 & 0x00010000	0x13C	0x12	2	uint16	PROVEN_EXACT	1	0x00464D91	UNKNOWN	UNKNOWN	N/A	N/A	N/A	N/A	N/A	N/A	ActorAttr_registration=0x00BD9470..0x00BD94A6@e06bbe57b62415a13d3cdfc0cafad4c19df028105ef5d82dadf3dfbbdfbc3643;ActorAttr_node_getter=0x004649A0..0x004649A6@24a044f6b787fb4d6054f0f3832ce4026f0b61476c8dc78b2c150df2818d8223;ActorAttr_vtable=0x00F0E7A0..0x00F0E7E0@36511ad596f0cd6db58929c6b9b58a7615399a04745293336fa2461c97632b10;ActorAttr_ctor=0x00464BE0..0x00464E39@e83ae4a601a4ec700326598d6329e4b34cd2f4cf78dcf17d639d8df8e1f1096a;ActorAttr_copy=0x00464F30..0x004652AC@78f9c31b0ff1d75bc7845d5e340f4d525e0c8f80e034396b0e0f61699ad6a3e1;ActorAttr_equality=0x00465990..0x00465E5A@ec8ad0e7c03f9c6d194f99110c87355f872e2de5c314db32a8eda523247d67f3;ActorAttr_assign_merge=0x00465E60..0x0046622C@ae42593007f32d954a25990b2599aaabcc040dd20a4c3c27e87cb18464ab0cb5;ActorAttr_codec=0x00466230..0x00466C6F@ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed;ActorAttr_full_layout_copy=0x004B23D0..0x004B2696@7f32024f54cf8657a8da117403aff4482a1a6a0516e82bae6048c6a62e87623a;ActorAttr_explicit_vtable_copy=0x005ACA40..0x005ACD66@cf1c8bf41029c9671d84940496646ca9a996abf7eb78a4cbf15472d23df92f5f;ActorAttr_runtime_membership_helper=0x0043B9B0..0x0043B9DF@5ca35aea61af0154839fb10121417eaaa7e54f54c8c6e290a199971c243f930c;offset_13C_counterexample_typed_NPC_object_not_ActorAttr=0x00468AD0..0x00468B61@59edf1cb822d7b9d07099e7c7cbe98ef06d94af72c7c2d457a68bcb54d8f19e3	0x00464D91	0x00466466	N/A	+0x34	0x00466466	N/A	0x00065866	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	764823ad7a86e2cb11eef1916db81412e059ac5ca39c12f5d23da666a9b4dfcb	e0427021c746577c2938757ad9574ca2078e82f6d4429f2fa4977bf5eb6297e7	IMAGE	8ce2c6ba1701c1288355399f64441b9c2c37412cc4d8ee99cb19de50ea4e667b	8ce2c6ba1701c1288355399f64441b9c2c37412cc4d8ee99cb19de50ea4e667b	only constructor/default, provenance-backed full-layout copy, equality/assignment, and gated codec accesses are proved; the apparent arithmetic +0x13C consumer belongs to an NPC-typed object, not ActorAttr	a provenance-backed non-core ActorAttr producer/consumer or source-separated DATA/UI/CAPTURE binding for ActorAttr +0x13C	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x13E.2#R:b0x00008000	ActorAttr@0x13E.2#R:b0x00008000	24dc20bceff20c0aba9249b39053694b4c14ece5b11e680e1c4b9a73e5a2da17	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	R	OBJECT	2	16	0x00008000	+0x1BC != 0 AND +0x1B4 & 0x00008000	0x13E	0x12	2	uint16	PROVEN_EXACT	0x03FC	0x00464D75	CGCPotionModule_thousand_quotient_positive_flag_and_mod1000_value_u16	PROVEN_EXACT	0x007228E0	UNKNOWN	0x007228E0	0x007228E0	0x0072292D	6fea829fd29a01c067d7f1a49ff0c21c44dc2dbcbcbaec2b2d3bec51ca031b25	0x00F2D178..0x00F2D188@a75ce552e8df806dc244ea7750cb31aeddc490e3f73881660156b23c776862ff;0x00C071E0..0x00C071F8@918c3d7839f6a32d0428dd01e951284e3b92f64dfcc3c94f83f501d769021999;0x00722810..0x00722834@c316e1e1f9fc7fe7f09509b62db9a823afb0088b547d58bf897640867c6c56e6;0x00722840..0x00722847@8adf38e853087bb9f8d952bfd596d5c105738176b7dd14433e0f4bd9e461d244;0x00F45328..0x00F45370@ef04e9a9e9a371de595553f78bc8689ee2a0cbce25c41b69f800400e57d7954d;0x00722860..0x007228DA@6fa0cfcfa2a912b22420a1756c33b31613645b8542d0a20f221d908dbbd56c7b;0x00722DB0..0x00722E91@a7677816e94ed1a5418a99e47edcc477520b8a60c3c95b960f94473b2c21f2d6	0x00466965	UNKNOWN	N/A	+0x34	N/A	0x00466965	0x00065D65	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	4d1127765fc89c5c099104c3d3680d0d2a69eb19f7635f5899d059971f4e64e3	1e52e9f20a452a99acafd836f14cbc5bd52209b699adde7203bed8509ceffa35	IMAGE	01d9480c2327fca58c32feb56d5f3011c0e19dd6bd53bec6a5d85e0513925a77	01d9480c2327fca58c32feb56d5f3011c0e19dd6bd53bec6a5d85e0513925a77			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x13E.2#W:b0x00008000	ActorAttr@0x13E.2#W:b0x00008000	b7c402c86d2bed0f3ef19503861aebd8a1ad206ba16ce3e8cb14873d9f42c7ac	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	W	OBJECT	2	16	0x00008000	+0x1BC != 0 AND +0x1B4 & 0x00008000	0x13E	0x12	2	uint16	PROVEN_EXACT	0x03FC	0x00464D75	CGCPotionModule_thousand_quotient_positive_flag_and_mod1000_value_u16	PROVEN_EXACT	0x007228E0	UNKNOWN	0x007228E0	0x007228E0	0x0072292D	6fea829fd29a01c067d7f1a49ff0c21c44dc2dbcbcbaec2b2d3bec51ca031b25	0x00F2D178..0x00F2D188@a75ce552e8df806dc244ea7750cb31aeddc490e3f73881660156b23c776862ff;0x00C071E0..0x00C071F8@918c3d7839f6a32d0428dd01e951284e3b92f64dfcc3c94f83f501d769021999;0x00722810..0x00722834@c316e1e1f9fc7fe7f09509b62db9a823afb0088b547d58bf897640867c6c56e6;0x00722840..0x00722847@8adf38e853087bb9f8d952bfd596d5c105738176b7dd14433e0f4bd9e461d244;0x00F45328..0x00F45370@ef04e9a9e9a371de595553f78bc8689ee2a0cbce25c41b69f800400e57d7954d;0x00722860..0x007228DA@6fa0cfcfa2a912b22420a1756c33b31613645b8542d0a20f221d908dbbd56c7b;0x00722DB0..0x00722E91@a7677816e94ed1a5418a99e47edcc477520b8a60c3c95b960f94473b2c21f2d6	0x00464D75	0x00466448	N/A	+0x34	0x00466448	N/A	0x00065848	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	b598ec5fb210ab1b8d6f477a649808e6905ec8bcf2b50db13a6d61d2c08708db	f14505bc5abab175aa7d31f098555d6fede454647f5d91e17d8a9a77e41b1477	IMAGE	4842ba4c4aae43313c9b38e23ad11d3ee114f6e0089de2e8aa8c2bbc722881d2	4842ba4c4aae43313c9b38e23ad11d3ee114f6e0089de2e8aa8c2bbc722881d2			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x148.var#R:b0x00020000	ActorAttr@0x148.var#R:b0x00020000	2f5e2c3b0b8e4b84fab96457e85486b86a81f108a7d4807c1ad948c08f001aaa	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	R	OBJECT	var	18	0x00020000	+0x1BC != 0 AND +0x1B4 & 0x00020000	0x148	VARSEQ_0x44	var	std_string_char	PROVEN_EXACT	empty_sequence	0x00464C73	second_password_account_md5_upper_hex	PROVEN_EXACT	0x005E0495	0x005DEC50	0x005E04B3	0x005E0495	0x005E04C4	23646b3b2b92502a531fa3daadc3853c440c4bf2332827f9061259ad5b9e2a8d	0x004E5A48..0x004E5AF3@4774a005d1272f451beed892daca3aaf1e2c15b47741ef3a15290c3b7a27e8d9;0x004C5A3D..0x004C5A4F@d3143c8c19606136bc77a198a53e40f1a7987994902a29b5e81a301169f8cf66;0x004B0083..0x004B00F9@dd6889e80aeb96c6a66d9f65b674659f4e51133fee59b21691b8a54a10813d54;0x004B4658..0x004B4680@679896cc629cda1be9d500a4d363be8dbb4dfba5c68ba413c4e2d742dc36be2a;0x005DEC50..0x005DECD4@c28db0af7ee7a670ac70d9f759a81c2df90cacca39988c70f7af7b8041126411;0x0089AB00..0x0089AB9E@cfe8d44f40d855248e3d909ab05b49a2c63bdebdd70e44fb59c7ab4f9a8a1b0f;0x005DFFE9..0x005DFFF7@cc90d6b6103301baf81ffde1b333016279959302f377b496f58b282df698a6ab;0x005E00DC..0x005E00EA@2b6023d578eef2312790c14666a42dd36578d20bad837616f8ee53ccff2fc5fe;0x00466476..0x00466490@8fed83097a4f842f49643789f8ae26416884a09069b77cd0daeee0b158e3887e;0x00466993..0x004669AD@482728f4b8e23680bd290fd07d2b3b550d6df4ed29a5eb2bb1d95e980fa91667;0x00F15C58..0x00F15CA4@9f117f47ee9e574ec5ae796ded310f424ca27b633b4d38beee7939854035ae5c;0x00F1A7E8..0x00F1A814@db0ddf089b1c90e9bfd332444c18f50254e9002074a2828535cbe47b85af29c3;0x00F1A7C0..0x00F1A7E6@3e2a5207fc3df2337de990f7e8c78854694d672ee1dd5797767a9bab708fcb11;0x00F5A648..0x00F5A64D@6591ccd67a1fb2749ff086c1db91e89e58b2c8763c03d7807cab6dd7d98d0f61	0x0046699F	UNKNOWN	N/A	+0x34	N/A	0x0046699F	0x00065D9F	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	045c6e35cfb010b122c7e5a33881c8eb83dd0eb7bd79c382f1a78614051c79dc	f142ba3e5bbbdd62c298bc095908d20f22ef77b658b60ec061fe499288404a50	IMAGE	5454082ce47cf3bde9a92a32b7d8d8d43938dd5517526b3066cfa35753dea37a	5454082ce47cf3bde9a92a32b7d8d8d43938dd5517526b3066cfa35753dea37a			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ActorAttr@0x148.var#W:b0x00020000	ActorAttr@0x148.var#W:b0x00020000	e620b7aa2bf17803f36580f3c4c82869f57ff81b3324b390b24dfff5d44ca756	ActorAttr	UNKNOWN_CONCRETE_OWNER_OF_ActorAttr	UNKNOWN	EXPLICIT_AUDIT_OPEN_NO_COMPLETE_TYPED_OWNER_CENSUS	N/A	N/A	the field behavior/meaning is bounded, but no complete typed owner/consumer-class census proves which concrete class attaches and consumes this Attr field	prove the receiver/attachment path from concrete RTTI/vtable/type node through the exact consumer span; split one row per class and audit inherited consumers	PcRefObject>Attribute>DBAttribute>BasicAttr>ActorAttr	W	OBJECT	var	18	0x00020000	+0x1BC != 0 AND +0x1B4 & 0x00020000	0x148	VARSEQ_0x44	var	std_string_char	PROVEN_EXACT	empty_sequence	0x00464C73	second_password_account_md5_upper_hex	PROVEN_EXACT	0x005E0495	0x005DEC50	0x005E04B3	0x005E0495	0x005E04C4	23646b3b2b92502a531fa3daadc3853c440c4bf2332827f9061259ad5b9e2a8d	0x004E5A48..0x004E5AF3@4774a005d1272f451beed892daca3aaf1e2c15b47741ef3a15290c3b7a27e8d9;0x004C5A3D..0x004C5A4F@d3143c8c19606136bc77a198a53e40f1a7987994902a29b5e81a301169f8cf66;0x004B0083..0x004B00F9@dd6889e80aeb96c6a66d9f65b674659f4e51133fee59b21691b8a54a10813d54;0x004B4658..0x004B4680@679896cc629cda1be9d500a4d363be8dbb4dfba5c68ba413c4e2d742dc36be2a;0x005DEC50..0x005DECD4@c28db0af7ee7a670ac70d9f759a81c2df90cacca39988c70f7af7b8041126411;0x0089AB00..0x0089AB9E@cfe8d44f40d855248e3d909ab05b49a2c63bdebdd70e44fb59c7ab4f9a8a1b0f;0x005DFFE9..0x005DFFF7@cc90d6b6103301baf81ffde1b333016279959302f377b496f58b282df698a6ab;0x005E00DC..0x005E00EA@2b6023d578eef2312790c14666a42dd36578d20bad837616f8ee53ccff2fc5fe;0x00466476..0x00466490@8fed83097a4f842f49643789f8ae26416884a09069b77cd0daeee0b158e3887e;0x00466993..0x004669AD@482728f4b8e23680bd290fd07d2b3b550d6df4ed29a5eb2bb1d95e980fa91667;0x00F15C58..0x00F15CA4@9f117f47ee9e574ec5ae796ded310f424ca27b633b4d38beee7939854035ae5c;0x00F1A7E8..0x00F1A814@db0ddf089b1c90e9bfd332444c18f50254e9002074a2828535cbe47b85af29c3;0x00F1A7C0..0x00F1A7E6@3e2a5207fc3df2337de990f7e8c78854694d672ee1dd5797767a9bab708fcb11;0x00F5A648..0x00F5A64D@6591ccd67a1fb2749ff086c1db91e89e58b2c8763c03d7807cab6dd7d98d0f61	0x00464C73	0x00466482	N/A	+0x34	0x00466482	N/A	0x00065882	0x00466230	0x00466C6F	ff1bf8f6b8beb33d6c070d4bbb2d37f8d83aaa93545a38397bf58f8acf72a5ed	a33d782bef7e0bdd4d0f0647be7e015ac180edc06a5bbdbb468f77c139fb70ff	c472207394353b90648ed3c57b979e9cfd6855e63afe0f3f04e703d74e31e64e	IMAGE	345c524557f6c68127cdd4e7effa3e0d4893e44f2ce7e22ef0bc4405d80fad26	345c524557f6c68127cdd4e7effa3e0d4893e44f2ce7e22ef0bc4405d80fad26			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
