message	priority	matched_groups	matched_keywords	matched_keyword	registry_identity_status	registry_identity_missing	serializer_status	serializer_blockers	structural_status	capture_status	blocker	source
Channel_OnActorJoinCustomChannelVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_LeaveCustomChannelVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_OnActorLeaveCustomChannelVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_CustomChannelMessageVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_JoinOriginalSinChannelVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_OriginalSinChannelMessageVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CBoardcastVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_JoinClassChannelVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Channel_ClassChannelMessageVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DailyRewardAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DailyRewardBagAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DailyRewardModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DailyRewardVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DailyRewardVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
TradeModule_Client	2	shop/trade/stall	trade	trade	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TradeInviteVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
TradeCmdVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
TradeItemResultVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
TradeZoomVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	IMAGE
UpdateConditionalStoreItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	IMAGE
CGCGuildModule	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSSS_GuildEventVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved | pe_security_cookie_failure_path_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved | pe_security_cookie_failure_path_wire_effect_unproved	IMAGE
GSSS_GuildEventVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved | pe_security_cookie_failure_path_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved | pe_security_cookie_failure_path_wire_effect_unproved	IMAGE
GSSS_GuildDataVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved	IMAGE
GSSS_GSInitialGuildDataVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | locked_mutable_dword_slot_nested_target_and_alias_unproved | locked_mutable_pointer_slot_nested_target_and_alias_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved	IMAGE
GSSS_GuildUpdateEventVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved | pe_security_cookie_failure_path_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_pointer_alias_unproved | critical_section_pointer_alias_unproved | direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_range_nested_target_and_alias_unproved | mutable_pointer_slot_traversal_alias_unproved | pe_security_cookie_failure_path_wire_effect_unproved	IMAGE
GSSS_GuildUpdateQuestMemberVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | locked_mutable_pointer_slot_nested_target_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | locked_mutable_pointer_slot_nested_target_and_alias_unproved	IMAGE
CGuildStorageAttr	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
GCSS_GuildStorageOpenVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
GCGS_GuildStorageCmdVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
GCGSSS_GuildStorageResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
GSSS_GuildStorageCmdVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | subcall_direction_unresolved target=0x0074CF90 proof=caller_mode_value_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | subcall_direction_unresolved target=0x0074CF90 proof=caller_mode_value_unproved	IMAGE
DBSS_GuildStorageInitialVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	indirect_jump_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_jump_not_proven_serializer	IMAGE
DBSS_GuildStorageUpdateVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
GCGSSS_GuildStorageVital_ReArrangeResult	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
EquipmentExtraAttr	3	remaining	N/A	N/A	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
EquipmentModule	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_RefreshLuckyEnhancementProbabilityVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_EnhanceItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_RunLuckyEnhancementItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_EnhanceItemResultVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_EnhancemenTransferVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_EnhancemenTransferResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_EmbedItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_ExtractItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_DecomposeItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_CastingItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_ReceiveCandidateCastingItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Equipment_CastingThrowDiceVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_RetriveCastingItemVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_AddEnhanceMaxLevelVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_AddEnhanceMaxLevelResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_AddTradeTimeLimitNumberVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Equipment_RecoverBladeSoulWakenessVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
AddEmbedSlotVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
AddEmbedSlotVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CrystalSlotAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CrystalPlateAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystalModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
BuildingCrystal_UpdateCrystalSlotVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
BuildingCrystal_OpenCrystalSlotVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_AddNutrientToCrystalSlotVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_InsertCrystalToSlotVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_ExtractCrystalFromSlotVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_ExtractCrystalFailedVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_ExtractCrystalSucceededVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_SpeedUpBuildCrystalVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_DoAbsorbingVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_IncreaseCrystalSlotMaxNutrientVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_PurchaseServiceVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_AddCrystalLusterVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
BuildingCrystal_UpdateNextAbsorbTime	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PlayerSearchModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PlayerSearchVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
PlayerSearchVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
StorageAttr	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
StorageModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
StorageOpenVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
StorageCmdVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
StorageResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
ActorGatheringInfoAttr	1	actor/npc/monster	actor	actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GatheringModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GatheringPerformanceModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
Gathering_UpdateSceneGatheringPointVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Gathering_StartGatheringVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Gathering_GatheringResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
