n_ID	s_NAME	s_MAINTIP	s_TRIGGEREDTIP
12346	Legend		
12347	Legend		
12348	Legend		
12349	Legend		
12350	Legend		
12351	Legend		
12352	Legend		
12353	Legend		
12354	Legend		
12355	Legend		
12356	Legend		
12357	Legend		
12358	Legend		
12359	Legend		
12360	Legend		
12361	Legend		
12362	Legend		
12363	Legend		
12364	Legend		
12365	Legend		
12366	Legend		
12367	Legend		
12368	Legend		
12369	Legend		
12370	Legend		
12371	Legend		
12372	Legend		
12373	Legend		
12374	Legend		
12375	Legend		
12376	Legend		
12377	Legend		
12378	Legend		
12379	Legend		
12380	Legend		
12381	Legend		
12382	Legend		
12383	Legend		
12384	Legend		
12385	Legend		
12386	Legend		
12387	Legend		
12388	Legend		
12389	Legend		
12390	Legend		
12391	Legend		
12392	Legend		
12393	Legend		
12394	Legend		
12395	Legend		
12396	Legend		
12397	Legend		
12398	Legend		
12399	Legend		
12400	Legend		
12401	Legend		
12402	Legend		
12403	Legend		
12404	Legend		
12405	Legend		
12406	Legend		
12407	Legend		
12408	Legend		
12409	Legend		
12410	Legend		
12411	Legend		
12412	Legend		
12413	Legend		
12414	Legend		
12415	Legend		
12416	Legend		
12417	Legend		
12418	Legend		
12419	Legend		
12420	Legend		
12421	Legend		
12422	Legend		
12423	Legend		
12424	Legend		
12425	Legend		
12426	Legend		
12427	Legend		
12428	Legend		
12429	Legend		
12430	Legend		
12431	Legend		
12432	Legend		
12433	Legend		
12434	Legend		
12435	Legend		
12436	Legend		
12437	Legend		
12438	Legend		
12439	Legend		
12440	Legend		
12441	Legend		
12442	Legend		
12443	Legend		
12444	Legend		
12445	Legend		
12446	Legend		
12447	Legend		
12448	Legend		
12449	Legend		
12450	Legend		
12451	Legend		
12452	Legend		
12453	Legend		
12454	Legend		
12455	Legend		
12456	Legend		
12457	Legend		
12458	Legend		
12459	Legend		
12460	Legend		
12461	Legend		
12462	Legend		
12463	Legend		
12464	Legend		
12465	Legend		
12466	Legend		
12467	Legend		
12468	Legend		
12469	Legend		
12470	Legend		
12471	Legend		
12472	Legend		
12473	Legend		
12474	Legend		
12475	Legend		
12476	Legend		
12477	Legend		
12478	Legend		
12479	Legend		
12480	Legend		
12481	Legend		
12482	Legend		
12483	Legend		
12484	Legend		
12485	Legend		
12486	Legend		
12487	Legend		
12488	Legend		
12489	Legend		
12490	Legend		
12491	Legend		
12492	Legend		
12493	Legend		
12494	Legend		
12495	Legend		
12496	Legend		
12497	Legend		
12498	Legend		
12499	Legend		
12500	Legend		
12501	Legend		
12502	Legend		
12503	Legend		
12504	Legend		
12505	Legend		
12506	Legend		
12507	Legend		
12508	Legend		
12509	Legend		
12510	Legend		
12511	Legend		
12512	Legend		
12513	Legend		
12514	Legend		
12515	Legend		
12516	Legend		
12517	Legend		
12518	Legend		
12519	Legend		
12520	Legend		
12521	Legend		
12522	Legend		
12523	Legend		
12524	Legend		
12525	Legend		
12526	Legend		
12527	Legend		
12528	Legend		
12529	Legend		
12530	Legend		
12531	Legend		
12532	Legend		
12533	Legend		
12534	Legend		
12535	Legend		
12536	Legend		
12537	Legend		
12538	Legend		
12539	Legend		
12540	Legend		
12541	Legend		
12542	Legend		
12543	Legend		
12544	Legend		
12545	Legend		
12546	Legend		
12547	Legend		
12548	Legend		
12549	Legend		
12550	Legend		
12551	Legend		
12552	Legend		
12553	Legend		
12554	Legend		
12555	Legend		
12556	Legend		
12557	Legend		
12558	Legend		
12559	Legend		
12560	Legend		
12561	Legend		
12562	Legend		
12563	Legend		
12564	Legend		
12565	Legend		
12566	Legend		
12567	Legend		
12568	Legend		
12569	Legend		
12570	Legend		
12571	Legend		
12572	Legend		
12573	Legend		
12574	Legend		
12575	Legend		
12576	Legend		
12577	Legend		
12578	Legend		
12579	Legend		
12580	Legend		
12581	Legend		
12582	Legend		
12583	Legend		
12584	Legend		
12585	Legend		
12586	Legend		
12587	Legend		
12588	Legend		
12589	Legend		
12590	Legend		
12591	Legend		
12592	Legend		
12593	Legend		
12594	Legend		
12595	Legend		
12596	Legend		
12597	Legend		
12598	Legend		
12599	Legend		
12600	Legend		
12601	Legend		
12602	Legend		
12603	Legend		
12604	Legend		
12605	Legend		
12606	Legend		
12607	Legend		
12608	Legend		
12609	Legend		
12610	Legend		
12611	Legend		
12612	Legend		
12613	Legend		
12614	Legend		
12615	Legend		
12616	Legend		
12617	Legend		
12618	Legend		
12619	Legend		
12620	Legend		
12621	Legend		
12622	Legend		
12623	Legend		
12624	Legend		
12625	Legend		
12626	Legend		
12627	Legend		
12628	Legend		
12629	Legend		
12630	Legend		
12631	Legend		
12632	Legend		
12633	Legend		
12634	Legend		
12635	Legend		
12636	Legend		
12637	Legend		
12638	Legend		
12639	Legend		
12640	Legend		
12641	Legend		
12642	Legend		
12643	Legend		
12644	Legend		
12645	Legend		
12646	Legend		
12647	Legend		
12648	Legend		
12649	Legend		
12650	Legend		
12651	Legend		
12652	Legend		
12653	Legend		
12654	Legend		
12655	Legend		
12656	Legend		
12657	Legend		
12658	Legend		
12659	Legend		
12660	Legend		
12661	Legend		
12662	Legend		
12663	Legend		
12664	Legend		
12665	Legend		
12666	Legend		
12667	Legend		
12668	Legend		
12669	Legend		
12670	Legend		
12671	Legend		
12672	Legend		
12673	Legend		
12674	Legend		
12675	Legend		
12676	Legend		
12677	Legend		
12678	Legend		
12679	Legend		
12680	Legend		
12681	Legend		
12682	Legend		
12683	Legend		
12684	Legend		
12685	Legend		
12686	Legend		
12687	Legend		
12688	Legend		
12689	Legend		
12690	Legend		
12691	Legend		
12692	Legend		
12693	Legend		
12694	Legend		
12695	Legend		
12696	Legend		
12697	Legend		
12698	Legend		
12699	Legend		
12700	Legend		
12701	Legend		
12702	Legend		
12703	Legend		
12704	Legend		
12705	Legend		
12706	Legend		
12707	Legend		
12708	Legend		
12709	Legend		
12710	Legend		
12711	Legend		
12712	Legend		
12713	Legend		
12714	Legend		
12715	Legend		
12716	Legend		
12717	Legend		
12718	Legend		
12719	Legend		
12720	Legend		
12721	Legend		
12722	Legend		
12723	Legend		
12724	Legend		
12725	Legend		
12726	Legend		
12727	Legend		
12728	Legend		
12729	Legend		
12730	Legend		
12731	Legend		
12732	Legend		
12733	Legend		
12734	Legend		
12735	Legend		
12736	Legend		
12737	Legend		
12738	Legend		
12739	Legend		
12740	Legend		
12741	Legend		
12742	Legend		
12743	Legend		
12744	Legend		
12745	Legend		
12746	Legend		
12747	Legend		
12748	Legend		
12749	Legend		
12750	Legend		
12751	Legend		
12752	Legend		
12753	Legend		
12754	Legend		
12755	Legend		
12756	Legend		
12757	Legend		
12758	Legend		
12759	Legend		
12760	Legend		
12761	Legend		
12762	Legend		
12763	Legend		
12764	Legend		
12765	Legend		
12766	Legend		
12767	Legend		
12768	Legend		
12769	Legend		
12770	Legend		
12771	Legend		
12772	Legend		
12773	Legend		
12774	Legend		
12775	Legend		
12776	Legend		
12777	Legend		
12778	Legend		
12779	Legend		
12780	Legend		
12781	Legend		
12782	Legend		
12783	Legend		
12784	Legend		
12785	Legend		
12786	Legend		
12787	Legend		
12788	Legend		
12789	Legend		
12790	Legend		
12791	Legend		
12792	Legend		
12793	Legend		
12794	Legend		
12795	Legend		
12796	Legend		
12797	Legend		
12798	Legend		
12799	Legend		
12800	Legend		
12801	Legend		
12802	Legend		
12803	Legend		
12804	Legend		
12805	Legend		
12806	Legend		
12807	Legend		
12808	Legend		
12809	Legend		
12810	Legend		
12811	Legend		
12812	Legend		
12813	Legend		
12814	Legend		
12815	Legend		
12816	Legend		
12817	Legend		
12818	Legend		
12819	Legend		
12820	Legend		
12821	Legend		
12822	Legend		
12823	Legend		
12824	Legend		
12825	Legend		
12826	Legend		
12827	Legend		
12828	Legend		
12829	Legend		
12830	Legend		
12831	Legend		
12832	Legend		
12833	Legend		
12834	Legend		
12835	Legend		
12836	Legend		
12837	Legend		
12838	Legend		
12839	Legend		
12840	Legend		
12841	Legend		
12842	Legend		
12843	Legend		
12844	Legend		
12845	Legend		
12846	Legend		
12847	Legend		
12848	Legend		
12849	Legend		
12850	Legend		
12851	Legend		
12852	Legend		
12853	Legend		
12854	Legend		
12855	Legend		
12856	Legend		
12857	Legend		
12858	Legend		
12859	Legend		
12860	Legend		
12861	Legend		
12862	Legend		
12863	Legend		
12864	Legend		
12865	Legend		
12866	Legend		
12867	Legend		
12868	Legend		
12869	Legend		
12870	Legend		
12871	Legend		
12872	Legend		
12873	Legend		
12874	Legend		
12875	Legend		
12876	Legend		
12877	Legend		
12878	Legend		
12879	Legend		
12880	Legend		
12881	Legend		
12882	Legend		
12883	Legend		
12884	Legend		
12885	Legend		
12886	Legend		
12887	Legend		
12888	Legend		
12889	Legend		
12890	Legend		
12891	Legend		
12892	Legend		
12893	Legend		
12894	Legend		
12895	Legend		
12896	Legend		
12897	Legend		
12898	Legend		
12899	Legend		
12900	Legend		
12901	Legend		
12902	Legend		
12903	Legend		
12904	Legend		
12905	Legend		
12906	Legend		
12907	Legend		
12908	Legend		
12909	Legend		
12910	Legend		
12911	Legend		
12912	Legend		
12913	Legend		
12914	Legend		
12915	Legend		
12916	Legend		
12917	Legend		
12918	Legend		
12919	Legend		
12920	Legend		
12921	Legend		
12922	Legend		
12923	Legend		
12924	Legend		
12925	Legend		
12926	Legend		
12927	Legend		
12928	Legend		
12929	Legend		
12930	Legend		
12931	Legend		
12932	Legend		
12933	Legend		
12934	Legend		
12935	Legend		
12936	Legend		
12937	Legend		
12938	Legend		
12939	Legend		
12940	Legend		
12941	Legend		
12942	Legend		
12943	Legend		
12944	Legend		
12945	Legend		
12946	Legend		
12947	Legend		
12948	Legend		
12949	Legend		
12950	Legend		
12951	Legend		
12952	Legend		
12953	Legend		
12954	Legend		
12955	Legend		
12956	Legend		
12957	Legend		
12958	Legend		
12959	Legend		
12960	Legend		
12961	Legend		
12962	Legend		
12963	Legend		
12964	Legend		
12965	Legend		
12966	Legend		
12967	Legend		
12968	Legend		
12969	Legend		
12970	Legend		
12971	Legend		
12972	Legend		
12973	Legend		
12974	Legend		
12975	Legend		
12976	Legend		
12977	Legend		
12978	Legend		
12979	Legend		
12980	Legend		
12981	Legend		
12982	Legend		
12983	Legend		
12984	Legend		
12985	Legend		
12986	Legend		
12987	Legend		
12988	Legend		
12989	Legend		
12990	Legend		
12991	Legend		
12992	Legend		
12993	Legend		
12994	Legend		
12995	Legend		
12996	Legend		
12997	Legend		
12998	Legend		
12999	Legend		
13000	Legend		
13001	Legend		
13002	Legend		
13003	Legend		
13004	Legend		
13005	Legend		
13006	Legend		
13007	Legend		
13008	Legend		
13009	Legend		
13010	Legend		
13011	Legend		
13012	Legend		
13013	Legend		
13014	Legend		
13015	Legend		
13016	Legend		
13017	Legend		
13018	Legend		
13019	Legend		
13020	Legend		
13021	Legend		
13022	Legend		
13023	Legend		
13024	Legend		
13025	Legend		
13026	Legend		
13027	Legend		
13028	Legend		
13029	Legend		
13030	Legend		
13031	Legend		
13032	Legend		
13033	Legend		
13034	Legend		
13035	Legend		
13036	Legend		
13037	Legend		
13038	Legend		
13039	Legend		
13040	Legend		
13041	Legend		
13042	Legend		
13043	Legend		
13044	Legend		
13045	Legend		
13046	Legend		
13047	Legend		
13048	Legend		
13049	Legend		
13050	Legend		
13051	Legend		
13052	Legend		
13053	Legend		
13054	Legend		
13055	Legend		
13056	Legend		
13057	Legend		
13058	Legend		
13059	Legend		
13060	Legend		
13061	Legend		
13062	Legend		
13063	Legend		
13064	Legend		
13065	Legend		
13066	Legend		
13067	Legend		
13068	Legend		
13069	Legend		
13070	Legend		
13071	Legend		
13072	Legend		
13073	Legend		
13074	Legend		
13075	Legend		
13076	Legend		
13077	Legend		
13078	Legend		
13079	Legend		
13080	Legend		
13081	Legend		
13082	Legend		
13083	Legend		
13084	Legend		
13085	Legend		
13086	Legend		
13087	Legend		
13088	Legend		
13089	Legend		
13090	Legend		
13091	Legend		
13092	Legend		
13093	Legend		
13094	Legend		
13095	Legend		
13096	Legend		
13097	Legend		
13098	Legend		
13099	Legend		
13100	Legend		
13101	Legend		
13102	Legend		
13103	Legend		
13104	Legend		
13105	Legend		
13106	Legend		
13107	Legend		
13108	Legend		
13109	Legend		
13110	Legend		
13111	Legend		
13112	Legend		
13113	Legend		
13114	Legend		
13115	Legend		
13116	Legend		
13117	Legend		
13118	Legend		
13119	Legend		
13120	Legend		
13121	Legend		
13122	Legend		
13123	Legend		
13124	Legend		
13125	Legend		
13126	Legend		
13127	Legend		
13128	Legend		
13129	Legend		
13130	Legend		
13131	Legend		
13132	Legend		
13133	Legend		
13134	Legend		
13135	Legend		
13136	Legend		
13137	Legend		
13138	Legend		
13139	Legend		
13140	Legend		
13141	Legend		
13142	Legend		
13143	Legend		
13144	Legend		
13145	Legend		
13146	Legend		
13147	Legend		
13148	Legend		
13149	Legend		
13150	Legend		
13151	Legend		
13152	Legend		
13153	Legend		
13154	Legend		
13155	Legend		
13156	Legend		
13157	Legend		
13158	Legend		
13159	Legend		
13160	Legend		
13161	Legend		
13162	Legend		
13163	Legend		
13164	Legend		
13165	Legend		
13166	Legend		
13167	Legend		
13168	Legend		
13169	Legend		
13170	Legend		
13171	Legend		
13172	Legend		
13173	Legend		
13174	Legend		
13175	Legend		
13176	Legend		
13177	Legend		
13178	Legend		
13179	Legend		
13180	Legend		
13181	Legend		
13182	Legend		
13183	Legend		
13184	Legend		
13185	Legend		
13186	Legend		
13187	Legend		
13188	Legend		
13189	Legend		
13190	Legend		
13191	Legend		
13192	Legend		
13193	Legend		
13194	Legend		
13195	Legend		
13196	Legend		
13197	Legend		
13198	Legend		
13199	Legend		
13200	Legend		
13201	Legend		
13202	Legend		
13203	Legend		
13204	Legend		
13205	Legend		
13206	Legend		
13207	Legend		
13208	Legend		
13209	Legend		
13210	Legend		
13211	Legend		
13212	Legend		
13213	Legend		
13214	Legend		
13215	Legend		
13216	Legend		
13217	Legend		
13218	Legend		
13219	Legend		
13220	Legend		
13221	Legend		
13222	Legend		
13223	Legend		
13224	Legend		
13225	Legend		
13226	Legend		
13227	Legend		
13228	Legend		
13229	Legend		
13230	Legend		
13231	Legend		
13232	Legend		
13233	Legend		
13234	Legend		
13235	Legend		
13236	Legend		
13237	Legend		
13238	Legend		
13239	Legend		
13240	Legend		
13241	Legend		
13242	Legend		
13243	Legend		
13244	Legend		
13245	Legend		
13246	Legend		
13247	Legend		
13248	Legend		
13249	Legend		
13250	Legend		
13251	Legend		
13252	Legend		
13253	Legend		
13254	Legend		
13255	Legend		
13256	Legend		
13257	Legend		
13258	Legend		
13259	Legend		
13260	Legend		
13261	Legend		
13262	Legend		
13263	Legend		
13264	Legend		
13265	Legend		
13266	Legend		
13267	Legend		
13268	Legend		
13269	Legend		
13270	Legend		
13271	Legend		
13272	Legend		
13273	Legend		
13274	Legend		
13275	Legend		
13276	Legend		
13277	Legend		
13278	Legend		
13279	Legend		
13280	Legend		
13281	Legend		
13282	Legend		
13283	Legend		
13284	Legend		
13285	Legend		
13286	Legend		
13287	Legend		
13288	Legend		
13289	Legend		
13290	Legend		
13291	Legend		
13292	Legend		
13293	Legend		
13294	Legend		
13295	Legend		
13296	Legend		
13297	Legend		
13298	Legend		
13299	Legend		
13300	Legend		
13301	Legend		
13302	Legend		
13303	Legend		
13304	Legend		
13305	Legend		
13306	Legend		
13307	Legend		
13308	Legend		
13309	Legend		
13310	Legend		
13311	Legend		
13312	Legend		
13313	Legend		
13314	Legend		
13315	Legend		
13316	Legend		
13317	Legend		
13318	Legend		
13319	Legend		
13320	Legend		
13321	Legend		
13322	Legend		
13323	Legend		
13324	Legend		
13325	Legend		
13326	Legend		
13327	Legend		
13328	Legend		
13329	Legend		
13330	Legend		
13331	Legend		
13332	Legend		
13333	Legend		
13334	Legend		
13335	Legend		
13336	Legend		
13337	Legend		
13338	Legend		
13339	Legend		
13340	Legend		
13341	Legend		
13342	Legend		
13343	Legend		
13344	Legend		
13345	Legend		
13346	Legend		
13347	Legend		
13348	Legend		
13349	Legend		
13350	Legend		
13351	Legend		
13352	Legend		
13353	Legend		
13354	Legend		
13355	Legend		
13356	Legend		
13357	Legend		
13358	Legend		
13359	Legend		
13360	Legend		
13361	Legend		
13362	Legend		
13363	Legend		
13364	Legend		
13365	Legend		
13366	Legend		
13367	Legend		
13368	Legend		
13369	Legend		
13370	Legend		
13371	Legend		
13372	Legend		
13373	Legend		
13374	Legend		
13375	Legend		
13376	Legend		
13377	Legend		
13378	Legend		
13379	Legend		
13380	Legend		
13381	Legend		
13382	Legend		
13383	Legend		
13384	Legend		
13385	Legend		
13386	Legend		
13387	Legend		
13388	Legend		
13389	Legend		
13390	Legend		
13391	Legend		
13392	Legend		
13393	Legend		
13394	Legend		
13395	Legend		
13396	Legend		
13397	Legend		
13398	Legend		
13399	Legend		
13400	Legend		
13401	Legend		
13402	Legend		
13403	Legend		
13404	Legend		
13405	Legend		
13406	Legend		
13407	Legend		
13408	Legend		
13409	Legend		
13410	Legend		
13411	Legend		
13412	Legend		
13413	Legend		
13414	Legend		
13415	Legend		
13416	Legend		
13417	Legend		
13418	Legend		
13419	Legend		
13420	Legend		
13421	Legend		
13422	Legend		
13423	Legend		
13424	Legend		
13425	Legend		
13426	Legend		
13427	Legend		
13428	Legend		
13429	Legend		
13430	Legend		
13431	Legend		
13432	Legend		
13433	Legend		
13434	Legend		
13435	Legend		
13436	Legend		
13437	Legend		
13438	Legend		
13439	Legend		
13440	Legend		
13441	Legend		
13442	Legend		
13443	Legend		
13444	Legend		
13445	Legend		
13446	Legend		
13447	Legend		
13448	Legend		
13449	Legend		
13450	Legend		
13451	Legend		
13452	Legend		
13453	Legend		
13454	Legend		
13455	Legend		
13456	Legend		
13457	Legend		
13458	Legend		
13459	Legend		
13460	Legend		
13461	Legend		
13462	Legend		
13463	Legend		
13464	Legend		
13465	Legend		
13466	Legend		
13467	Legend		
13468	Legend		
13469	Legend		
13470	Legend		
13471	Legend		
13472	Legend		
13473	Legend		
13474	Legend		
13475	Legend		
13476	Legend		
13477	Legend		
13478	Legend		
13479	Legend		
13480	Legend		
13481	Legend		
13482	Legend		
13483	Legend		
13484	Legend		
13485	Legend		
13486	Legend		
13487	Legend		
13488	Legend		
13489	Legend		
13490	Legend		
13491	Legend		
13492	Legend		
13493	Legend		
13494	Legend		
13495	Legend		
13496	Legend		
13497	Legend		
13498	Legend		
13499	Legend		
13500	Legend		
13501	Legend		
13502	Legend		
13503	Legend		
13504	Legend		
13505	Legend		
13506	Legend		
13507	Legend		
13508	Legend		
13509	Legend		
13510	Legend		
13511	Legend		
13512	Legend		
13513	Legend		
13514	Legend		
13515	Legend		
13516	Legend		
13517	Legend		
13518	Legend		
13519	Legend		
13520	Legend		
13521	Legend		
13522	Legend		
13523	Legend		
13524	Legend		
13525	Legend		
13526	Legend		
13527	Legend		
13528	Legend		
13529	Legend		
13530	Legend		
13531	Legend		
13532	Legend		
13533	Legend		
13534	Legend		
13535	Legend		
13536	Legend		
13537	Legend		
13538	Legend		
13539	Legend		
13540	Legend		
13541	Legend		
13542	Legend		
13543	Legend		
13544	Legend		
13545	Legend		
13546	Legend		
13547	Legend		
13548	Legend		
13549	Legend		
13550	Legend		
13551	Legend		
13552	Legend		
13553	Legend		
13554	Legend		
13555	Legend		
13556	Legend		
13557	Legend		
13558	Legend		
13559	Legend		
13560	Legend		
13561	Legend		
13562	Legend		
13563	Legend		
13564	Legend		
13565	Legend		
13566	Legend		
13567	Legend		
13568	Legend		
13569	Legend		
13570	Legend		
13571	Legend		
13572	Legend		
13573	Legend		
13574	Legend		
13575	Legend		
13576	Legend		
13577	Legend		
13578	Legend		
13579	Legend		
13580	Legend		
13581	Legend		
13582	Legend		
13583	Legend		
13584	Legend		
13585	Legend		
13586	Legend		
13587	Legend		
13588	Legend		
13589	Legend		
13590	Legend		
13591	Legend		
13592	Legend		
13593	Legend		
13594	Legend		
13595	Legend		
13596	Legend		
13597	Legend		
13598	Legend		
13599	Legend		
13600	Legend		
13601	Legend		
13602	Legend		
13603	Legend		
13604	Legend		
13605	Legend		
13606	Legend		
13607	Legend		
13608	Legend		
13609	Legend		
13610	Legend		
13611	Legend		
13612	Legend		
13613	Legend		
13614	Legend		
13615	Legend		
13616	Legend		
13617	Legend		
13618	Legend		
13619	Legend		
13620	Legend		
13621	Legend		
13622	Legend		
13623	Legend		
13624	Legend		
13625	Legend		
13626	Legend		
13627	Legend		
13628	Legend		
13629	Legend		
13630	Legend		
13631	Legend		
13632	Legend		
13633	Legend		
13634	Legend		
13635	Legend		
13636	Legend		
13637	Legend		
13638	Legend		
13639	Legend		
13640	Legend		
13641	Legend		
13642	Legend		
13643	Legend		
13644	Legend		
13645	Legend		
13646	Legend		
13647	Legend		
13648	Legend		
13649	Legend		
13650	Legend		
13651	Legend		
13652	Legend		
13653	Legend		
13654	Legend		
13655	Legend		
13656	Legend		
13657	Legend		
13658	Legend		
13659	Legend		
13660	Legend		
13661	Legend		
13662	Legend		
13663	Legend		
13664	Legend		
13665	Legend		
13666	Legend		
13667	Legend		
13668	Legend		
13669	Legend		
13670	Legend		
13671	Legend		
13672	Legend		
13673	Legend		
13674	Legend		
13675	Legend		
13676	Legend		
13677	Legend		
13678	Legend		
13679	Legend		
13680	Legend		
13681	Legend		
13682	Legend		
13683	Legend		
13684	Legend		
13685	Legend		
13686	Legend		
13687	Legend		
13688	Legend		
13689	Legend		
13690	Legend		
13691	Legend		
13692	Legend		
13693	Legend		
13694	Legend		
13695	Legend		
13696	Legend		
13697	Legend		
13698	Legend		
13699	Legend		
13700	Legend		
13701	Legend		
13702	Legend		
13703	Legend		
13704	Legend		
13705	Legend		
13706	Legend		
13707	Legend		
13708	Legend		
13709	Legend		
13710	Legend		
13711	Legend		
13712	Legend		
13713	Legend		
13714	Legend		
13715	Legend		
13716	Legend		
13717	Legend		
13718	Legend		
13719	Legend		
13720	Legend		
13721	Legend		
13722	Legend		
13723	Legend		
13724	Legend		
13725	Legend		
13726	Legend		
13727	Legend		
13728	Legend		
13729	Legend		
13730	Legend		
13731	Legend		
13732	Legend		
13733	Legend		
13734	Legend		
13735	Legend		
13736	Legend		
13737	Legend		
13738	Legend		
13739	Legend		
13740	Legend		
13741	Legend		
13742	Legend		
13743	Legend		
13744	Legend		
13745	Legend		
13746	Legend		
13747	Legend		
13748	Legend		
13749	Legend		
13750	Legend		
13751	Legend		
13752	Legend		
13753	Legend		
13754	Legend		
13755	Legend		
13756	Legend		
13757	Legend		
13758	Legend		
13759	Legend		
13760	Legend		
13761	Legend		
13762	Legend		
13763	Legend		
13764	Legend		
13765	Legend		
13766	Legend		
13767	Legend		
13768	Legend		
13769	Legend		
13770	Legend		
13771	Legend		
13772	Legend		
13773	Legend		
13774	Legend		
13775	Legend		
13776	Legend		
13777	Legend		
13778	Legend		
13779	Legend		
13780	Legend		
13781	Legend		
13782	Legend		
13783	Legend		
13784	Legend		
13785	Legend		
13786	Legend		
13787	Legend		
13788	Legend		
13789	Legend		
13790	Legend		
13791	Legend		
13792	Legend		
13793	Legend		
13794	Legend		
13795	Legend		
13796	Legend		
13797	Legend		
13798	Legend		
13799	Legend		
13800	Legend		
13801	Legend		
13802	Legend		
13803	Legend		
13804	Legend		
13805	Legend		
13806	Legend		
13807	Legend		
13808	Legend		
13809	Legend		
13810	Legend		
13811	Legend		
13812	Legend		
13813	Legend		
13814	Legend		
13815	Legend		
13816	Legend		
13817	Legend		
13818	Legend		
13819	Legend		
13820	Legend		
13821	Legend		
13822	Legend		
13823	Legend		
13824	Legend		
13825	Legend		
13826	Legend		
13827	Legend		
13828	Legend		
13829	Legend		
13830	Legend		
13831	Legend		
13832	Legend		
13833	Legend		
13834	Legend		
13835	Legend		
13836	Legend		
13837	Legend		
13838	Legend		
13839	Legend		
13840	Legend		
13841	Legend		
13842	Legend		
13843	Legend		
13844	Legend		
13845	Legend		
13846	Legend		
13847	Legend		
13848	Legend		
13849	Legend		
13850	Legend		
13851	Legend		
13852	Legend		
13853	Legend		
13854	Legend		
13855	Legend		
13856	Legend		
13857	Legend		
13858	Legend		
13859	Legend		
13860	Legend		
13861	Legend		
13862	Legend		
13863	Legend		
13864	Legend		
13865	Legend		
13866	Legend		
13867	Legend		
13868	Legend		
13869	Legend		
13870	Legend		
13871	Legend		
13872	Legend		
13873	Legend		
13874	Legend		
13875	Legend		
13876	Legend		
13877	Legend		
13878	Legend		
13879	Legend		
13880	Legend		
13881	Legend		
13882	Legend		
13883	Legend		
13884	Legend		
13885	Legend		
13886	Legend		
13887	Legend		
13888	Legend		
13889	Legend		
13890	Legend		
13891	Legend		
13892	Legend		
13893	Legend		
13894	Legend		
13895	Legend		
13896	Legend		
13897	Legend		
13898	Legend		
13899	Legend		
13900	Legend		
13901	Legend		
13902	Legend		
13903	Legend		
13904	Legend		
13905	Legend		
13906	Legend		
13907	Legend		
13908	Legend		
13909	Legend		
13910	Legend		
13911	Legend		
13912	Legend		
13913	Legend		
13914	Legend		
13915	Legend		
13916	Legend		
13917	Legend		
13918	Legend		
13919	Legend		
13920	Legend		
13921	Legend		
13922	Legend		
13923	Legend		
13924	Legend		
13925	Legend		
13926	Legend		
13927	Legend		
13928	Legend		
13929	Legend		
13930	Legend		
13931	Legend		
13932	Legend		
13933	Legend		
13934	Legend		
13935	Legend		
13936	Legend		
13937	Legend		
13938	Legend		
13939	Legend		
13940	Legend		
13941	Legend		
13942	Legend		
13943	Legend		
13944	Legend		
13945	Legend		
13946	Legend		
13947	Legend		
13948	Legend		
13949	Legend		
13950	Legend		
13951	Legend		
13952	Legend		
13953	Legend		
13954	Legend		
13955	Legend		
13956	Legend		
13957	Legend		
13958	Legend		
13959	Legend		
13960	Legend		
13961	Legend		
13962	Legend		
13963	Legend		
13964	Legend		
13965	Legend		
13966	Legend		
13967	Legend		
13968	Legend		
13969	Legend		
13970	Legend		
13971	Legend		
13972	Legend		
13973	Legend		
13974	Legend		
13975	Legend		
13976	Legend		
13977	Legend		
13978	Legend		
13979	Legend		
13980	Legend		
13981	Legend		
13982	Legend		
13983	Legend		
13984	Legend		
13985	Legend		
13986	Legend		
13987	Legend		
13988	Legend		
13989	Legend		
13990	Legend		
13991	Legend		
13992	Legend		
13993	Legend		
13994	Legend		
13995	Legend		
13996	Legend		
13997	Legend		
13998	Legend		
13999	Legend		
14000	Legend		
14001	Legend		
14002	Legend		
14003	Legend		
14004	Legend		
14005	Legend		
14006	Legend		
14007	Legend		
14008	Legend		
14009	Legend		
14010	Legend		
14011	Legend		
14012	Legend		
14013	Legend		
14014	Legend		
14015	Legend		
14016	Legend		
14017	Legend		
14018	Legend		
14019	Legend		
14020	Legend		
14021	Legend		
14022	Legend		
14023	Legend		
14024	Legend		
14025	Legend		
14026	Legend		
14027	Legend		
14028	Legend		
14029	Legend		
14030	Legend		
14031	Legend		
14032	Legend		
14033	Legend		
14034	Legend		
14035	Legend		
14036	Legend		
14037	Legend		
14038	Legend		
14039	Legend		
14040	Legend		
14041	Legend		
14042	Legend		
14043	Legend		
14044	Legend		
14045	Legend		
14046	Legend		
14047	Legend		
14048	Legend		
14049	Legend		
14050	Legend		
14051	Legend		
14052	Legend		
14053	Legend		
14054	Legend		
14055	Legend		
14056	Legend		
14057	Legend		
14058	Legend		
14059	Legend		
14060	Legend		
14061	Legend		
14062	Legend		
14063	Legend		
14064	Legend		
14065	Legend		
14066	Legend		
14067	Legend		
14068	Legend		
14069	Legend		
14070	Legend		
14071	Legend		
14072	Legend		
14073	Legend		
14074	Legend		
14075	Legend		
14076	Legend		
14077	Legend		
14078	Legend		
14079	Legend		
14080	Legend		
14081	Legend		
14082	Legend		
14083	Legend		
14084	Legend		
14085	Legend		
14086	Legend		
14087	Legend		
14088	Legend		
14089	Legend		
14090	Legend		
