n_ID	f_DROPS_RATE	n_NUMBER_MIN	n_NUMBER_MAX	n_ITEM_1	n_WEIGHT_1	n_ITEM_2	n_WEIGHT_2	n_ITEM_3	n_WEIGHT_3	n_ITEM_4	n_WEIGHT_4	n_ITEM_5	n_WEIGHT_5	n_ITEM_6	n_WEIGHT_6	n_ITEM_7	n_WEIGHT_7	n_ITEM_8	n_WEIGHT_8	n_ITEM_9	n_WEIGHT_9	n_ITEM_10	n_WEIGHT_10	n_ITEM_11	n_WEIGHT_11	n_ITEM_12	n_WEIGHT_12	n_ITEM_13	n_WEIGHT_13	n_ITEM_14	n_WEIGHT_14	n_ITEM_15	n_WEIGHT_15	n_ITEM_16	n_WEIGHT_16	n_ITEM_17	n_WEIGHT_17	n_ITEM_18	n_WEIGHT_18	n_ITEM_19	n_WEIGHT_19	n_ITEM_20	n_WEIGHT_20	n_ITEM_21	n_WEIGHT_21	n_ITEM_22	n_WEIGHT_22	n_ITEM_23	n_WEIGHT_23	n_ITEM_24	n_WEIGHT_24	n_ITEM_25	n_WEIGHT_25	n_ITEM_26	n_WEIGHT_26	n_ITEM_27	n_WEIGHT_27	n_ITEM_28	n_WEIGHT_28	n_ITEM_29	n_WEIGHT_29	n_ITEM_30	n_WEIGHT_30
504	100.0	100	105	2205019	1	2205219	1	2205419	1	2205619	1	2600511	20	0	0	2401207	20	2401107	20	2401254	16	2401255	15	2401256	10	2600251	10	2600252	10	2600254	10	2600255	10	2600256	10	2401009	20	2401010	15	2401011	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	100.0	100	105	2205026	1	2205245	1	2205441	1	2205626	1	2600511	20	0	0	2401207	20	2401107	20	2401255	16	2401256	15	2401257	10	2600251	10	2600252	10	2600254	10	2600255	10	2600256	10	2401010	20	2401011	15	2401012	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	100.0	100	105	2400847	50	2600022	80	2401033	30	2401275	30	2401276	20	2401277	10	2401175	30	2401176	20	2401177	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	100.0	1	1	2600380	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	100.0	1	1	2600385	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	100.0	1	1	2600383	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	100.0	1	1	2601142	50	2601143	50	2601144	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	100.0	50	55	2400849	50	2600023	80	2401034	30	2401159	30	2401160	25	2401161	20	2401259	30	2401260	25	2401261	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513	15.0	1	1	2600023	10	2600024	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	100.0	1	1	2401002	110	2405001	80	2405002	80	2405003	80	2405004	80	2405005	80	2405006	80	2405007	80	2405008	80	2405009	80	2401206	50	2401106	50	2400533	20	2400539	20	2400545	20	2414087	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	100.0	1	1	2406966	100	2406967	100	2406968	100	2400704	150	2400822	100	2400837	100	3500013	50	3500108	50	2600002	50	2600513	70	2400098	80	2414044	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551	100.0	1	1	2400529	10	2400535	10	2400541	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	100.0	1	1	2600091	10	2600092	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	100.0	1	1	2600301	10	2600302	10	2600303	10	2600304	10	2600305	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554	100.0	1	1	2600041	10	2600042	10	2600043	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
555	100.0	1	1	2406954	10	2406955	10	2406956	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556	100.0	1	1	2600093	10	2600094	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557	100.0	1	1	2406951	10	2406952	10	2406953	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558	100.0	1	1	2412001	10	2412002	5	2412003	10	2412004	10	2412005	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
559	100.0	1	1	2412201	10	2412202	10	2412203	10	2412204	5	2412205	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	100.0	1	1	2413002	10	2413004	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	100.0	200	300	2401159	50	2401160	50	2401161	50	2401259	50	2401260	50	2401261	50	2412001	10	2412002	5	2412003	10	2412004	10	2412005	10	2412201	10	2412202	10	2412203	10	2412204	5	2412205	10	2413002	10	2413004	10	2413007	10	2413024	10	2413030	10	2413040	10	2600507	30	2600508	30	2600509	30	0	0	0	0	0	0	0	0	0	0
1001	100.0	1	1	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400048	100	2600801	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1002	100.0	1	1	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400048	100	2600801	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	100.0	1	1	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400048	100	2400101	15	2400106	15	2400111	15	2400116	15	2400121	15	2400126	15	2400131	15	2400136	15	2400141	15	2400146	15	2600020	100	2600518	100	2408001	50	2208939	25	2208946	25	2208953	25	2208960	25	2208967	25	2208974	25	2600901	100	0	25	0	0	0	0	0	0
1004	100.0	1	1	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400048	50	2400101	10	2400106	10	2400111	10	2400116	10	2400121	10	2400126	10	2400131	10	2400136	10	2400141	10	2400146	10	2600020	100	2600518	100	2408001	50	2208939	35	2208946	35	2208953	35	2208960	35	2208967	35	2208974	35	2600901	100	0	35	0	0	0	0	0	0
1005	100.0	1	1	2400101	10	2400106	10	2400111	10	2400116	10	2400121	10	2400126	10	2400131	10	2400136	10	2400141	10	2400146	10	2600518	80	2408001	0	2208939	30	2208946	30	2208953	30	2208960	30	2208967	30	2208974	30	2600515	0	2600516	0	2600517	0	2600901	100	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1006	100.0	1	1	2400101	0	2400106	0	2400111	0	2400116	0	2400121	0	2400126	0	2400131	0	2400136	0	2400141	0	2400146	0	2600518	150	2408001	0	2208939	60	2208946	60	2208953	60	2208960	60	2208967	60	2208974	60	2600515	0	2600516	0	2600517	0	2600901	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1007	100.0	1	1	2400651	100	2400652	100	2400653	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400048	100	2600803	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008	100.0	1	1	2400651	50	2400652	50	2400653	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400048	100	2600803	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	100.0	1	1	2400762	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400048	100	2400151	15	2400156	15	2400161	15	2400166	15	2400171	15	2400176	15	2400181	15	2400186	15	2400191	15	2400196	15	2600020	100	2600518	100	2208940	10	2208947	10	2208954	10	2208961	10	2208968	10	2208975	10	2600903	100	0	10	0	0	0	0	0	0
1010	100.0	1	1	2400762	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400048	50	2400151	10	2400156	10	2400161	10	2400166	10	2400171	10	2400176	10	2400181	10	2400186	10	2400191	10	2400196	10	2600020	100	2600518	100	2208940	15	2208947	15	2208954	15	2208961	15	2208968	15	2208975	15	2600903	100	0	15	0	0	0	0	0	0
1011	100.0	1	1	2400151	10	2400156	10	2400161	10	2400166	10	2400171	10	2400176	10	2400181	10	2400186	10	2400191	10	2400196	10	2600518	30	2208940	8	2208947	8	2208954	8	2208961	8	2208968	8	2208975	8	2600515	10	2600516	0	2600517	0	2600903	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1012	100.0	1	1	2400151	0	2400156	0	2400161	0	2400166	0	2400171	0	2400176	0	2400181	0	2400186	0	2400191	0	2400196	0	2600518	40	2208940	12	2208947	12	2208954	12	2208961	12	2208968	12	2208975	12	2600515	10	2600516	0	2600517	0	2600903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1013	100.0	1	1	2400654	100	2400655	100	2400656	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400049	100	2600805	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014	100.0	1	1	2400654	50	2400655	50	2400656	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400049	100	2600805	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	100.0	1	1	2400763	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400049	100	2400152	15	2400157	15	2400162	15	2400167	15	2400172	15	2400177	15	2400182	15	2400187	15	2400192	15	2400197	15	2600020	100	2600518	100	2408003	50	2600366	50	2600905	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1016	100.0	1	1	2400763	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400049	50	2400152	10	2400157	10	2400162	10	2400167	10	2400172	10	2400177	10	2400182	10	2400187	10	2400192	10	2400197	10	2600020	100	2600518	100	2408003	50	2600366	50	2600905	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1017	100.0	1	1	2400152	10	2400157	10	2400162	10	2400167	10	2400172	10	2400177	10	2400182	10	2400187	10	2400192	10	2400197	10	2600518	60	2408003	0	2600366	30	2208941	10	2208948	10	2208955	10	2208962	10	2208969	10	2208976	10	2600515	0	2600516	10	2600517	0	2600905	50	0	10	0	0	0	0	0	0	0	0	0	0	0	0
1018	100.0	1	1	2400152	0	2400157	0	2400162	0	2400167	0	2400172	0	2400177	0	2400182	0	2400187	0	2400192	0	2400197	0	2600518	60	2408003	0	2600366	30	2208941	12	2208948	12	2208955	12	2208962	12	2208969	12	2208976	12	2600515	0	2600516	15	2600517	0	2600905	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
1019	100.0	1	1	2400657	100	2400658	100	2400659	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400049	100	2600806	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1020	100.0	1	1	2400657	50	2400658	50	2400659	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400049	100	2600806	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1021	100.0	1	1	2400764	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400049	100	2400103	15	2400108	15	2400113	15	2400118	15	2400123	15	2400128	15	2400133	15	2400138	15	2400143	15	2400148	15	2600020	100	2600518	70	2600524	30	2408004	50	2600368	50	2600906	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1022	100.0	1	1	2400764	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400049	50	2400103	10	2400108	10	2400113	10	2400118	10	2400123	10	2400128	10	2400133	10	2400138	10	2400143	10	2400148	10	2600020	100	2600518	70	2600524	30	2408004	50	2600368	50	2600906	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1023	100.0	1	1	2400103	10	2400108	10	2400113	10	2400118	10	2400123	10	2400128	10	2400133	10	2400138	10	2400143	10	2400148	10	2600518	0	2600524	30	2408004	0	2600368	30	2600515	15	2600516	0	2600517	0	2208942	10	2208949	10	2208956	10	2208963	10	2208970	10	2208977	10	2600906	30	0	10	0	0	0	0	0	0	0	0	0	0
1024	100.0	1	1	2400103	0	2400108	0	2400113	0	2400118	0	2400123	0	2400128	0	2400133	0	2400138	0	2400143	0	2400148	0	2600518	0	2600524	30	2408004	0	2600368	30	2600515	15	2600516	0	2600517	0	2208942	12	2208949	12	2208956	12	2208963	12	2208970	12	2208977	12	2600906	0	0	12	0	0	0	0	0	0	0	0	0	0
1025	100.0	1	1	2400660	100	2400661	100	2400662	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400050	100	2600807	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1026	100.0	1	1	2400660	50	2400661	50	2400662	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400050	100	2600807	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1027	100.0	1	1	2400765	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400050	100	2400153	15	2400158	15	2400163	15	2400168	15	2400173	15	2400178	15	2400183	15	2400188	15	2400193	15	2400198	15	2600020	100	2600518	70	2600524	30	2408005	50	2600369	50	2600907	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1028	100.0	1	1	2400765	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400050	100	2400153	10	2400158	10	2400163	10	2400168	10	2400173	10	2400178	10	2400183	10	2400188	10	2400193	10	2400198	10	2600020	100	2600518	70	2600524	30	2408005	50	2600369	50	2600907	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1029	100.0	1	1	2400153	10	2400158	10	2400163	10	2400168	10	2400173	10	2400178	10	2400183	10	2400188	10	2400193	10	2400198	10	2600518	0	2600524	30	2408005	0	2600369	30	2600515	0	2600516	15	2600517	0	2208943	10	2208950	10	2208957	10	2208964	10	2208971	10	2208978	10	2600907	30	0	10	0	0	0	0	0	0	0	0	0	0
1030	100.0	1	1	2400153	0	2400158	0	2400163	0	2400168	0	2400173	0	2400178	0	2400183	0	2400188	0	2400193	0	2400198	0	2600518	0	2600524	30	2408005	0	2600369	30	2600515	0	2600516	15	2600517	0	2208943	12	2208950	12	2208957	12	2208964	12	2208971	12	2208978	12	2600907	0	0	12	0	0	0	0	0	0	0	0	0	0
1031	100.0	1	1	2400663	100	2400664	100	2400665	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400050	100	2600808	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1032	100.0	1	1	2400663	50	2400664	50	2400665	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400050	100	2600808	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1033	100.0	1	1	2400766	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400050	100	2400104	15	2400109	15	2400114	15	2400119	15	2400124	15	2400129	15	2400134	15	2400139	15	2400144	15	2400149	15	2600020	100	2600518	70	2600524	30	2408006	50	2600370	50	2600388	50	2600908	40	0	0	0	0	0	0	0	0	0	0	0	0
1034	100.0	1	1	2400766	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400050	50	2400104	10	2400109	10	2400114	10	2400119	10	2400124	10	2400129	10	2400134	10	2400139	10	2400144	10	2400149	10	2600020	100	2600518	70	2600524	30	2408006	50	2600370	50	2600388	50	2600908	50	0	0	0	0	0	0	0	0	0	0	0	0
1035	100.0	1	1	2400104	10	2400109	10	2400114	10	2400119	10	2400124	10	2400129	10	2400134	10	2400139	10	2400144	10	2400149	10	2600518	0	2600524	30	2408006	0	2600370	30	2600388	30	2600515	0	2600516	0	2600517	15	2208944	10	2208951	10	2208958	10	2208965	10	2208972	10	2208979	10	2600908	30	0	10	0	0	0	0	0	0	0	0
1036	100.0	1	1	2400104	0	2400109	0	2400114	0	2400119	0	2400124	0	2400129	0	2400134	0	2400139	0	2400144	0	2400149	0	2600518	0	2600524	40	2408006	0	2600370	30	2600388	30	2600515	0	2600516	0	2600517	15	2208944	15	2208951	15	2208958	15	2208965	15	2208972	15	2208979	15	2600908	0	0	15	0	0	0	0	0	0	0	0
1037	100.0	1	1	2400666	100	2400667	100	2400668	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400051	100	2600809	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1038	100.0	1	1	2400666	50	2400667	50	2400668	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400051	100	2600809	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1039	100.0	1	1	2400767	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400050	100	2400154	15	2400159	15	2400164	15	2400169	15	2400174	15	2400179	15	2400184	15	2400189	15	2400194	15	2400199	15	2600020	100	2600518	70	2600524	30	2408007	50	2600371	50	2600389	50	2600909	40	0	0	0	0	0	0	0	0	0	0	0	0
1040	100.0	1	1	2400767	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400050	50	2400154	10	2400159	10	2400164	10	2400169	10	2400174	10	2400179	10	2400184	10	2400189	10	2400194	10	2400199	10	2600020	100	2600518	70	2600524	30	2408007	50	2600371	50	2600389	50	2600909	50	0	0	0	0	0	0	0	0	0	0	0	0
1041	100.0	1	1	2400154	10	2400159	10	2400164	10	2400169	10	2400174	10	2400179	10	2400184	10	2400189	10	2400194	10	2400199	10	2600518	0	2600524	30	2408007	0	2600371	30	2600515	15	2600516	0	2600517	0	2600389	30	2208945	10	2208952	10	2208959	10	2208966	10	2208973	10	2208980	10	2600909	30	0	10	0	0	0	0	0	0	0	0
1042	100.0	1	1	2400154	0	2400159	0	2400164	0	2400169	0	2400174	0	2400179	0	2400184	0	2400189	0	2400194	0	2400199	0	2600518	0	2600524	40	2408007	0	2600371	30	2600515	15	2600516	0	2600517	0	2600389	30	2208945	15	2208952	15	2208959	15	2208966	15	2208973	15	2208980	15	2600909	0	0	15	0	0	0	0	0	0	0	0
1043	100.0	1	1	2400669	100	2400670	100	2400671	100	2400054	100	2400053	100	2400052	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1044	100.0	1	1	2400669	50	2400670	50	2400671	50	2400054	50	2400053	50	2400052	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1045	100.0	1	1	2400768	100	2400054	100	2400052	50	2400094	70	2400095	30	2400055	50	2600524	70	2600530	30	2600372	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1046	100.0	1	1	2400768	50	2400054	50	2400052	50	2400094	35	2400095	30	2400055	50	2600524	35	2600530	30	2600372	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1047	100.0	1	1	2400094	70	2400095	30	2600524	70	2600530	30	2600372	15	2400062	15	0	0	2600515	15	2600516	15	2600517	15	3500007	5	3500008	10	3500009	10	2206101	5	2206102	5	2206103	5	2206104	5	2206105	5	2206106	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1048	100.0	1	1	2400094	35	2400095	60	2600524	35	2600530	60	2600372	30	2400062	30	0	0	2600515	30	2600516	30	2600517	30	3500007	10	3500008	20	3500009	20	2206101	10	2206102	10	2206103	10	2206104	10	2206105	10	2206106	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049	100.0	1	1	0	0	0	0	0	0	2400673	50	2400674	50	2400672	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1050	100.0	1	1	0	0	0	0	0	0	2400673	50	2400674	50	2400672	50	2600053	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1051	100.0	1	1	2400673	100	2400674	100	2400672	100	2600053	50	2400769	50	2600048	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1052	100.0	1	1	2400673	100	2400674	100	2400672	100	2600053	50	2400769	50	2600048	50	2400095	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1053	100.0	1	1	2400673	100	2400674	100	2400672	100	2600053	50	2400769	50	2600048	50	2400095	25	2208996	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1054	100.0	1	1	2400673	100	2400674	100	2400672	100	2600053	50	2400769	50	2600048	50	2400095	50	2208996	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1055	100.0	1	3	2400768	50	2400094	50	2400095	50	2400802	100	2600372	10	2600373	10	2400062	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1056	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1057	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1058	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1059	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	2400091	50	2600507	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1060	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	2400091	50	2600507	50	2600554	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1061	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	2400091	50	2600507	50	2600554	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1063	100.0	1	1	2400709	100	2600041	50	2600042	50	2600043	50	2600051	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
