n_ID	s_NAME	n_TYPE	n_EQUIPTYPE	n_MOB_RANK	n_LEVEL_MIN	n_LEVEL_MAX	n_WEIGHT	n_EFFECT	n_ADDITIONAL_LEVEL	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
11987	傳奇	1	130943	478	1	255	2	21987	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11988	傳奇	1	130943	478	1	255	2	21988	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11989	傳奇	1	130943	478	1	255	2	21989	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11990	傳奇	1	130943	478	1	255	2	21990	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11991	傳奇	1	130943	478	1	255	2	21991	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11992	傳奇	1	130943	478	1	255	2	21992	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11993	傳奇	1	130943	478	1	255	2	21993	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11994	傳奇	1	130943	478	1	255	2	21994	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11995	傳奇	1	130943	478	1	255	2	21995	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11996	傳奇	1	130943	478	1	255	2	21996	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11997	傳奇	1	130943	478	1	255	2	21997	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11998	傳奇	1	130943	478	1	255	2	21998	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
11999	傳奇	1	130943	478	1	255	2	21999	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12000	傳奇	1	130943	478	1	255	2	22000	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12001	傳奇	1	130943	478	1	255	2	22001	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12002	傳奇	1	130943	478	1	255	2	22002	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12003	傳奇	1	130943	478	1	255	2	22003	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12004	傳奇	1	130943	478	1	255	2	22004	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12005	傳奇	1	130943	478	1	255	2	22005	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12006	傳奇	1	130943	478	1	255	2	22006	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12007	傳奇	1	130943	478	1	255	2	22007	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12008	傳奇	1	130943	478	1	255	2	22008	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12009	傳奇	1	130943	478	1	255	2	22009	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12010	傳奇	1	130943	478	1	255	2	22010	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12011	傳奇	1	130943	478	1	255	2	22011	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12012	傳奇	1	130943	478	1	255	2	22012	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12013	傳奇	1	130943	478	1	255	2	22013	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12014	傳奇	1	130943	478	1	255	2	22014	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12015	傳奇	1	130943	478	1	255	2	22015	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12016	傳奇	1	130943	478	1	255	2	22016	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12017	傳奇	1	130943	478	1	255	2	22017	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12018	傳奇	1	130943	478	1	255	2	22018	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12019	傳奇	1	130943	478	1	255	2	22019	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12020	傳奇	1	130943	478	1	255	2	22020	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12021	傳奇	1	130943	478	1	255	2	22021	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12022	傳奇	1	130943	478	1	255	2	22022	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12023	傳奇	1	130943	478	1	255	2	22023	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12024	傳奇	1	130943	478	1	255	2	22024	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12025	傳奇	1	130943	478	1	255	2	22025	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12026	傳奇	1	130943	478	1	255	2	22026	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12027	傳奇	1	130943	478	1	255	2	22027	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12028	傳奇	1	130943	478	1	255	2	22028	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12029	傳奇	1	130943	478	1	255	2	22029	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12030	傳奇	1	130943	478	1	255	2	22030	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12031	傳奇	1	130943	478	1	255	2	22031	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12032	傳奇	1	130943	478	1	255	2	22032	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12033	傳奇	1	130943	478	1	255	2	22033	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12034	傳奇	1	130943	478	1	255	2	22034	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12035	傳奇	1	130943	478	1	255	2	22035	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12036	傳奇	1	130943	478	1	255	2	22036	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12037	傳奇	1	130943	478	1	255	2	22037	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12038	傳奇	1	130943	478	1	255	2	22038	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12039	傳奇	1	130943	478	1	255	2	22039	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12040	傳奇	1	130943	478	1	255	2	22040	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12041	傳奇	1	130943	478	1	255	2	22041	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12042	傳奇	1	130943	478	1	255	2	22042	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12043	傳奇	1	130943	478	1	255	2	22043	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12044	傳奇	1	130943	478	1	255	2	22044	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12045	傳奇	1	130943	478	1	255	2	22045	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12046	傳奇	1	130943	478	1	255	2	22046	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12047	傳奇	1	130943	478	1	255	2	22047	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12048	傳奇	1	130943	478	1	255	2	22048	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12049	傳奇	1	130943	478	1	255	2	22049	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12050	傳奇	1	130943	478	1	255	2	22050	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12051	傳奇	1	130943	478	1	255	2	22051	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12052	傳奇	1	130943	478	1	255	2	22052	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12053	傳奇	1	130943	478	1	255	2	22053	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12054	傳奇	1	130943	478	1	255	2	22054	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12055	傳奇	1	130943	478	1	255	2	22055	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12056	傳奇	1	130943	478	1	255	2	22056	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12057	傳奇	1	130943	478	1	255	2	22057	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12058	傳奇	1	130943	478	1	255	2	22058	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12059	傳奇	1	130943	478	1	255	2	22059	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12060	傳奇	1	130943	478	1	255	2	22060	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12061	傳奇	1	130943	478	1	255	2	22061	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12062	傳奇	1	130943	478	1	255	2	22062	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12063	傳奇	1	130943	478	1	255	2	22063	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12064	傳奇	1	130943	478	1	255	2	22064	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12065	傳奇	1	130943	478	1	255	2	22065	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12066	傳奇	1	130943	478	1	255	2	22066	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12067	傳奇	1	130943	478	1	255	2	22067	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12068	傳奇	1	130943	478	1	255	2	22068	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12069	傳奇	1	130943	478	1	255	2	22069	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12070	傳奇	1	130943	478	1	255	2	22070	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12071	傳奇	1	130943	478	1	255	2	22071	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12072	傳奇	1	130943	478	1	255	2	22072	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12073	傳奇	1	130943	478	1	255	2	22073	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12074	傳奇	1	130943	478	1	255	2	22074	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12075	傳奇	1	130943	478	1	255	2	22075	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12076	傳奇	1	130943	478	1	255	2	22076	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12077	傳奇	1	130943	478	1	255	2	22077	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12078	傳奇	1	130943	478	1	255	2	22078	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12079	傳奇	1	130943	478	1	255	2	22079	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12080	傳奇	1	130943	478	1	255	2	22080	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12081	傳奇	1	130943	478	1	255	2	22081	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12082	傳奇	1	130943	478	1	255	2	22082	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12083	傳奇	1	130943	478	1	255	2	22083	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12084	傳奇	1	130943	478	1	255	2	22084	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12085	傳奇	1	130943	478	1	255	2	22085	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12086	傳奇	1	130943	478	1	255	2	22086	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12087	傳奇	1	130943	478	1	255	2	22087	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12088	傳奇	1	130943	478	1	255	2	22088	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12089	傳奇	1	130943	478	1	255	2	22089	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12090	傳奇	1	130943	478	1	255	2	22090	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12091	傳奇	1	130943	478	1	255	2	22091	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12092	傳奇	1	130943	478	1	255	2	22092	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12093	傳奇	1	130943	478	1	255	2	22093	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12094	傳奇	1	130943	478	1	255	2	22094	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12095	傳奇	1	130943	478	1	255	2	22095	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12096	傳奇	1	130943	478	1	255	2	22096	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12097	傳奇	1	130943	478	1	255	2	22097	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12098	傳奇	1	130943	478	1	255	2	22098	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12099	傳奇	1	130943	478	1	255	2	22099	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12100	傳奇	1	130943	478	1	255	2	22100	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12101	傳奇	1	130943	478	1	255	2	22101	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12102	傳奇	1	130943	478	1	255	2	22102	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12103	傳奇	1	130943	478	1	255	2	22103	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12104	傳奇	1	130943	478	1	255	2	22104	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12105	傳奇	1	130943	478	1	255	2	22105	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12106	傳奇	1	130943	478	1	255	2	22106	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12107	傳奇	1	130943	478	1	255	2	22107	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12108	傳奇	1	130943	478	1	255	2	22108	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12109	傳奇	1	130943	478	1	255	2	22109	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12110	傳奇	1	130943	478	1	255	2	22110	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12111	傳奇	1	130943	478	1	255	2	22111	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12112	傳奇	1	130943	478	1	255	2	22112	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12113	傳奇	1	130943	478	1	255	2	22113	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12114	傳奇	1	130943	478	1	255	2	22114	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12115	傳奇	1	130943	478	1	255	2	22115	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12116	傳奇	1	130943	478	1	255	2	22116	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12117	傳奇	1	130943	478	1	255	2	22117	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12118	傳奇	1	130943	478	1	255	2	22118	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12119	傳奇	1	130943	478	1	255	2	22119	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12120	傳奇	1	130943	478	1	255	2	22120	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12121	傳奇	1	130943	478	1	255	2	22121	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12122	傳奇	1	130943	478	1	255	2	22122	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12123	傳奇	1	130943	478	1	255	2	22123	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12124	傳奇	1	130943	478	1	255	2	22124	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12125	傳奇	1	130943	478	1	255	2	22125	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12126	傳奇	1	130943	478	1	255	2	22126	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12127	傳奇	1	130943	478	1	255	2	22127	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12128	傳奇	1	130943	478	1	255	2	22128	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12129	傳奇	1	130943	478	1	255	2	22129	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12130	傳奇	1	130943	478	1	255	2	22130	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12131	傳奇	1	130943	478	1	255	2	22131	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12132	傳奇	1	130943	478	1	255	2	22132	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12133	傳奇	1	130943	478	1	255	2	22133	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12134	傳奇	1	130943	478	1	255	2	22134	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12135	傳奇	1	130943	478	1	255	2	22135	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12136	傳奇	1	130943	478	1	255	2	22136	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12137	傳奇	1	130943	478	1	255	2	22137	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12138	傳奇	1	130943	478	1	255	2	22138	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12139	傳奇	1	130943	478	1	255	2	22139	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12140	傳奇	1	130943	478	1	255	2	22140	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12141	傳奇	1	130943	478	1	255	2	22141	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12142	傳奇	1	130943	478	1	255	2	22142	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12143	傳奇	1	130943	478	1	255	2	22143	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12144	傳奇	1	130943	478	1	255	2	22144	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12145	傳奇	1	130943	478	1	255	2	22145	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12146	傳奇	1	130943	478	1	255	2	22146	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12147	傳奇	1	130943	478	1	255	2	22147	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12148	傳奇	1	130943	478	1	255	2	22148	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12149	傳奇	1	130943	478	1	255	2	22149	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12150	傳奇	1	130943	478	1	255	2	22150	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12151	傳奇	1	130943	478	1	255	2	22151	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12152	傳奇	1	130943	478	1	255	2	22152	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12153	傳奇	1	130943	478	1	255	2	22153	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12154	傳奇	1	130943	478	1	255	2	22154	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12155	傳奇	1	130943	478	1	255	2	22155	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12156	傳奇	1	130943	478	1	255	2	22156	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12157	傳奇	1	130943	478	1	255	2	22157	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12158	傳奇	1	130943	478	1	255	2	22158	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12159	傳奇	1	130943	478	1	255	2	22159	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12160	傳奇	1	130943	478	1	255	2	22160	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12161	傳奇	1	130943	478	1	255	2	22161	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12162	傳奇	1	130943	478	1	255	2	22162	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12163	傳奇	1	130943	478	1	255	2	22163	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12164	傳奇	1	130943	478	1	255	2	22164	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12165	傳奇	1	130943	478	1	255	2	22165	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12166	傳奇	1	130943	478	1	255	2	22166	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12167	傳奇	1	130943	478	1	255	2	22167	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12168	傳奇	1	130943	478	1	255	2	22168	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12169	傳奇	1	130943	478	1	255	2	22169	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12170	傳奇	1	130943	478	1	255	2	22170	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12171	傳奇	1	130943	478	1	255	2	22171	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12172	傳奇	1	130943	478	1	255	2	22172	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12173	傳奇	1	130943	478	1	255	2	22173	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12174	傳奇	1	130943	478	1	255	2	22174	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12175	傳奇	1	130943	478	1	255	2	22175	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12176	傳奇	1	130943	478	1	255	2	22176	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12177	傳奇	1	130943	478	1	255	2	22177	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12178	傳奇	1	130943	478	1	255	2	22178	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12179	傳奇	1	130943	478	1	255	2	22179	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12180	傳奇	1	130943	478	1	255	2	22180	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12181	傳奇	1	130943	478	1	255	2	22181	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12182	傳奇	1	130943	478	1	255	2	22182	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12183	傳奇	1	130943	478	1	255	2	22183	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12184	傳奇	1	130943	478	1	255	2	22184	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12185	傳奇	1	130943	478	1	255	2	22185	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12186	傳奇	1	130943	478	1	255	2	22186	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12187	傳奇	1	130943	478	1	255	2	22187	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12188	傳奇	1	130943	478	1	255	2	22188	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12189	傳奇	1	130943	478	1	255	2	22189	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12190	傳奇	1	130943	478	1	255	2	22190	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12191	傳奇	1	130943	478	1	255	2	22191	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12192	傳奇	1	130943	478	1	255	2	22192	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12193	傳奇	1	130943	478	1	255	2	22193	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12194	傳奇	1	130943	478	1	255	2	22194	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12195	傳奇	1	130943	478	1	255	2	22195	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12196	傳奇	1	130943	478	1	255	2	22196	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12197	傳奇	1	130943	478	1	255	2	22197	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12198	傳奇	1	130943	478	1	255	2	22198	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12199	傳奇	1	130943	478	1	255	2	22199	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12200	傳奇	1	130943	478	1	255	2	22200	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12201	傳奇	1	130943	478	1	255	2	22201	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12202	傳奇	1	130943	478	1	255	2	22202	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12203	傳奇	1	130943	478	1	255	2	22203	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12204	傳奇	1	130943	478	1	255	2	22204	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12205	傳奇	1	130943	478	1	255	2	22205	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12206	傳奇	1	130943	478	1	255	2	22206	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12207	傳奇	1	130943	478	1	255	2	22207	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12208	傳奇	1	130943	478	1	255	2	22208	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12209	傳奇	1	130943	478	1	255	2	22209	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12210	傳奇	1	130943	478	1	255	2	22210	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12211	傳奇	1	130943	478	1	255	2	22211	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12212	傳奇	1	130943	478	1	255	2	22212	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12213	傳奇	1	130943	478	1	255	2	22213	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12214	傳奇	1	130943	478	1	255	2	22214	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12215	傳奇	1	130943	478	1	255	2	22215	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12216	傳奇	1	130943	478	1	255	2	22216	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12217	傳奇	1	130943	478	1	255	2	22217	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12218	傳奇	1	130943	478	1	255	2	22218	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12219	傳奇	1	130943	478	1	255	2	22219	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12220	傳奇	1	130943	478	1	255	2	22220	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12221	傳奇	1	130943	478	1	255	2	22221	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12222	傳奇	1	130943	478	1	255	2	22222	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12223	傳奇	1	130943	478	1	255	2	22223	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12224	傳奇	1	130943	478	1	255	2	22224	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12225	傳奇	1	130943	478	1	255	2	22225	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12226	傳奇	1	130943	478	1	255	2	22226	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12227	傳奇	1	130943	478	1	255	2	22227	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12228	傳奇	1	130943	478	1	255	2	22228	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12229	傳奇	1	130943	478	1	255	2	22229	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12230	傳奇	1	130943	478	1	255	2	22230	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12231	傳奇	1	130943	478	1	255	2	22231	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12232	傳奇	1	130943	478	1	255	2	22232	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12233	傳奇	1	130943	478	1	255	2	22233	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12234	傳奇	1	130943	478	1	255	2	22234	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12235	傳奇	1	130943	478	1	255	2	22235	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12236	傳奇	1	130943	478	1	255	2	22236	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12237	傳奇	1	130943	478	1	255	2	22237	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12238	傳奇	1	130943	478	1	255	2	22238	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12239	傳奇	1	130943	478	1	255	2	22239	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12240	傳奇	1	130943	478	1	255	2	22240	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12241	傳奇	1	130943	478	1	255	2	22241	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
12242	傳奇	1	130943	478	1	255	2	22242	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
