n_ID	s_ICON	n_RANGE	s_ANIMATION	s_ANIMATION2	n_CLASS	s_PHASING	s_ROTATE	n_EMOTE	n_THENDO	s_HITRATE	s_BUFF_HITRATE	s_HIT_KEYFRAME	s_HITBACK	s_FXS_CASTING	s_CAST_POSTPROCESS	s_HIT_POSTPROCESS	s_EMIT_KEYFRAME	n_AMOUNT_TARGET	n_DAMAGE_AREA	n_MOB_CD	s_CONDITION	f_VAR_TPD	f_VAR_TMD	f_VAR_TPP	f_VAR_TMP	f_DAMAGE_PHYSICS	f_DAMAGE_MAGIC	f_PERCENT_HP	n_PROFIT
7217		1200	_F_SENTRY_000;15\n_F_ATTACK_001;45	_F_SENTRY_000;15\n_F_ATTACK_001;45	0	0;0;0;0		0	0								4980;0\n7184;30	1	0	0	2;5;8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7218		1500	_F_ATTACK_003;30\n_F_ATTACK_003;60\n_F_ATTACK_004;90	_F_ATTACK_003;30\n_F_ATTACK_003;60\n_F_ATTACK_004;90	0	0;0;0;0		0	0					PS_C_HEAL_MAJOR;0			4983;0\n7187;66	1	0	0	2;4;5;11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7219		50	_F_ATTACK_003;30\n_F_ATTACK_003;60\n_F_ATTACK_003;90\n_F_ATTACK_003;120\n_F_DIE_003;240\n_F_DIE_002;264	_F_ATTACK_003;30\n_F_ATTACK_003;60\n_F_ATTACK_003;90\n_F_ATTACK_003;120\n_F_ATTACK_003;150	0	0;0;0;0		0	0					S_O_SUICIDE_FLAME;0			4984;0\n7186;120	1	0	0	1;5;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7220		800	_F_SENTRY_000;30\n_F_FALLING_000;60\n_F_DIE_003;150\n_F_DIE_002;174	_F_SENTRY_000;30\n_F_FALLING_000;60\n_F_DIE_003;150\n_F_DIE_002;174	0	0;0;0;30\nARC;30\n		0	0					S_O_DUCK_SHOCK;0			4988;0\n7188;69	1	0	0	1;5;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7221		1700	_F_ATTACK_020;29\n_F_SENTRY_000;45	_F_ATTACK_020;29\n_F_SENTRY_000;36	0	0;0;0;0		0	0					SIREN_O_ICEBOLT;0			7191;25	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7222		1700	_F_ATTACK_018;28\n_F_ATTACK_019;56\n_F_ATTACK_018;84\n_F_SENTRY_000;100	_F_ATTACK_018;28\n_F_ATTACK_019;56\n_F_ATTACK_018;84\n_F_SENTRY_000;100	0	0;0;0;0		0	0					PS_O_ICE_SKULL_C0;0\nPS_O_ICE_SKULL_C0;28\nPS_O_ICE_SKULL_C0;56			4985;0\n7192;15\n7192;43\n7192;71	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7223		1700	_F_ATTACK_001;26\n_F_SENTRY_000;33	_F_ATTACK_001;26\n_F_SENTRY_000;33	0	0;0;0;0		0	0					SIREN_O_ICEBOLT;0			4980;0\n7193;15	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7224		1700	_F_ATTACK_021;48\n_F_ATTACK_021;96\n_F_ATTACK_003;128	_F_ATTACK_021;48\n_F_ATTACK_021;96\n_F_ATTACK_003;128	0	0;0;0;0		0	0					S_A_SNOW_DUST;5\nS_A_SNOW_DUST;60			4982;0\n7194;120	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7225		350	_F_ATTACK_028;45	_F_ATTACK_028;45	0	0;0;0;0		0	0					PS_O_ICE_JUDGEMENT;15			4987;0\n7195;36	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7497		3000	_F_EMOTION_003;90	_F_EMOTION_003;90	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7497;90	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7498		3000	_F_EMOTION_003;90	_F_EMOTION_003;90	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7498;90	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7499		3000	_F_EMOTION_003;90	_F_EMOTION_003;90	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7499;90	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7500		3000	_F_EMOTION_003;90	_F_EMOTION_003;90	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7500;90	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7501		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7501;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7502		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_CAELI_SPEEDBOAT;0			7502;17	0	1	0	13;35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7503		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7503;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7504		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7504;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7505		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7505;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7506		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7506;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7507		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7507;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7521		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7521;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7522		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7522;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7523		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7523;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7524		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7524;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7525		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7525;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7526		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7526;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7527		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7527;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7528		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7528;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7529		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7529;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7551		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7551;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7552		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7552;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7553		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7553;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7554		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7554;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7559		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7559;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7560		3000	_F_ATTACK_003;27	_F_ATTACK_003;27	0	0;0;0;0		0	0					PS_O_SUMMON_RIDE;0			7560;17	0	1	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7600		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7600;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7601		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7601;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7602		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7602;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7603		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7603;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7604		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7604;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7605		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7605;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7606		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7606;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7607		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7607;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7608		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7608;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7609		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7609;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7610		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7610;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7611		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7611;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7612		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7612;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7613		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7613;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7614		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7614;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7615		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7615;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7616		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7616;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7617		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7617;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7618		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7618;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7619		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7619;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7620		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7620;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7621		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7621;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7622		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7622;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7623		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7623;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7624		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7624;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7625		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7625;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7626		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7626;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7627		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7627;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7628		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7628;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7629		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7629;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7630		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7630;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7631		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7631;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7632		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7632;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7633		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7633;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7634		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7634;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7635		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7635;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7636		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7636;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
7637		3000			0			0	0					MAP_A_NPC_DISAPPEAR;0			7637;0	0	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8001		1000	_F_ATTACK_002;0	_F_ATTACK_002;0	0	0;0;0;0		0	0								8001;0	0	100	0	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8002		8000	_F_ATTACK_002;100	_F_ATTACK_002;100	0	0;0;0;150		0	0					MAP_O_CHOPPER;30			8041;30\n8200;90	1	100	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8003		8000	_F_ATTACK_002;0	_F_ATTACK_002;0	0	0;0;0;1450		0	0								8010;0\n8014;450\n8018;900	1	100	0	0;5	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0
8004		8000	_F_ATTACK_002;0	_F_ATTACK_002;0	0	0;0;0;1450		0	0								8027;0\n8031;450\n8035;900	1	100	0	0;5	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0
8005		30000	_F_SENTRY_000;15\n_F_JUMP_002;40\n_F_JUMP_001;56\n_F_JUMP_001;72\n_F_JUMP_001;88\n_F_JUMP_001;104\n_F_JUMP_003;120\n_F_JUMP_003;135\n_F_JUMP_004;144	_F_SENTRY_000;15\n_F_JUMP_002;40\n_F_JUMP_001;56\n_F_JUMP_001;72\n_F_JUMP_001;88\n_F_JUMP_001;104\n_F_JUMP_003;120\n_F_JUMP_003;135\n_F_JUMP_004;144	0	0;0;0;15\nARC;120		0	0	GO(0)	GO(0)	none;1005;99		MAP_TRAVEL_CANON;15				1	100	0	1;5;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8006		30000	_F_SENTRY_000;15\n_F_JUMP_002;40\n_F_JUMP_001;50\n_F_JUMP_003;66\n_F_JUMP_003;75\n_F_JUMP_004;84	_F_SENTRY_000;15\n_F_JUMP_002;40\n_F_JUMP_001;50\n_F_JUMP_003;66\n_F_JUMP_003;75\n_F_JUMP_004;84	0	0;0;0;15\nARC;60		0	0	GO(0)	GO(0)	none;1005;39		MAP_TRAVEL_CANON;15				1	100	0	0;5;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8007		30000	_F_ATTACK_001;210	_F_ATTACK_001;210	0	0;0;0;210		0	0					MAP_LAVA_STREAM;0			8039;0\n8039;5\n8039;10\n8039;15\n8039;20\n8039;25\n8039;30\n8039;35\n8039;40\n8039;45\n8039;50\n8039;55	10	10	0	2;5	1.5	1.5	0.0	0.0	0.0	0.0	0.0	0
8008		2000	_F_ATTACK_002;90	_F_ATTACK_002;90	0	0;0;0;90		0	0								8004;0\n9802;3	1	10	0	2;5;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8009		500	_F_FLEX_000;150\n_F_SENTRY_000;200\n_F_SENTRY_000;250	_F_FLEX_000;150\n_F_SENTRY_000;200\n_F_SENTRY_000;250	0	0;0;0;250		0	0	GO(0)	GO(0)						9801;3\n8040;139\n8003;140	1	500	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8010		8000	_F_ATTACK_000;40	_F_ATTACK_000;40	0	0;0;0;40		0	0	GO(0)	GO(0)			S_O_ROBINSON;21			4984;0\n8047;21	1	8000	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8011		8000	_F_HAPPY_000;84\n_F_FLEX_000;204\n_F_READY_000;234	_F_HAPPY_000;84\n_F_FLEX_000;204\n_F_READY_000;234	0	0;0;0;600		0	0	GO(0)	GO(0)			MAP_O_LIGHTBEAN;0			8048;0	1	8000	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8012		400	_F_FORWARD_000;72\n_F_FORWARD_000;144\n_F_FORWARD_000;160\n_F_SENTRY_000;210\n_F_ATTACK_002;300	_F_FORWARD_000;72\n_F_FORWARD_000;144\n_F_FORWARD_000;160\n_F_SENTRY_000;210\n_F_ATTACK_002;300	0	117;-283;0;20\n400;-400;0;40\n683;-283;0;60\n800;0;0;80\n683;283;0;100\n400;400;0;120\n117;283;0;140\n0;0;0;160	68;0\n23;20\n-23;40\n-68;60\n-113;80\n-157;100\n157;120\n113;140\n0;160	0	0	GO(0)	GO(0)						4982;0\n9802;3	1	500	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8013		400	_F_FLEX_000;150\n_F_SENTRY_000;200\n_F_SENTRY_000;250\n_F_SENTRY_000;300\n_F_SENTRY_000;350\n_F_ATTACK_002;440	_F_FLEX_000;150\n_F_SENTRY_000;200\n_F_SENTRY_000;250\n_F_SENTRY_000;300\n_F_SENTRY_000;350\n_F_ATTACK_002;440	0	0;0;0;440		0	0	GO(0)	GO(0)						4987;0\n9803;3	1	500	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8014		400	_F_DIE_000;90\n_F_KNOCKED_002;140\n_F_KNOCKED_002;170\n_F_KNOCKED_002;190\n_F_KNOCKED_002;220\n_F_DIE_002;244\n_F_ATTACK_002;334	_F_DIE_000;90\n_F_KNOCKED_002;140\n_F_KNOCKED_002;170\n_F_KNOCKED_002;190\n_F_KNOCKED_002;220\n_F_DIE_002;244\n_F_ATTACK_002;334	0	0;0;0;334		0	0	GO(0)	GO(0)						4983;0\n9804;3	1	500	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8015		8000	_F_READY_000;30\n_F_ATTACK_000;70	_F_READY_000;30\n_F_ATTACK_000;70	0	0;0;0;40		0	0	GO(0)	GO(0)			S_O_ROBINSON;51			4990;0\n8047;51	1	8000	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8016		8000	_F_READY_000;30\n_F_READY_000;60\n_F_READY_000;90	_F_READY_000;30\n_F_READY_000;60\n_F_READY_000;90	0	0;0;0;90		0	0	GO(0)	GO(0)							1	8000	0	2;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8017		12000	_F_READY_000;30\n_F_READY_000;48\n_F_FALLING_000;64\n_F_FALLING_000;80\n_F_FALLING_000;96\n_F_FALLING_000;112\n_F_FALLING_000;128\n_F_FALLING_000;138	_F_READY_000;30\n_F_READY_000;48\n_F_FALLING_000;64\n_F_FALLING_000;80\n_F_FALLING_000;96\n_F_FALLING_000;112\n_F_FALLING_000;128\n_F_FALLING_000;138	0	0;0;0;48\nARC;90		0	0	GO(0)	GO(0)	none;5;50					8282;0	1	8000	0	2;6;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8018		100	_F_ATTACK_002;30	_F_ATTACK_002;30	0	0;0;0;30		0	0	GO(0)	GO(0)						8118;30	1	100	0	1;13;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8019		100	_F_ATTACK_000;24	_F_ATTACK_000;24	0	0;0;0;0		0	0	GO(0)	GO(0)	none;0;12						1	150	0	2	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	200.0	200.0	0.0	0
8020		2000	_F_ATTACK_000;10	_F_ATTACK_000;10	0	0;0;0;0		0	0	GO(0)	GO(0)						8200;10	1	250	0	13	0.0	0.0	0.0	0.0	300.0	300.0	0.0	0
8021		2000	_F_ATTACK_003;41	_F_ATTACK_003;41	0	0;0;0;0		0	0	GO(0)	GO(0)			S_O_M018_000_000_3;0			8073;25	1	250	0	6;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8022		2500	_F_ATTACK_002;41	_F_ATTACK_002;41	0	0;0;0;41		0	0					S_O_M018_000_000_2;0			8075;21	10	270	0	13;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8023		300	_F_TALK_000;80	_F_TALK_000;80	0	0;0;0;80		0	0									0	270	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8024		300			0			0	0								8076;0	1	270	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8025		300			0			0	0								8076;0	1	270	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8026		10000			0			0	0								8077;0	1	0	0	3;6;10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8027		500			0	0;0;0;900		0	0									1	0	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8028		150	_F_ATTACK_006;60	_F_ATTACK_006;60	320	0;0;0;60		0	0	HIT(95)		S_H_LIGHTENING;0;12\nS_H_LIGHTENING;0;22\nS_H_LIGHTENING;0;32						3	150	0	2;5;8;19	1.2999999523162842	0.0	0.0	0.0	0.0	0.0	0.0	0
8029		1200	_F_FORWARD_000;35\n_F_FORWARD_000;70	_F_FORWARD_000;35\n_F_FORWARD_000;70	0	1500;0;0;70		0	0					S_O_ROBOT_DASH;0			4982;0\n3402;0	1	200	0	2;5;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8030		1500	_F_ATTACK_004;60	_F_ATTACK_004;60	0	0;0;0;60		0	0					S_O_PULSE_GIM4;0			4983;0\n8129;10\n8130;24\n8131;37	1	200	0	2;5;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8031		150	_F_ATTACK_005;49	_F_ATTACK_005;49	128	0;0;0;49		0	0	HIT(95)		S_H_PHYSICS;0;9\nS_H_PHYSICS;0;19\nS_H_PHYSICS;0;29						1	150	0	2;5;8;19	1.2999999523162842	0.0	0.0	0.0	0.0	0.0	0.0	0
8032		1200	_F_FORWARD_000;35\n_F_FORWARD_000;70	_F_FORWARD_000;35\n_F_FORWARD_000;70	0	1500;0;0;70		0	0					S_O_ROBOT_DASH;0			4982;0\n3402;0	1	200	0	2;5;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8033		800	_F_ATTACK_000;58	_F_ATTACK_000;58	0	0;0;0;58		0	0					S_O_ROBOT_PLASMA_FIELD;0			4988;0\n3405;15\n3405;20\n3405;25\n3405;30	1	200	0	2;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8034		2500	_F_ATTACK_002;41	_F_ATTACK_002;41	64	0;0;0;41		0	0					S_O_M018_000_000_2;0			8078;21	10	270	0	13;19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8035		10000	_F_ATTACK_002;300	_F_ATTACK_002;300	0	0;0;0;300		0	0								8081;0\n8079;1	1	270	0	2;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8036		10000			0			0	0								8083;0	1	270	0	2;10;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8037		10000			0	200;0;700;5		0	0					U_JUMP_TRIGGER;0				1	270	0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8038		20000	_C_PICK_002;40\n_C_PICK_002;41	_C_PICK_002;40\n_C_PICK_002;41	0			0	0	GO(0)	GO(0)						8140;30	1	100	0	13;25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8039	IS1811	3000	_F_ATTACK_026;24	_F_ATTACK_026;24	0	0;0;0;24		0	0	GO(0)	GO(0)						8090;0\n8088;5	1	100	0	3;5;6;27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8040	IS1811	20000			0	0;0;0;0		0	0	GO(0)	GO(0)						8092;0\n8092;2\n8092;4\n8092;6\n8092;8\n8092;10	1	100	0	5;6;10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8041	IS1811	3000	_F_ATTACK_000;28	_F_ATTACK_000;28	0	0;0;0;28		0	0	GO(0)	GO(0)						8096;0\n8094;13	0	100	0	5;6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8042		30000	_F_SENTRY_000;15\n_F_JUMP_002;40\n_F_JUMP_001;56\n_F_JUMP_001;72\n_F_JUMP_001;88\n_F_JUMP_001;104\n_F_JUMP_003;120\n_F_JUMP_003;136\n_F_JUMP_003;152\n_F_JUMP_003;165	_F_SENTRY_000;15\n_F_JUMP_002;40\n_F_JUMP_001;56\n_F_JUMP_001;72\n_F_JUMP_001;88\n_F_JUMP_001;104\n_F_JUMP_003;120\n_F_JUMP_003;136\n_F_JUMP_003;152\n_F_JUMP_003;165	0	0;0;0;15\nARC;150		0	0	GO(0)	GO(0)	none;0;163	0;5;1	MAP_TRAVEL_CANON;15				1	100	0	1;5;13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8043		2000			0			0	0	GO(0)	GO(0)						8099;0	1	100	0	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8044		6000			0	0;0;0;150		0	0	GO(0)	GO(0)						8102;0\n8102;3\n8102;6\n8102;9\n8102;12	1	100	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
8045		16000			0	0;0;0;330		0	0	GO(0)	GO(0)						8103;0\n8104;1	1	100	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
