n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
3438	Security Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3439	Ministry Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3440	Compete Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3441	Calm Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3442	Guide Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3443	Safe Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3444	Inspiration Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3445	Sober Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3446	Silent Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3447	Superiority Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3448	Curtain Night Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3449	Hope Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3450	Support Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3451	Eternal Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3452	Intervene Crystal Lv.8	เมื่อเลเวลเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3453	War Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3454	Flame Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3455	Turmoil Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3456	Wrangle Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3457	Justice Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3458	Weapon Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3459	Wrestle Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3460	Confrontation Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3461	Outcome Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3462	Declare War Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3463	Coercion Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3464	Horror Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3465	Tight Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3466	Violence Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3467	Blood Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3468	Madness Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3469	Poor Soldier Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3470	Biochemistry Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3471	Kill Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3472	Defeat Crystal Lv.9	เมื่อเลเวลอาวุธกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3473	Modivid Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3474	Protect Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3475	Fort Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3476	Imperial Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3477	Aversion Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3478	Cache Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3479	Predator Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3480	Cushion Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3481	Warn Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3482	Monitoring Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3483	Guard Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3484	Appease Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3485	Thunder Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3486	Sanction Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3487	Territory Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3488	Lockout Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3489	Chain Ring Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3490	One Heart Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3491	Border Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3492	Wilderness Crystal Lv.9	เมื่อเลเวลเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3493	Improve Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3494	Familiar Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3495	Fracture Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3496	Security Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3497	Ministry Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3498	Compete Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3499	Calm Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3500	Guide Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3501	Safe Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3502	Inspiration Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3503	Sober Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3504	Silent Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3505	Superiority Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3506	Curtain Night Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3507	Hope Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3508	Support Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3509	Eternal Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3510	Intervene Crystal Lv.9	เมื่อเลเวลเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3511	Enticement Crystal Lv.1	เมื่อเลเวลเครื่องประดับถึง Lv.1 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3512	Instruction Crystal Lv.1	เมื่อเลเวลเครื่องประดับถึง Lv.1 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3513	Enticement Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3514	Instruction Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3515	Enticement Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3516	Instruction Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3517	Enticement Crystal Lv.4	เมื่อเลเวลเครื่องประดับถึง Lv.66 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
