n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
8924	Lion Guard	ศักดิ์ศรีของสิงโต แสดงให้เห็นถึงความน่าเกรงขาม	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8925	Red Disaster	เมื่อความน่ากลัวก่อเกิดขึ้น ความตายเป็นย่อมมาเยือน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8926	Lion Guard	ศักดิ์ศรีของราชสีห์ แสดงให้เห็นถึงความน่าเกรงขาม	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8927	Red Guard	บนโลกที่ถูกระเรงไปด้วยสีแดง จะต้องมีมุ่มมุมหนึ่งที่ยางขาวสะอาด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8928	Flame Amethyst	เปลวเพลิงและคริสตัลหลอมรวม แสงนั้นไม่ใช่แสงอันน่าหลงไหล	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8929	Death Gaze	เป็นหรือตาย? มัวลังเลอะไรล่ะ	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8930	Indigo Cannon	ซ่อนอยู่ในความลับของทะเลทั้งเจ็ด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8931	Fighting Double Dragon	สงครามที่ลงตัว ดั่งเปลวเพลิงที่ร้อนระอุกับการต่อสู้อันดุเดือด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8932	Forest Movement	เมื่อหดหู่ก็จงหลับตาและร้องมันออกมา!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8933	Devil  Dungeon	อยากจะลองดีกับเผ่าความตายงั้นเหรอ? มาเลย!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8934	Asura Headdress	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8935	Asura Armor	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8936	Asura Legging	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8937	Asura Glove	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8938	Asura Sandal	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8939	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8940	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8941	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8942	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8943	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8944	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8945	Rose	หน้าหนังสือมีกลิ่นดอกกุหลาบ สามารถพกไปในที่ต่างๆได้!	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8946	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8947	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8948	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8949	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8950	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8951	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8952	Gully Lion	สิงโตที่ชอบกินชอคโกแลตเหมือนเด็กๆ ว่าแต่มีคนอยากแก่ด้วยเหรอ?	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8953	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8954	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8955	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8956	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8957	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8958	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8959	Bull King Skull	อุณหภูมิรอบกายลดลง มีเสียงอันน่าหวาดกลัว ความรู้สึกนี้ผู้ที่มีชีวิตอยู่รู้สึกได้เท่านั้น	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8960	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8961	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8962	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8963	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8964	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8965	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8966	Moonlight	ไม่ว่าจะอยู่ในเหตุการณ์ใด มันก็จะปกป้องท่าน	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8967	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8968	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8969	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8970	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8971	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8972	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8973	Serenity Horn	โลกอันมืดมิด เป็นเสียงที่ห้ามมีอยู่ในโลกนี้ หากใครใช้มันถือว่ามีความผิด	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8974	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8975	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8976	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8977	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8978	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8979	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8980	Colorful Wing	นกที่ป้องกันป่าเขาลำเนาไพร ใช้เสียงเรียกความอุดมสมบูรณ์กลับคือสู่ป่า	มีพลังรุนแรงที่ไม่อาจมีใครรู้แฝงอยู่ จะต้องทำการชี้ขาดก่อนจึงจะสวมใส่ได้	
8981	Advanced Unidentified Item(Secret)	ไอเทมที่เต็มไปด้วยหมอกควันสีฟ้า ยังไม่ได้ชี้ขาดมัน ก็รับรองได้ว่าเป็นที่น่าประทับใจอย่างแน่นอน		
8982	Special Unidentified Item(Secret)	ไอเทมที่เต็มไปด้วยหมอกควันสีม่วง ยังไม่ได้ชี้ขาดมัน ก็รับรองได้ว่าเป็นที่น่าประทับใจอย่างแน่นอน		
8983	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8984	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8985	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8986	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8987	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8988	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8989	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8990	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8991	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8992	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8993	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8994	1 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8995	2 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8996	3 Star Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
8997	Advanced Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันสีฟ้า ยังไม่ได้ชี้ขาดมัน ก็รับรองได้ว่าเป็นที่น่าประทับใจอย่างแน่นอน		
8998	Special Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันสีม่วง ยังไม่ได้ชี้ขาดมัน ก็รับรองได้ว่าเป็นที่น่าประทับใจอย่างแน่นอน		
8999	Unidentified Item	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการชี้ขาด จึงจะเห็นกำลังที่แท้จริงของมัน		
9000	Unknown Item	ไอเทมที่ถูกควันสีฟ้าบดบัง ไอเทมที่ต้องทำการประเมิน จึงจะรู้ถึงพลังอำนาจของมันได้		
9001	Unknown Item	ไอเทมที่ถูกควันสีฟ้าบดบัง ไอเทมที่ต้องทำการประเมิน จึงจะรู้ถึงพลังอำนาจของมันได้		
9002	Unknown Item	ไอเทมที่ถูกควันสีฟ้าบดบัง ไอเทมที่ต้องทำการประเมิน จึงจะรู้ถึงพลังอำนาจของมันได้		
9003	Unknown Item	ไอเทมที่ถูกควันสีฟ้าบดบัง ไอเทมที่ต้องทำการประเมิน จึงจะรู้ถึงพลังอำนาจของมันได้		
9011	Unidentified Item (Headdress )	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9012	Unidentified Item (Armor)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9013	Unidentified Item (Legging)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9014	Unidentified Item (Gauntlets)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9015	Unidentified Item (Gaiter)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9016	Unidentified Item (Necklace)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9017	Unidentified Item (Ring)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9018	Unidentified Item (Talisman)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9019	Unidentified Item (Bracelet)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9020	Unidentified Item (Sword)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9021	Unidentified Item (Hammer)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9022	Unidentified Item (Shield)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9023	Unidentified Item (Staff)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9024	Unidentified Item (Stone)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9025	Unidentified Item (Gun)	ไอเทมที่ถูกพลังงานบางอย่างปกคลุม จะต้องทำการตีราคาก่อนจึงจะรู้ถึงพลังที่แท้จริงของมันได้		
9026	Unidentified Item (Doll)	ไอเทมที่เต็มไปด้วยหมอกควันแปลกประหลาด จำเป็นต้องทำการประเมิน จึงจะเห็นกำลังที่แท้จริงของมัน		
9101	Iron Sword 45-use	มีดยาวที่ดูแหลมคม		ใช้แล้ว+คลั่ง
9102	Guard Hammer 45	ไม้เท้าสั้นที่ดูธรรมดาสามัญ		
9103	Shield 45	โล่ที่ดูแข็งแกร่งและมั่นคง		
9104	Wood Stick 45	ไม้เท้ายาวที่ดูธรรมดาสามัญ		
9105	Blue Sky Headdress 45	มันคือเครื่องสวมใส่นักโทษ!		
9106	Blue Sky Armor 45	มันคือเครื่องสวมใส่นักโทษ!		
9107	Blue Sky Legging 45	มันคือเครื่องสวมใส่นักโทษ!		
9108	Blue Sky Gauntlets 45	มันคือเครื่องสวมใส่นักโทษ!		
9109	Blue Sky Gaiter45	มันคือเครื่องสวมใส่นักโทษ!		
9110	Blue Sky Necklace45	ของที่แขวนไว้ที่คอ		
9111	Blue Sky Ring45	ของที่ใช้สวมนิ้ว		
9112	Wide Blade 110	มีดยาวที่ดูแหลมคม		
9113	Red Rock Hammer 110	ไม้เท้าสั้นที่ดูธรรมดาสามัญ		
9114	Red Rock Shield 110	โล่ที่ดูแข็งแกร่งและมั่นคง		
9115	Butterfly Stick 110	ไม้เท้ายาวที่ดูธรรมดาสามัญ		
9116	Orchid Headdress 110	มันคือเครื่องสวมใส่นักโทษ!		
9117	Orchid Armor 110	มันคือเครื่องสวมใส่นักโทษ!		
9118	Orchid Legging 110	มันคือเครื่องสวมใส่นักโทษ!		
9119	Orchid Glove 110	มันคือเครื่องสวมใส่นักโทษ!		
9120	Orchid Boot 110	มันคือเครื่องสวมใส่นักโทษ!		
9121	Orchid Of Chain 110	ของที่แขวนไว้ที่คอ		
9122	Orchid Ring 110	ของที่ใช้สวมนิ้ว		
9123	Orchid Talisman 110	ของที่พกไว้ในซอกกระเป๋าตังค์		
9124	Orchid Bracelet 110	ของที่ใส่คู่กับกำไล		
9125	Iron Sword 45 P	มีดยาวที่ดูแหลมคม สีม่วง!		
9126	Guard Hammer 45 P	ไม้เท้าสั้นที่ดูธรรมดาสามัญ สีม่วง!		
9127	Shield 45 P	โล่ที่ดูแข็งแกร่งและมั่นคง สีม่วง!		
9128	Wood Stick 45 P	ไม้เท้ายาวที่ดูธรรมดาสามัญ สีม่วง!		
9129	Blue Sky Headdress 45 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9130	Blue Sky Armor 45 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9131	Blue Sky Legging 45 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9132	Blue Sky Gauntlets 45 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9133	Blue Sky Gaiter 45 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9134	Blue Sky Necklace 45 P	ของที่แขวนไว้ที่คอ สีม่วง!		
9135	Blue Sky Ring 45 P	ของที่ใช้สวมนิ้ว สีม่วง!		
9136	Wide Blade 110 P	มีดยาวที่ดูแหลมคม สีม่วง!		
9137	Red Rock Hammer 110 P	ไม้เท้าสั้นที่ดูธรรมดาสามัญ สีม่วง!		
9138	Red Rock Shield 110 P	โล่ที่ดูแข็งแกร่งและมั่นคง สีม่วง!		
9139	Butterfly Stick 110 P	ไม้เท้ายาวที่ดูธรรมดาสามัญ สีม่วง!		
9140	Orchid Headdress 110 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9141	Orchid Armor 110 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9142	Orchid Legging 110 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9143	Orchid Glove 110 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9144	Orchid Boot 110 P	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
9145	Orchid Of Chain 110 P	ของที่แขวนไว้ที่คอ สีม่วง!		
9146	Orchid Ring 110 P	ของที่ใช้สวมนิ้ว สีม่วง!		
9147	Orchid Talisman 110 P	ของที่พกไว้ในซอกกระเป๋าตังค์ สีม่วง!		
9148	Orchid Bracelet 110 P	ของที่ใส่คู่กับกำไล สีม่วง!		
9149	Lightsaber 110 P	ข้าคือไม้เท้าสั้นพิเศษ สีม่วง!		
9150	Puppet Bunny	อาวุธที่ลักษณะเหมาะมือ เดินทางไกลจำเป็นต้องพกไว้		
9151	Pirate meow	อาวุธที่ลักษณะเหมาะมือ เดินทางไกลจำเป็นต้องพกไว้		
9152	Indian Bird	อาวุธที่ลักษณะเหมาะมือ เดินทางไกลจำเป็นต้องพกไว้		
9153	Ceramic Doll	อาวุธที่ลักษณะเหมาะมือ เดินทางไกลจำเป็นต้องพกไว้		
9154	Spitfire Dragon	อาวุธที่ลักษณะเหมาะมือ เดินทางไกลจำเป็นต้องพกไว้		
9155	Ghost Ah	อาวุธที่ลักษณะเหมาะมือ เดินทางไกลจำเป็นต้องพกไว้		
9156	Slave Headdress 6	มันคือเครื่องสวมใส่นักโทษ! สีม่วง!		
