n_ID	n_MOBEXP	n_SP	n_HPMAX	n_RECOVER_HP	n_STAMINAMAX	n_RECOVER_STAMINA	n_SPEED_RUN	n_STRENGH	n_CONSITUTION	n_AGILITY	n_PERCEPTION	n_INTELLECT	n_DAMMIN_PHYSICS	n_DAMMIN_MAGIC	n_DAMPLUS_PHYSICS	n_DAMPLUS_MAGIC	n_AC_PHYSICS	n_AC_MAGIC	n_ABSORB_PHYSICS	n_ABSORB_MAGIC	n_PENETRATE_PHYSICS	n_PENETRATE_MAGIC	f_ANTI_STUN	f_STUN	f_ANTI_CURSE	f_CURSE	f_HITRATE	f_DODGE	f_POWERHIT	f_ANTI_POWERHIT	f_BYPASS	f_OVERHIT	f_MULTIPLY_POWERDAM	f_ABSORB_POWERDAM	f_ABSORB_SHIELD	f_BLOCKRATE	f_MUL_DAMAGE
230	71238	12586	1442351	8534	100	5	600	2824	2824	2824	2824	2824	29021	29021	4353	4353	275757	275757	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
231	73247	12743	1454889	8608	100	5	600	2846	2846	2846	2846	2846	29273	29273	4390	4390	282348	282348	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
232	75312	12901	1467428	8683	100	5	600	2868	2868	2868	2868	2868	29526	29526	4428	4428	289067	289067	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
233	77435	13060	1480021	8757	100	5	600	2890	2890	2890	2890	2890	29780	29780	4467	4467	295918	295918	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
234	79617	13220	1492734	8832	100	5	600	2912	2912	2912	2912	2912	30034	30034	4505	4505	302901	302901	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
235	81860	13381	1505444	8907	100	5	600	2934	2934	2934	2934	2934	30292	30292	4543	4543	310019	310019	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
236	84166	13543	1518270	8983	100	5	600	2956	2956	2956	2956	2956	30549	30549	4582	4582	317274	317274	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
237	86536	13706	1531154	9060	100	5	600	2978	2978	2978	2978	2978	30807	30807	4621	4621	324666	324666	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
238	88972	13870	1544037	9136	100	5	600	3000	3000	3000	3000	3000	31067	31067	4660	4660	332198	332198	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
239	91476	14035	1556977	9212	100	5	600	3022	3022	3022	3022	3022	31328	31328	4699	4699	339872	339872	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
240	94050	14201	1569976	9289	100	5	600	3044	3044	3044	3044	3044	31590	31590	4738	4738	347689	347689	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
241	96696	14368	1583032	9367	100	5	600	3066	3066	3066	3066	3066	31852	31852	4777	4777	355651	355651	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
242	99416	14536	1596145	9444	100	5	600	3088	3088	3088	3088	3088	32116	32116	4817	4817	363759	363759	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
243	102212	14705	1609374	9522	100	5	600	3110	3110	3110	3110	3110	32382	32382	4857	4857	372017	372017	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
244	105086	14875	1622544	9600	100	5	600	3132	3132	3132	3132	3132	32647	32647	4897	4897	380424	380424	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
245	108040	15046	1635831	9679	100	5	600	3154	3154	3154	3154	3154	32914	32914	4937	4937	388983	388983	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
246	111077	15218	1649173	9758	100	5	600	3177	3177	3177	3177	3177	33183	33183	4977	4977	397696	397696	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
247	114199	15391	1662575	9837	100	5	600	3200	3200	3200	3200	3200	33452	33452	5017	5017	406565	406565	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
248	117408	15565	1676035	9917	100	5	600	3223	3223	3223	3223	3223	33723	33723	5058	5058	415590	415590	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
249	120707	15740	1689550	9997	100	5	600	3246	3246	3246	3246	3246	33994	33994	5099	5099	424775	424775	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
250	124098	15916	1703065	10077	100	5	600	3269	3269	3269	3269	3269	34266	34266	5139	5139	434120	434120	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
251	127584	16093	1716638	10157	100	5	600	3292	3292	3292	3292	3292	34541	34541	5181	5181	443627	443627	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
252	131167	16271	1730326	10238	100	5	600	3315	3315	3315	3315	3315	34815	34815	5222	5222	453298	453298	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
253	134850	16450	1744015	10319	100	5	600	3338	3338	3338	3338	3338	35091	35091	5263	5263	463134	463134	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
254	138636	16630	1757819	10401	100	5	600	3361	3361	3361	3361	3361	35368	35368	5305	5305	473138	473138	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
255	142528	16811	1771680	10483	100	5	600	3384	3384	3384	3384	3384	35647	35647	5347	5347	483310	483310	0	0	0	0	7.5	7.5	7.5	7.5	20.0	20.0	12.5	0.0	5.0	5.0	1.0	0.0	0.0	0.0	100.0
