n_ID	n_TYPE	n_NOTIFY_TYPE	s_MESSAGE
767	2	0	เสมอ! เริ่มใหม่อีกครั้ง!
768	3	0	ลูกเรือที่กำลังเรียกไม่สามารถอัพเกรดได้!
769	3	0	ได้รับบริการ $V1 !
770	3	0	วันนี้รับไปแล้วหรือทำภารกิจปีศาจแห่งบาปกำเนิดแล้ว ไม่สามารถเคลื่อนย้ายหัวหน้ากิลด์ได้! พรุ่งนี้มาใหม่นะ
771	2	0	พลังเต็มแล้ว! กรุณาใส่จำนวนใหม่
772	2	0	ซ่อนผู้เล่น
773	2	0	แสดงผู้เล่น
774	2	0	จะต้องชวนเพื่อนที่ขี่สัตว์ขี่อยู่เข้าทีมเท่านั้นจึงจะโดยสารได้
775	3	0	ระบบจะปิดใน $V1 นาที! กรุณาออกจากระบบ!
776	3	0	ระบบจะปิดใน $V1 วินาที! กรุณาออกจากระบบ!
777	3	0	ความผิดพลาดถูกยกเว้น ยกเลิกลำดับด่าน!
778	3	0	ยืดเวลาบริการ [ $V1 ] แล้ว!
779	3	0	เพิ่มจำนวนบริการ [ $V1 ] แล้ว!
780	3	0	ลดจำนวนบริการ [ $V1 ] 1 ครั้ง!
781	3	0	ขออภัย ผู้เล่นไม่มีบริการ [Settlement Chest Choice Service] !
782	3	0	จะต้องเป็น VIPจึงจะใช้ความสามารถนี้ได้!
783	3	0	สมาชิกในทีมท่านอื่นส่งคำเชิญไปแล้ว จะต้องรอผลการตอบรับ หรือออกจากทีม จึงจะส่งคำเชิญได้อีกครั้ง
784	3	0	ลบข้อมูลการย้อมสีแล้ว!
785	37	0	ยังไม่ได้เลือกอุปกรณ์ย้อมสี (กรุณาดูให้แน่ชัดว่าอุปกรณ์ถูกต้องหรือไม่)!
786	3	0	รูปลักษณ์ของเครื่องสวมใส่ปัจจุบันไม่สามารถย้อมสีได้!
787	3	0	ลบข้อมูลย้อมสีล้มเหลว!
788	2	0	ปลดสถานะห้ามเคลื่อนไหวแล้ว!
789	2	0	ตรวจสอบพื้นที่ที่สามารถเคลื่อนย้ายได้ กรุณาทดสอบ
790	3	0	ข้อมูลตัวละครที่ตรวจสอบผิดพลาด กรุณาออกจากระบบเพื่อป้องกันความเสียหาย
791	2	0	ไม่สามารถติดตั้งอุปกรณ์ได้
792	3	0	ยกเลิกการเข้าสนาม
793	3	0	Unidentified Item ไม่สามารถลดเลเวลได้!
794	3	0	ช่องว่างในกระเป๋าไม่เพียงพอ ไอเทมนี้ไม่มีอยู่ ไอเทมเหลืออันเดียว หรือ Custom Gashapon ไม่สามารถเพิ่มได้ทันที
795	3	0	ในทีมจะต้องมี 3 คนเท่านั้นจึงจะเข้าสู่ Arena ได้!
796	3	0	ทีมของท่านลงทะเบียนไปแล้ว!
797	3	0	สมาชิกในกิลด์ทุกท่านจะต้องมีเลเวล 51 ขึ้นไปจึงจะสามารถเข้าร่วม Arena ได้!
798	3	0	ลงทะเบียน Arena สำเร็จ หากมีสมาชิกในทีมที่ออกจากระบบ หรือเปลี่ยนแชนแนล ระบบจะทำการยกเลิกการลงทะเบียนทันที
799	3	0	ทีมของท่านยกเลิกการเข้า Arena 
800	3	0	ฝ่ายตรงข้ามยกเลิกการต่อสู้ ระบบจับคู่ใหม่อีกครั้ง
801	3	0	การต่อสู้เริ่มขึ้น! กรุณาค้นหาและกำจัดศัตรูเพื่อรับคะแนน
802	4	0	ข้อมูลผิดพลาด กรุณาแจ้งเจ้าหน้าที่
803	3	0	สมาชิกทีม $V1 กำลังทำการแลกเปลี่ยนไม่สามารถเข้า Arena ได้!
804	3	0	ไม่สามารถยกเลิกหรือออกจากทีมได้ใน Arena !
805	3	0	ไม่ได้สวมใส่ Sword Soul ! กรุณาใส่ Sword Soul ก่อนใช้งานไอเทมนี้!
806	3	0	 Sword Soul ที่สวมใส่ค่าถดถอยยังไม่ลดลง ไม่จำเป็นต้องฟื้นฟูพลังงาน
807	3	0	กรุณาติดตามดูการเปลี่ยนแปลงของค่าถดถอย Sword Soul หากค่าถดถอยสูงสุดจะทำให้เลเวลลด 1 เลเวล!
808	3	0	น่าเสียดาย ค่าถดถอยถึงจำนวนสูงสุดแล้ว เลเวลของ Sword Soul ลด 1 เลเวล!
809	2	0	ยกเลิกการขายสินค้าพิเศษ
810	3	0	ความแกร่งของ Sword Soul ถูกฟื้นฟูทั้งหมด!
811	3	0	สกิลรีเซ็ทแล้ว ได้แต้มสกิลกลับคืน!
812	3	0	ตีบวกล้มเหลว!
813	3	0	เรือ $V1 มีน้ำเข้ามาแล้ว!
814	2	0	เรือ $V1 อับปาง
815	2	0	 $V1  ช่วยเหลือในการซ่อมเรือ $V2  ...
816	2	0	 $V1  ซ่อมเรือ $V2 แล้ว!
817	3	0	เมื่อตัวละครเลเวลถึง Lv.30 แล้ว [Toby] จะสอนการหมักเหล้าแก่ท่าน!
818	3	0	ปัจจุบันยังไม่ใช่ตำแหน่งพิเศษไม่สามารถใช้ไอเทมนี้ได้!
819	2	0	ตอนนี้ท่านไม่สามารถเหาะเหินได้
820	34	0	กรุณาใส่นามแฝง!
821	35	0	นามแฝงไม่สามารถมีอักษรพิเศษ หรือเครื่องหมายได้: [ $V1 ] !
822	2	0	จะต้องเป็นเพื่อนกันก่อนจึงจะสามารถตรวจสอบข้อมูลได้!
823	2	0	ค่าขวัญของท่านไม่เพียงพอ
824	2	0	ความทนทานของเรือถึงจำนวนสูงสุด!
825	2	0	 [ $V1 ] ซื้อสินค้า [$V2] ของท่าน $V3 อัน ได้รับเงิน $V4 เหรียญ!
826	2	0	ยังไม่ได้ใส่ชื่อแผงลอย!
827	2	0	ปัจจุบันยังไม่มีสินค้าที่ขายได้!
828	2	0	มีไอที่ตั้งราคาเป็น 0 กรุณาเช็คราคาไอเทมอีกครั้ง
829	2	0	พื้นที่นี้ไม่สามารถวางแผงลอยได้
830	2	0	วางแผงลอนใกล้ผู้เล่นเกินไป ไม่สามารถวางแผงลอยได้
831	2	0	สินค้าถูกขายไปแล้ว หรือจำนวนในปัจจุบันไม่เพียงพอ
832	2	0	ปัจจุบันจำนวนสินค้าในแผงลอยถึงจำนวนจำกัดแล้ว ไม่สามารถใส่สินค้าลงไปได้อีก
833	2	0	ช่องแผงลอยของท่านขยายถึงจำนวนสูงสุดแล้ว ไม่สามารถขยายได้อีก
834	3	0	ช่องแผงลอยของท่านถึงจำนวนสูงสุดแล้ว!
835	2	0	การเช่ารูปแบบป้ายแผงลอยหมดอายุแล้ว กรุณาเลือกรูปแบบใหม่
836	2	0	เจ้าของแผงลอยปิดแผงลอยแล้ว
837	2	0	เข้าสู่การต่อสู้ ปิดแผงลอย/หน้าต่างซื้อขาย
838	2	0	เริ่มวางขาย เมื่อวางขายจะไม่ถูกโจมตี!
839	2	0	สิ้นสุดแผงลอย!
840	2	0	ไม่สามารถทำแผงลอยได้ในสถานะพิเศษ!
841	2	0	ท่านกำลังทำแผงลอยอยู่!
842	2	0	ยังไม่ได้เลือกรูปแบบแผงลอย!
843	2	0	เมื่อเลเวลถึง 30 จึงจะสามารถเปิดแผงลอยได้~
844	2	1	จำนวนเงินถึงจำนวนจำกัดแล้ว ไม่สามารถรับเงินได้อีก！
845	2	0	จำนวนเงินมีจำนวนจำกัด กรุณากำหนดราคาให้แน่ชัด！
846	1	0	ท่านดูดซับเลือด ได้พลังชีวิต $V1 แต้ม
847	3	0	ลบอาชีพแล้ว ท่านได้แต้มสกิลคืน!
848	3	0	ลบอาชีพแล้ว!
849	2	0	เลเวลของท่านยังไม่ถึง $V1 ไม่สามารถเข้าได้
850	2	0	ปัจจุบันยังไม่มีเรือ ไม่สามารถตรวจดูข่าวกรองเรือได้
851	2	0	เลเวลไม่ถึงไม่สามารถเข้าได้!
852	2	0	รหัสผิด ไม่สามารถเข้าได้!
853	2	0	ในการต่อสู้ไม่สามารถขุดหาสมบัติได้！
854	3	0	มอนสเตอร์กระโดดลงมา！
855	3	0	จำนวนไอเทมถึงจำนวนที่จำกัดไว้แล้ว
856	3	0	ยังไม่ได้รับภารกิจ หรือสถานะของภารกิจไม่สอดคล้อง！
857	3	0	เจ้าลิงตัวนี้ ดูท่าทางแล้วมันน่าจะหิวมาก
858	3	0	เจ้าลิงเอากล้วยจากท่านไป！
859	3	0	จำนวนไอเทมที่เกี่ยวข้องไม่เพียงพอ！
860	3	0	ยังไม่ได้เปิด Field Guide ที่เกี่ยวข้อง หรือดันเจี้ยนที่อยู่ไม่ถูกต้อง!
861	3	0	ผู้เปิดดันเจี้ยนเท่านั้นที่สามารถรับได้
862	3	0	มีเสียงดังเกิดขึ้นที่ดาดฟ้าเรือ แล้วอยู่ๆเรือก็หยุด...
863	3	0	อักษรที่ใช้ในด่าน 10
864	3	0	อักษรที่ใช้ในด่าน 11
865	3	0	อักษรที่ใช้ในด่าน 12
866	2	0	เงื่อนไขในการเรียนสกิลยังไม่สำเร็จ！
867	2	0	ค่า CP ไม่พียงพอ！
868	1	0	ชื่อการต่อสู้：$V1
869	2	0	เพิ่มช่องฝังประดับสำเร็จ！
870	2	0	ช่องการฝังประดับเต็มแล้ว ไม่สามารถเพิ่มได้อีก！
871	1	0	$V1 เสียหายทั้งหมด：$V2 จาก $V3％ 1 วินาทีเกิดความเสียหาย：$V4
872	3	0	เชื่อมต่อฐานข้อมูลเซิร์เวอร์ล้มเหลว ปิดเกมทันที
873	3	0	เชื่อมต่อคอมมูนิตี้เซิร์ฟเวอร์ล้มเหลว ปิดเกมทันที
874	3	0	รวมสำเร็จ ได้รับไอเทมพิเศษ！
875	1	0	ลูกเรือคนนี้อัพเกรดถึงขั้นสูงสุดแล้ว ไม่สามารถอัพเกรดได้อีก
876	1	0	สิ้นสุดการต่อสู้！ อัพเดทความเสียหายสูงสุดทุกๆวินาที ปัจจุบันคือ $V1！
877	2	0	ไม่สามารถใช้สถานะต่อสู้ได้
878	2	0	แต้มชั้นวางของถูกรีเซ็ทแล้ว
879	35	0	กิจกรรมแชทฟรีเริ่มแล้ว
880	35	0	กิจกรรมแชทฟรีสิ้นสุดแล้ว
881	2	0	สะสม Field Guide ครบแล้วไม่สามารถใช้ได้อีก
882	2	0	เจ้าของเกราะเท่านั้นที่สามารถกินเหรียญทองได้！
883	2	0	ท่านยังมีเรื่องที่ต้องทำบนเกาะนี้อยู่
884	2	0	กรุณารอสักครู่ กำลังย้ายไปยังแผนที่!
885	2	0	เลเวลของท่านยังไม่เพียงพอ
886	5	0	รหัสหมดอายุแล้ว
887	3	0	ระบบไอเทมมอลล์ผิดพลาด กรุณาล็อกอินเข้าเกมใหม่อีกครั้ง
888	2	0	ตอนนี้ไม่จำเป็นต้องรีเซ็ทแต้มชั้นวางของนะ~!
889	2	0	Sword Soul กำลังถดถอย กรุณาฟื้นฟูพลังงานแล้วค่อยทำการตีบวก
890	3	0	ลงทะเบียนสงครามทะเลเกิดข้อผิดพลาด: เลยเวลาลงทะเบียน
891	3	0	ลงทะเบียนสงครามทะเลสำเร็จ
892	3	0	ท่านได้รับคะแนนสงครามทะเล $V1 แต้ม
893	3	0	เปลี่ยนค่ายกิลด์เป็นโจรสลัด
894	3	0	เปลี่ยนค่ายกิลด์เป็นทหารเรือ
895	3	0	ไม่สามารถเปลี่ยนค่ายกิลด์ได้: จะต้องรอให้ผ่าน $V1 ชั่วโมงก่อนจึงจะเปลี่ยนได้
896	2	0	ไอเทมล้างไม่เพียงพอ สเตตัสของเครื่องสวมใส่ไม่มีการเปลี่ยนแปลง
897	3	0	อยู่ในสถานะเหนื่อยล้า ไม่สามารถลงทะเบียนสงครามทะเลได้
898	3	0	ผิดพลาด: ในสนามรบไม่สามารถร่วมทีมกับผู้เล่นที่อยู่คนละค่ายได้
899	3	0	ผิดพลาด: เป้าหมายไม่สามารถเข้ากิลด์ได้เมื่ออยู่ในสนามรบ
900	3	0	ท่านได้รับคะแนน $V1 แต้ม
901	3	0	จะต้องเข้ากิลด์ก่อนจึงจะเข้าร่วมสงครามได้
902	3	0	ผิดพลาด: จะต้องทำการ IVR (ยืนยันทางโทรศัพท์) ก่อน และล็อกอินใหม่อีกครั้ง จึงจะทำการซื้อได้
903	66	0	เปลี่ยนโอนสำเร็จ!
904	34	0	พื้นที่เปลี่ยนโอนไม่มีอุปกรณืที่ทำการเปลี่ยนได้!
905	34	0	ช่องว่างในพื้นที่เปลี่ยนโอนเต็มแล้ว!
906	34	0	กระเป๋าของท่านไม่มีอุปกรณ์ที่สามารถใส่ลงไปได้!
907	66	0	รวมอุปกรณ์สำเร็จ!
908	34	0	วัสดุในการรวมไม่พอ!
909	3	0	สงครามทะเลสิ้นสุดลงแล้ว ยกเลิกการต่อคิว
910	34	0	รูปลักษณ์นี้ไม่สามารถเปลี่ยนโอนไอเทมได้
911	34	0	วัสดุแบบที่ 2 และแบบที่ 1 ไม่ใช่ประเภทเดียวกัน!
912	3	0	ผู้เล่นทุกท่าน ยินดีต้อนรับสู่สนามแข่งขัน!
913	3	0	อย่าให้ข้าต้องพูดมาก ผู้ท้าชิงจะต้องกำจัดนักรบที่พ่ายแพ้มาก่อนหน้านี้ก่อน ผ่านด่านพวกเขามาได้ถึงจะสามารถเข้าสนามแข่งได้นะ!
914	3	0	ผู้ท้าชิงทำได้ไม่เลวเลย แต่หากไปเผชิญหน้ากับมนุษย์มังกรและสัตว์ร้ายเหล่านั้นจะเป็นยังไงนะ? ผู้ลงสนามคือเอิร์ทททท~ริปเปอร์!
915	3	0	เฮ้อออ...ข้าจะบอกให้ฟัง ผู้ให้การสนับสนุนมักคิดว่านักรบต่อสู้ดูเรียบง่ายเกินไป... มันไม่ถูก! การต่อสู้แบบนี้ก็เพื่อการมองเห็นได้ทุกท่วงท่า เอ้า~ต่อไป จอมเวทย์ ลงสนาม!
916	3	0	เฮ้...เมื่อกี้ข้าได้รับข่าว Earth Ripper ฟื้นฟูร่างกายเรียบร้อยแล้ว กำลังจะลงสนาม... มีแบบนี้ด้วยเหรอ?
917	3	0	ผู้ท้าชิงกำลังจะเอาชนะนักรบในสนามได้หมดแล้ว! แต่นักรบที่เหลืออยู่มีแต่เหล้าฝีมือฉกาจทั้งนั้น สุดท้ายผลจะเป็นยังไงกัน!?
918	3	0	ในที่สุด! ในที่สุด! แชมป์หลายสมัยของเราก็ออกมาแล้ว! ขอต้อนรับท่าน~เบ~รูทททท~!
919	3	0	ผู้ท้าชิงเอาชนะ Beirut ได้! แชมป์คนใหม่บังเกิดแล้ว!!!!
920	3	0	นกเพลิง ตัวแทนจากต่างแดนลงสนามแล้วววว!! ผู้ท้าชิงจะรับมือยังไงกันดีล่ะทีนี้?
921	3	0	ต่อไปเป็นทีมผู้ท้าชิงที่ลงสมัครมาอย่างกระทันหัน ชัยชนะจะตกไปอยู่ในมือของผู้ใดกัน?
922	34	0	外觀目前正在穿戴，無法被替換喔！
923	66	0	收納櫃的無能力付費外觀獲得隨機能力！
924	34	0	目前收納櫃沒有無能力的付費外觀！
925	3	0	จำนวนการซื้อในแต่ละครั้งห้ามเกิน 10 ชิ้น
926	1	0	$V1 轉移 $V3 點傷害至 $V2。
927	34	0	請放入裝備！！
928	34	0	請放入對應的洗煉道具在進行洗煉
929	66	0	保存成功！裝備已替換新能力
930	34	0	裝備尚未洗煉，不需要保存喔！
931	34	0	裝備能力尚未保存，無法取下！
932	2	0	可惜，裝備能力沒有升階，目前沒有能力
933	66	0	恭喜！裝備能力成功升階，獲得了更強大的能力
934	35	0	ค่ายที่อยู่ไม่ถูกต้องในการลงทะเบียนสนามแข่ง ระบบจะยกเลิกการลงทะเบียนครั้งนี้
935	2	0	目標無法再被詛咒。
936	2	0	你已經對其他目標施放了詛咒。
937	2	0	你必須先詛咒目標才能使用此技能。
938	2	0	你無法在詛咒目標的情況下使用此技能。
939	1	0	重置時間：$V1秒
940	3	0	裝備鍛造完成！
941	3	0	鍛造材料不足！
942	3	0	自動戰鬥啟動
943	3	0	自動戰鬥關閉
944	3	0	自動戰鬥啟動條件不符
945	3	0	舉報對象為內建『自動戰鬥』玩家
946	3	0	你沒有鑰匙
947	3	0	門緩緩開啟了…
948	3	0	傑森：親愛的…我最近又失蹤了不少女奴隸…是不是又被妳拿去玩了？
949	3	0	美狄亞：廢話！誰不知道你這色鬼要奴隸幹嘛？不是被我拿去餵洛可…就是測試走廊上的砍刀了，反正結果都差不多
950	3	0	傑森：這…我好歹也是堂堂海皇啊，至少留點給我…
951	3	0	洛可：呱呱~
952	3	0	傑森：說到海皇…我們在這講話不會有人聽到吧？
953	3	0	美狄亞：你還想留面子是吧？哼！房間鑰匙有烏魯吉守著哪，你放心吧
954	3	0	烏魯吉：女主人…有…入侵者…
955	3	0	美狄亞：居然膽敢入侵海皇殿？老色鬼你給我滾遠點，讓他們嘗嘗我的怒火！
956	3	0	傑森：好吧，等妳發洩完我再來找妳談談女奴隸的事…
957	3	0	已領取$V1分鐘在線獎勵。
958	3	0	成功扣點開始倒數。
959	3	0	恭喜您領取今日的貴賓獎勵！
960	3	0	洛可：呱呱！！！
961	3	0	恭喜您領取當日的目標獎勵！
