n_ID	s_UI_WORDS
1421	ใช้จ่าย $V1 แต้ม เพื่อรีเฟรชรางวัล! 
1422	ปรับค่าความอิ่มตัว
1423	ใช้จ่าย $V1 แต้ม สามารถเพิ่มลูกเรือได้ลูกเรือ! 
1424	คลิกซ้ายช่องที่ยังไม่เปิดใช้ สามารถใช้จ่าย $V1 แต้ม หรือใช้ไอเทมเพื่อขยายช่องได้
1425	ใช้จ่าย $V1 แต้ม เพื่อเพิ่มส่วนบำรุ่งให้ช่องหลอมผลึกได้สูงสุด 100 แต้ม (จำนวน Max คือ 5000)
1426	ใช้จ่าย $V1 แต้ม เพิ่มอัตราสำเร็จในการหลอม 30% (เป็นเวลา 5 นาที หากซื้อซ้อนสามารถเพิ่มเวลาได้)
1427	ใช้จ่าย $V1 แต้ม เพื่อซื้อประกัน 5 ครั้ง (หากล้มเหลวจะหักจำนวน)
1428	ใช้จ่าย $V1 แต้ม อัพเกรดผลึกที่อยู่ในการบำรุง 1 เลเวล (ไม่สามารถบำรุงเกินจำนวนสูงสุดของการบำรุงได้)
1429	ใช้จ่าย $V1 แต้ม สามารถรีเซ็ทจำนวนการส่งด่วน! 
1430	ใช้จ่าย $V1 แต้ม สามารถรีเซ็ทเวลาของดันเจี้ยนให้เป็น 0! 
1431	ปกป้องเครื่องสวมใส่\nใช้จ่าย $V1 แต้ม สามารถล็อกเครื่องสวมใส่ได้ ทำให้เครื่องสวมใส่ที่ถูกล็อกไม่สามารถทำการแลกเปลี่ยน หรือไม่ทำให้เกิดการเสียจำนวนไปโดยไม่ตั้งใจ
1432	ใช้จ่าย $V1 แต้ม เพื่อเริ่มนับถอยหลัง! 
1433	ใช้ร่วมกัน
1434	เรียนสกิล
1435	ใช้จ่าย $V1 แต้ม เพื่อรีเซ็ทค่าสเตตัส ตัวละครที่เลเวลน้อยกว่า 41 การรีเซ็ทสเตตัสไม่จำเป็นต้องเสียค่าใช้จ่าย
1436	อยู่ระหว่างการกลับไปหน้าเลือกตัวละคร! 
1437	อยู่ระหว่างการย้ายไปยัง 【 $V1 】 
1438	พบเจอการล็อกอินซ้ำ รอ $V1 วินาทีออกจากระบบบ
1439	ฟังก์ชั่นพื้นฐาน
1440	ฟังก์ชั่นเพิ่มระดับ
1441	พบเจอการล็อกอินซ้ำ รอออกจากระบบ
1442	ความละเอียด
1443	แนะนำการเคลื่อนไหว
1444	แนะนำสเตตัสตัวละคร
1445	แนะนำการหลบ
1446	แนะนำการเหาะ
1447	แนะนำการนำทางอัตโนมัติ
1448	แนะนำการเลือกมอนสเตอร์
1449	แนะนำการเก็บ
1450	แนะนำการโชว์รูปลักษณ์
1451	แนะนำการประเมิน
1452	แนะนำการเรียนสกิล
1453	แนะนำการใช้ยาฟื้นฟูอัตโนมัติ
1454	แนะนำหน้ากิจกรรม
1455	แนะนำการเดินเรือ
1456	เครื่องสวมใส่ลูกเรือ
1457	อุปกรณ์เรือ
1458	กรุณาใช่ชื่อแชแนลที่ต้องการเข้าร่วม หากไม่ใส่จะถูกเตะออกจากห้องที่เข้าร่วมอยู่
1459	เซิร์ฟเวอร์ที่เลือกคนเต็มแล้ว
1460	เครื่องค้นหา
1461	ระยะทางที่เหลือ $V1 M
1462	ขุด
1463	ผู้เล่นสามารถดูจุดเด่นของเกม และฟังก์ชั่นต่างๆผ่านหน้าอธิบายเกม และจะอธิบายตามรายการที่ผู้เล่นเลือก
1464	คลิก"+"ทางด้านบนซ้ายของจอที่อยู่ด้านหน้าของเมนูตรวจดู เพื่อเปิดสารบัญและคลิกตัวหนังสือเพื่ออ่านคำอธิบาย
1465	สีผิว
1466	กรุณาใส่ข้อความที่ต้องการฝากไว้
1467	ใส่รหัสล็อกอินผิด
1468	รหัสล็อกอินผิด 3 ครั้ง จะถูกตัดออกจากระบบ
1469	การดำเนินการผิดพลาด กรุณาเข้าเกมใหม่อีกครั้ง
1470	ถูกตัด
1471	ใส่คีย์ลัดในตารางฟังก์ชั่น
1472	ข้อมูลตัวละคร
1473	รีเซ็ทความคืบหน้าดันเจี้ยน
1474	ออกจากปาร์ตี้
1475	เมื่อเลือกแล้ว กรุณาคลิกตกลงเพื่อเปิดเกม
1476	Bejeweled (เปิดใช้ LV.56)
1477	Same (เปิดใช้ LV.36)
1478	Jigsaw (เปิดใช้ LV.46)
1479	Bejeweled
1480	Same
1481	Jigsaw
1482	หน้าเกม
1483	เมนูระบบ
1484	ความคืบหน้าดันเจี้ยน
1485	ดันเจี้ยน
1486	เหลือ
1487	รีเซ็ท
1488	ขอพร
1489	รางวัลขอพร
1490	เราต้องการเติบโต
1491	เราต้องการร่ำรวย
1492	เราต้องการสมบัติ
1493	กรุณาเลือกสัตว์เลี้ยง 1 ตัว เมื่อเลือกแล้วสัตว์เลี้ยงจะปรากฎจนสมความปรารถนา
1494	สำเร็จ
1495	เลือกสัตว์เลี้ยงติดตาม
1496	เลือกลูกเรือ
1497	 $V1 <br/><br/>ใช้รางวัลสะสม: <text style="9">$V2</text><br/>จำนวนการใช้สะสม: <text style="9">$V3</text> /<text style="9">$V4</text>
1498	 $V1 \n\nใช้รางวัลสะสม: $V2\nจำนวนการใช้สะสม: $V3/$V4
1499	ต้องการปิดเกมหรือไม่? (หากเลือกยืนยัน เกมจะปิดทันที แต่ตัวละครจะยังอยู่ที่เดิมรอการออกจากระบบ)
1500	รอบนี้ชนะจะได้รับ
1501	ต้องการรับรางวัลหรือท้าดวลต่อ?
1502	พื้นที่วางคูปองปล่อยน้ำ
1503	รอบที่ $V1 
1504	ท้าดวล
1505	กรุณาเลือกหมัดที่จะออก
1506	ออกหมัด
1507	ชิ้นส่วนยังไม่ได้นับ ไม่สามารถดูรายละเอียดได้
1508	เมื่อลูกเรือล็อกอินเข้าตู้เก็บของแล้วไม่สามารถเอาออกได้ ต้องการล็อกอินหรือไม่?
1509	 [พหูสูต] กำลังจะเริ่มขึ้น ต้องการลงทะเบียนเข้าร่วมเหรือไม่?
1510	กรุณาเลือกเพื่อน
1511	ไอดี: 
1512	รหัส: 
1513	Ver.
1514	จดจำไอดี
1515	ยินดีด้วย $V1 ได้รับ $V2! 
1516	ผสมผสานรูปลักษณ์
1517	รูปลักษณ์พื้นฐาน
1518	ผสมผสาน 1
1519	ผสมผสาน 2
1520	ผสมผสาน 3
1521	ผสมผสาน 1
1522	ผสมผสาน 2
1523	ผสมผสาน 3
1524	กลับจุดทางเข้า
1525	กรุณากดปุ่มคีบอร์ดตามลำดับดังตัวอย่าง
1526	สินค้านำเสนอ
1527	ไอเทมที่ต้องการ
1528	คิดบัญชี
1529	คลิกขวาที่ไอเทม สามารถส่งไอเทมไปยังกระเป๋าตัวละครได้
1530	แนะนำคีย์ลัดในการเลือกเพื่อน
1531	แนะนำการแยก
1532	แนะนำการใช้ตู้เก็บของ
1533	จำนวนช่องในกระเป๋าเหลือ $V1 ช่อง (ไอเทมนี้สามารถขยายได้ $V2 ช่อง) ต้องการขยายหรือไม่?
1534	เลือกตู้ด้วยคำพ้องเสียง
1535	หากต้องการ 【มอบของขวัญ】 กรุณาเลือกเพื่อนจากตรงนี้! 
1536	ต้องการส่งของขวัญหรือไม่?
1537	ตีบวกสูงสุด: 
1538	ไอเทมนี้สามารถตีบวกได้สูงสุด: $V1 
1539	แลกเปลี่ยน
1540	สามารถใส่ชื่อได้ 25 ตัวอักษร และคลิกเลือกปุ่มทางขวาเพื่อส่ง
1541	จำนวนสูงสุดของการตีบวกจะเพิ่มจาก $V1 เป็น $V2 ต้องการใช้หรือไม่?
1542	จำนวนสูงสุดของสมาชิกกิลด์ปัจจุบัน: $V1 
1543	คลังติดตัว
1544	ตู้นิรภัยติดตัว
1545	พื้นที่แลกเปลี่ยนติดตัว
1546	ได้รับการบริการจึงจะใช้ได้! 
1547	เวลาที่เหลือ
1548	GM
1549	GMUI
1550	ชื่อยาวสุด 8 ตัวอักษร
1551	เวลาถอยหลังของการปิดดันเจี้ยน: 
1552	กำลังกอบกู้
1553	1. บนหัว NPC มีเครื่องหมาย ! หมายความว่ามีภารกิจ\n2.เคลื่อนที่: \na. ใช้ปุ่ม (W A S D)\nb. คลิกซ้ายที่พื้น
1554	1. คลิก (C) เปิดหน้าต่างสเตตัสตัวละคร\n2. การแบ่งแต้มสามารถเพิ่มพลังให้ตัวละครได้
1555	1. การหลบสามารถหลบการโจมตีได้: \na. กระโดด (Spacebar)\nb. กดปุ่ม (W A S D) 2 ครั้ง
1556	1. กด (Space bar) 2 ครั้งเพื่อเริ่มบิน\n2. กด (A,D) หรือเลื่อนเมาส์เพื่อบังคับทิศทาง\n3. กด (W) เพื่อเพิ่มความเร็ว กด (S) ลดความเร็ว\n4. กด (Space bar) เพื่อลงสู่พื้น
1557	1. คลิกซ้ายเลือกติดตามภารกิจ สามารถเคลื่อนที่ได้อัตโนมัติ\n2. อาจใช้ไม่ได้ในบางดันเจี้ยน\n3. กด (J) เปิดหน้าต่างภารกิจ\n4. กด (M) เพื่อเปลี่ยนรูปแบบแผนที่
1558	1. กด (Tab) เพื่อเปลี่ยนเป้าหมาย
1559	1. ลากเมาส์ไปที่เป้าหมาย รูปเมาส์จะกลายเป็นรูปเครื่องมือ คลิกซ้ายที่เป้าหมายเพื่อทำการเก็บ
1560	1. กด (I) เพื่อเปิดกระเป๋า\n2. คลิกขวาที่รางวัล\n3. กด (T) เปิดชั้นเก็บของ เปิดตู้เก็บของ คลิกขวาที่เครื่องสวมใส่สามารถเปลี่ยนรูปลักษณ์ได้\n4. ในตู้เก็บของสามารถเปลี่ยนสัตว์เลี้ยงได้
1561	1.ไอเทมในตัวที่ยังไม่ทำการตีราคา สามารถไปหา NPC เพื่อทำการตีราคาได้ เมื่อทำการประเมินแล้วจึงจะสามารถสวมใส่ได้
1562	1. กด (K) เพื่อเปิด「รายชื่อสกิล」\n2. ลากสกิลไปใส่ใน「ช่องคีห์ลักสกิล」เพื่อเปลี่ยนสกิลได้\n3. การใช้สกิล 2 สกิลต่อกันจะมีอานุภาพที่ต่างออกไป
1563	1. เลือกตั้งค่าเลือดให้เหลือน้อยกว่ากี่ % จึงจะเพิ่มเลือด\n2. เมื่อค่าเลือดตรงตามเงื่อนไขระบบจะทำการใช้「ยาฟื้นฟู」อัตโนมัติ
1564	1. การสอดส่อง สามารถลงเกาะและได้รับหินตีบวกหรือเหรียญในเกมได้\n2. เรือ บนบกลูกเรือจะเป็นสัตว์ต่อสู้ ในทะเลลูกเรือจะขับเรือ\n3. Guild Island สามารถวาร์ไป Guild Island ได้ (เมื่อเลเวลกิลด์ถึง 3)
1565	ตู้เก็บของ
1566	แยกเครื่องสวมใส่
1567	ใช้ 「เก็บไอเทม」 แล้ว สามารถตรวจดูไอเทมใน 「ตู้เก็บของ」 ได้ และยังสามารถย้ายรูปจาก 「ตู้เก็บของ」 มาไว้ที่เพื่อใช้ได้อีกด้วย 「ช่องคีย์ลัด」 
1568	1. ธาตุที่แยกได้สามารถนำไปแลกของกับพ่อค้าได้\n2. คุณภาพของอาวุธที่นำมาแลกยิ่งดีเท่าไหร่ ธาตุที่ได้มายิ่งดีเท่านั้น
1569	นำออกไป
1570	บันทึก
1571	ลบเพื่อนที่มีในปัจจุบัน
1572	ขยายจำนวนสูงสุดของรายชื่อบัญชีดำ
1573	มองข้าม
1574	รายชื่อเพื่อนกำลังจะเต็ม อาจทำให้ไม่สามารถสร้างความสัมพันธ์กับเพื่อนทางจดหมายได้
1575	รายชื่อบัญชีดำถึงจำนวนสูงสุดแล้ว ไม่สามารถสร้างความสัมพันธ์กับเพื่อนทางจดหมายได้
1576	ภารกิจประวัติศาสตร์
1577	ช่องใส่อักษร
1578	หาผู้เป็นเจ้าของจดหมายขวดแก้ว
1579	กรุณาใส่เนื้อหา (ความยาวไม่เกิน 140 ตัวอักษร)
1580	จดหมายขวดแก้วของ $V1 
1581	ระวัง! การตีบวกครั้งนี้อาจทำให้เครื่องสวมใส่ศูนย์หายได้ ต้องการตีบวกหรือไม่?
1582	จำนวนการเปลี่ยนเจ้าของ: 
1583	ให้กับบุคคลลึกลับที่มีบุพเพ: 
1584	เครื่องสวมใส่ที่นำเข้าคลังกิลด์ หากมีผู้อื่นนำออกจะเสียค่าเปลี่ยนเจ้าของ 1 ครั้ง ต้องการใส่หรือไม่?
1585	เปลี่ยนรูปลักษณ์
1586	ปรับเปลี่ยน
1587	เปลี่ยนนามแฝง
1588	ตั้งนามแฝง
1589	กรุณาใส่นามปากกา (ห้ามเกิน 10 ตัวอักษร)
1590	นามแฝงสามารถทำให้ท่านทำความรู้จักกับเพื่อนต่างเพศได้มากขึ้น เมื่อได้รับจดหมายตอบกลับแล้วสามารถนำมาซึ่งพลังที่หายาก
1591	การเปลี่ยนนามแฝงจะต้องใช้จ่ายคุกกี้หรือ Token  $V1 แต้ม
1592	สร้างนามแฝง
1593	เนื้อหารางวัลภารกิจ
1594	เมื่อถึงเลเวล 35 และได้ดำรงตำแหน่งพิเศษ จะมีการเปิดช่องสกิลใหม่
1595	การหลอม
1596	เวลาถอยหลังการดูดซับ: 
1597	เครื่องค้นหาเรืออับปาง
1598	รบกวน
1599	เมื่อยืนยันแล้วไม่ว่าจำนวนแต้มจะเหลือเท่าไหร่ ก็ไม่สามารถรีเซ็ทใหม่ได้! 
1600	จบการสนทนาแล้ว
1601	รับภารกิจ
1602	ส่งภารกิจ
1603	รางวัลสนทนา
1604	เลือกรางวัล
1605	ท่านตั้งนามแฝงเป็น: 
1606	ท่านยังไม่ตั้งนามแฝง
1607	เมื่อเลเวลตัวละครถึง 30 สามารถเดินเรือได้อิสระ
1608	เคลื่อนย้ายทั้งหมด
1609	ตั้งค่าสเตตัส
1610	กลับไปยังการสรุป
1611	ปัจจุบันเป็นความสัมพันธ์แบบเพื่อนทางจดหมาย ไม่สามารถดูข้อมูลได้ สามารถรับ BUFF อื่นๆได้ทางจดหมายของกันและกัน~
1612	ความเร็วเรือ: 
1613	เกมเป้าหมาย
1614	ตัวละคร
1615	ต่อสู้
1616	ภารกิจ
1617	เก็บสะสม
1618	สังคม
1619	กิจกรรมเทศกาล
1620	ทดลองใช้
1621	ทดลองใช้
1622	ทดลองใช้
1623	ต้องการเพิ่มจำนวนครั้ง 【 $V1 】 ในการเปลี่ยนเจ้าของหรือไม่?
1624	ต้องการใช้ 【 $V1 】 หรือไม่?
1625	ซื้อ $V1 อันขึ้นไป จะได้รับส่วนลด $V2%
1626	เมื่อใช้แล้วจะเพิ่มจำนวนสูงสุดของรายชื่อเพื่อน ต้องการใช้หรือไม่?
1627	กิลด์\n การลงทุนสะสม
1628	แนะนำปุ่มออกจากดันเจี้ยน
1629	1. คลิกซ้ายที่รูปออกจากดันเจี้ยน\n2. แนะนำ หากกดปุ่มนี้เมื่อเข้าดันเจี้ยน 6 คน จะไม่ได้รับรางวัล
1630	ท่านต้องการลบเพื่อนนามแฝง 「$V1」 ออกหรือไม่? ถ้าลบออกแล้วอาจจะไม่สามารถกลับมาเป็นเพื่อนกันได้อีกนะ! 
1631	นามแฝงปัจจุบัน: $V1 
1632	คลิกซ้ายเพื่อเก็บเหล้านี้
1633	มือซ้ายจะต้องสวมใส่: 
1634	เรกิกิลด์จะรีเซ็ททุกวันศุกร์เวลา 23.00 น. เมื่อรีเซ็ทแล้ว สามารถแบ่งเป็นแต้มเรกิของตัวเองใหม่อีกครั้ง～
1635	คลิกเพื่อนแล้ว สามารถคลิกขวาเพื่อเปิดเมนู
1636	รายชื่อเซิร์ฟเวอร์
1637	พื้นที่ประกาศของกิลด์
1638	ค่าประสบการณ์การเติบโต: $V1 /$V2 \nระดับแสง: $V3\nอัตราสำเร็จการหลอม: LV.0 ไม่สามารถการกลั่นได้\nเลเวลที่สามารถฝังประดับ: LV.0 ไม่สามารถฝังประดับได้
1639	พื้นที่ต่อสู้\nท่านอยู่ในพื้นที่ต่อสู้ นอกจากเพื่อนและผู้เล่นในค่ายเดียวกันแล้ว จะถือเป็นศัตรูของท่านหมด มอนสเตอร์ในสนามต่อสู้มีค่า EXP และแต้มสกิลค่อนข้างสูง เมื่อตายจะไม่เสียค่าประสบการณ์
1640	พื้นที่สงบสุข\nท่านอยู่ในพื้นที่สงบสุข ไม่สามารถโจมตีผู้เล่นอื่นได้ ในพื้นที่สงบสุขสามารถเปลี่ยนค่ายได้เมื่อไหร่ก็ได้ หรือเชิญเพื่อนจากค่ายอื่นมาเข้าทีมด้วยก็ได้
1641	ไม่มีผล
1642	ไม่มีผล
1643	นี่คือแชแนล PVP ที่มี EXP ค่อนข้างสูง ผู้เล่นจะถูกสุ่มแบ่งเป็นทหารเรือและโจรสลัด ในพื้นที่สงบสุขใน Port Royal คลิกขวาที่รูปค่ายด้านบนซ้ายสามารถเปลี่ยนค่ายได้
1644	พื้นที่ภาพยนต์
1645	พื้นที่แนะนำ
1646	เมื่อส่งจดหมายหรือเปิดอ่านจดหมายของเพื่อนทางจดหมาย จะได้รับ EXP และแต้มสกิลเพิ่ม! 
1647	ท่านเข้าสู่สถานะเจ็บหนัก ท่านสามารถเลือกรอการช่วยเหลือ หรือยกเลิกการล้มเลิกการช่วยเหลือได้
1648	ล้มเลิกการช่วยเหลือ
1649	รอการช่วยเหลือ
1650	ซ่อนรูปลักษณ์
1651	ช่องคีย์ลัดสกิล\nด้านบนเป็นจำนวนพลังสะสมในปัจจุบัน ด้านล่างเป็นสกิลที่ใช้ในปัจจุบัน
1652	เมื่อนำสกิลที่อยู่ในช่องคีย์ลัดสกิล ย้ายไปยังกลุ่มเพื่อตั้งค่าแล้ว สามารถกดเลือกจากช่องคีย์ลัดสกิลเพื่อทำการปรับเปลี่ยนได้
1653	1
1654	2
1655	3
1656	ข้อมูลส่วนตัว
1657	เปลี่ยนข้อความ
1658	ข้อมูลกล่อง
1659	การตั้งค่าด้านล่าง คือเมื่อส่งจดหมายออกไปแล้ว ผู้รับจะมองเห็นข้อมูลส่วนตัว
1660	ที่อยู่
1661	ราศี
1662	อายุ
1663	ประเทศ
1664	หญิงสาวสวยน่ารักราศีกันย์
1665	18 ตลอดกาล
1666	อยู่ที่ $V1, $V2, อายุ $V3 ปี $V4 พูดกับท่านว่า: 
1667	ไอดีถูกแบน กรุณาติดต่อเจ้าหน้าที่! 
1668	จำนวนการส่งด่วนเหลือ $V1 ครั้ง ต้องการรีเซ็ทหรือไม่?
1669	ท่านคือโจรสลัด\nปัจจุบันท่านอยู่ค่ายโจรสลัด ในพื้นที่สงบสุขสามารถคลิกขวาที่รูปค่าย เพื่อเปิดหน้าต่างคำสั่ง เลือกเปลี่ยนค่ายสามารถใส่ทหารเรือได้
1670	ท่านคือทหารเรือ\n ปัจจุบันท่านอยู่ค่ายทหารเรือ ในพื้นที่สงบสุขสามารถคลิกขวาที่รูปค่าย เพื่อเปิดหน้าต่างคำสั่ง เลือกเปลี่ยนค่ายสามารถใส่โจรสลัดได้
1671	เปลี่ยนค่าย
1672	ประเภทสินค้า
1673	ชายเลือดร้อน
1674	ชายเย็นชา
1675	ชายเต็มตัว
1676	หญิงเย่อหยิ่ง
1677	หญิงอ่อนโยน
1678	หญิงสูงส่ง
1679	ทดสอบ 1
1680	ทดสอบ 2
1681	ทดสอบ 3
1682	ทดสอบ 4
1683	ทดสอบ 5
1684	ทดสอบ 6
1685	ต้องการเลเวลกิลด์ 2 และระดับกิลด์ถึง 2 ขึ้นไปจึงจะมีแต้มเรกิกิลด์
1686	เวลาการสร้างกิลด์: $V1 /$V2/$V3
1687	ค่าเรกิกิลด์ในสัปดาห์นี้
1688	ค่าคุณูปการส่วนตัว: 
1689	รายชื่อตำแหน่งในกิลด์
1690	ห้องลองเสื้อ
1691	ต้องการรับรางวัลอันดับหรือไม่? \n(เมื่อรับแล้วไม่สามารถใช้ตัวละครตัวอื่นรับอีกได้)\n(เมื่อกดรับแล้วสามารถรับไอเทมได้จากกล่องนิรภัย)
1692	อัพเกรดลูกเรือ
1693	Soul Jade ลูกเรือ
1694	ไอเทมเพิ่มอัตรา
1695	จำนวนเพื่อนต่างเพศที่ติดต่อกันในปัจจุบัน: $V1 
1696	จดหมายขอความช่วยเหลือจากเกาะร้าง
1697	ช่วยเราด้วย! ท่านผู้ประเสริฐที่เก็บจดหมายนี้ได้ ขอร้องล่ะ เราติดอยู่เกาะร้างนี้มานานมาก ที่นี่สัตว์ร้ายเต็มไปหมด! ช่วยตามหาเราให้เจอที! 
1698	Lu Binni
1699	อัตราสำเร็จ: $V1%
1700	ในกระเป๋าไม่มีจิตวิญญาณแห่งลูกเรือที่มีคุณภาพตรงกับลูกเรือเลย! 
1701	การอัพเกรดไม่ว่าจะล้มเหลวหรือสำเร็จ ก็จะถูกหักจิตวิญญาณแห่งลูกเรือ และไอเทมอัตราโอกาส ต้องการอัพเกรดหรือไม่?
1702	แสดงรางวัลทั้งหมด
1703	$V1  กำจัด 5 คนสำเร็จ! 
1704	$V1  กำจัด 10 คนสำเร็จ! 
1705	$V1  ฆ่าต่อเนื่อง 20 คนแล้ว! ใครไม่กลัวตายก็มาดวลกับเขาเลย! 
1706	$V1  ฆ่าต่อเนื่อง 30 คนแล้ว! ไม่มีผู้กล้าคนไหนหยุดเขาได้เลยหรือ?
1707	$V1  ฆ่าต่อเนื่อง 50 คนแล้ว! ทุกคนจงชาบู! 
1708	ลมผจญภัย
1709	ลมเดินเรือ
1710	$V2 หยุดการฆ่าต่อเนื่องของ $V1! 
1711	ต้องการเปลี่ยน $V1 เป็น 【วิญญาญลูกเรือ​】 หรือไม่?
1712	เมื่อผู้เล่นเท่ากันแล้ว จะเริ่มในอีก $V1 วินาที!
1713	R: 
1714	G: 
1715	B: 
1716	ผลของการกลั่นซ้ำจะคิดจากข้อดีและข้อเสียของเครื่องสวมใส่! 
1717	ลงสู่พื้นดินอย่างรวดเร็ว (ปุ่ม v)
1718	นำเลเวลการตีบวกในเครื่องสวมใส่ปัจจุบันย้ายไปให้เครื่องสวมใส่เป้าหมาย
1719	คุณภาพของภาพมีการปรับเปลี่ยน จะต้องออกเกมและเข้าใหม่จึงจะแสดงผล ต้องการออกเกมตอนนี้หรือไม่?
1720	ประเภท
1721	ไม่แสดงฉายา
1722	ประสิทธิภาพปานกลาง
1723	จับภาพตาม
1724	เลื่อนและคลิกเมาท์เพื่อเคลื่อนที่
1725	LV.
1726	ประสิทธิผลของเลเวลต่อไป
1727	เลขา
1728	ประกาศสำคัญ
1729	แสดงเนื้อหาก่อนหน้านี้
1730	รูปแบบการดำเนินการ
1731	ไอเทมที่สามารถรับได้
1732	ไอเทมที่มีโอกาศได้รับ
1733	ภารกิจประจำวันที่ยังไม่สำเร็จในวันนี้
1734	ประสิทธิผลของเลเวลนี้
1735	การใช้รอยแยกระหว่างเวลาเพื่อเคลื่อนย้ายจะต้องใช้ 【 $V1 】 x$V2! 
1736	ตามหามอนสเตอร์จะขี่สัตว์ขี่อัตโนมัติ
1737	ต้องการรับไอเทมรางวัลอันดับหรือไม่? \n(เมื่อรับแล้วสามารถเอาไอเทมจากกล่องนิรภัยได้)
1739	หลายคน
1740	ตนเอง
1741	เรียกรอยแยกระหว่างเวลา
1742	เตรียมเข้าสู่สนามสู้เล็ก
1743	ต้องการลงทะเบียนกับทีมปัจจุบันนี้หรือไม่?
1744	จะต้องเป็นทีม 3 คน จึงจะลงทะเบียนได้! 
1745	เลเวลของสมาชิกแต่ละคนในทีมจะต้องมากกว่า $V1 จึงจะเข้าร่วมสนามแข่งขันได้! 
1746	ลงทะเบียนสำเร็จ รอเข้าสู่สนามแข่ง ถ้าสมาชิกในทีมมีการเปลี่ยนแปลงเช่นออกจากระบบ, เปลี่ยนแชแนล จะยกเลิกการลงทะเบียนทันที
1747	[อาชีพ] 
1748	การทดสอบเปลวไฟ\nสายน้ำที่รั่วไหล ดับเปลวไฟที่ระอุ มังกรเฝ้าสมบัติอยู่เบื้องหลังเปลวเพลิงนั้น\n\nการทดสอบแสงเทียน\nบินกลางท้องฟ้ายามค่ำคืน กระโดดขึ้นตึกสูง เบาะแสอยู่ในเปลวเทียนที่บดบัง \n\nการทดสอบของราชา\nกษัตริย์ผู้ดูแลแผนที่สมบัติและประชาชนกำลังหลับไหล อย่าไปรบกวนเขาล่ะ มิเช่นนั้นพวกเขาจะตื่น \n\nการทดสอบกองทัพ\nใบหน้าของทหารที่คล้ายคลึงกันในกองทัพ ทหารท่านหนึ่งกำลังขโมยกุญแจและย่องออกมา
1749	ปัจจุบันมีรางวัลจากระบบ\nต้องการรับตอนนี้หรือไม่?
1750	การสนทนาที่ไม่ใช่ผู้เล่น
1751	คะแนน 3V3
1752	ราชา
1753	คะแนนการต่อสู้
1754	สังหารในการต่อสู้
1755	สามารถคลิกดูข้อมูลของอันดับที่ 1- 10
1756	เมื่อกดยืนยันแล้ว ระบบจะตรวจสอบรอบข้างว่าไม่มีทางขยับได้หรือไม่ กรุณารอสักครู่
1757	สรุปสนามต่อสู้
1758	MVP: $V1 
1759	ชนะ! 
1760	แพ้! 
1761	ต้องการยกเลิกการลงทะเบียนสนามรบหรือไม่?
1762	สนามนี้ไม่มี MVP
1763	ท่านจะคืนชีพภายใน $V1 วินาที
1764	เพิ่มคะแนน: $V1 
1765	คะแนนสะสม: $V1 
1766	อาชีพ
1767	เลเวล
1768	ชื่อ
1769	สังหาร/ตาย
1770	พร้อมแล้ว
1771	เลเวลของวิญญาณดาบในปัจจุบันคือ $V1 ค่าถดถอยเหลือ $V2 เมื่อใช้แล้วเลเวลของวิญญาณดาบจะฟื้นฟูเป็น $V3 และค่าถดถอยจะกลับสู่จำนวน 0 ต้องการใช้หรือไม่?
1772	ยืนยันการสวมใส่
1773	เครื่องร่อน
1774	＋ $V1  EXP 
1775	＋ $V1  SP
1776	รีเซ็ทสกิลนี้ สามารถรับแต้มสกิลคืน $V1 แต้ม ต้องการรีเซ็ทหรือไม่?
1777	กรุณาเลือกสกิลเลเวล $V2 !\n(สัดส่วนแต้มที่ได้คืน：$V1%）
1778	สภาพใกล้
1779	เมื่อใช้จะลบอาชีพรองในปัจจุบัน และคืนแต้มสกิลของอาชีพ $V1 % ต้องการใช้หรือไม่?
1780	เมื่อใช้จะลบอาชีพรองในปัจจุบัน เลเวลสกิลที่มีอยู่แล้วจะยังคงอยู่แต่จะใช้การไม่ได้ ต้องการใช้หรือไม่?
1781	เงื่อนไขการจัดอันดับ: เมื่ออัพเกรดอันดับแล้วเลเวลตัวละครจะต้องถึง 40
1782	ขนาดหน้าจอ
1783	แผงลอย
1784	เลือกพื้นที่การวางขายรูปแบบขึ้นป้าย
1785	กรุณาใส่ชื่อร้าน
1786	เริ่มแผงลอย
1787	จบแผงลอย
1788	ท่านซื้อ 【 $V1 】 $V2 อัน จะต้องจ่าย $V3 เหรียญ! 
1789	บันทึกการซื้อขาย
1790	รายได้ทั้งหมด
1791	โชว์ผู้เล่นที่ขายของ
1792	วิธีการวางขาย: \n1. คลิกขวาที่ไอเทมในกระเป๋า\n2. เมื่อใส่จำนวนเสร็จแล้วจะเปิดช่องแผงลอยขึ้น\n3. คลิกในช่องเพื่อใส่จำนวนเงิน ราคาต่อหน่วย\n4. คลิกขวาที่ช่องแผงลอยสามารถเอาไอเทมออกจากแผงลอยได้ทันที\n5. จำนวนเงินสูงสุดในกระเป๋ามี 4 พันล้าน!\n6. เมื่อเปิดแผงลอยจะไม่สามารถดำเนินการฟังก์ชั่นที่เกี่ยวกับกระเป๋าได้\n7. แนะนำสามารถวางแผงลอยได้ที่ Military Pier
1793	จองแผงลอย
1794	จองแผงลอย
1795	จองแผงลอย
1796	จองแผงลอย
1797	จองแผงลอย
1798	จองแผงลอย
1799	จองแผงลอย
1800	Wanted
1801	Sirens Wanted
1802	Odyssey Wanted
1803	Plato Wanted
1804	Medire Wanted
1805	Rosemary Wanted
