n_ID	n_TYPE	n_SCENE	n_FOLLOW	s_LUASCRIPT	n_LEVEL_QUEST	n_LEVEL_EXP	n_NEXT	n_VARI_1	n_VARI_2	n_VARI_3	n_VARI_4	n_VARI_5	n_VARI_6	n_VARI_7	n_VARI_8	n_VARI_9	n_VARI_10	n_VARI_11	n_VARI_12	n_VARI_13	n_VARI_14	n_VARI_15	n_VARI_16	n_VARI_17	n_VARI_18	n_VARI_19	n_VARI_20	s_VARI_1	s_VARI_2	n_REWARD_ITEM1	n_REWARD_NUM1	n_REWARD_ITEM2	n_REWARD_NUM2	n_REWARD_ITEM3	n_REWARD_NUM3	n_REWARD_ITEM4	n_REWARD_NUM4	n_REWARD_ITEM5	n_REWARD_NUM5	n_REWARD_ITEM6	n_REWARD_NUM6	n_REWARD_CHOOSE1	n_REWARD_CHOOSENUM1	n_REWARD_CHOOSE2	n_REWARD_CHOOSENUM2	n_REWARD_CHOOSE3	n_REWARD_CHOOSENUM3	n_REWARD_CHOOSE4	n_REWARD_CHOOSENUM4	n_REWARD_CHOOSE5	n_REWARD_CHOOSENUM5	n_REWARD_CHOOSE6	n_REWARD_CHOOSENUM6	f_CASH	f_EXP	f_SP	n_GM_SWITCH	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
2173	2	1	2	Q_ARCH1	50	65	0	0	30	40	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.399999976158142	1.399999976158142	0		1.08.0000	1.08.0000	1.08.0000
2174	2	1	2	Q_ARCH1	81	96	0	0	1207	1208	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.399999976158142	1.399999976158142	0		1.08.0000	1.08.0000	1.08.0000
2175	2	1	2	Q_ARCH1	105	110	0	0	1211	1212	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.399999976158142	1.399999976158142	0		1.08.0000	1.08.0000	1.08.0000
2176	2	1	2	Q_ARCH1	111	120	0	0	1210	1213	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.399999976158142	1.399999976158142	0		1.08.0000	1.08.0000	1.08.0000
2177	2	1	2	Q_ARCH1	86	101	0	0	1103	1104	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.399999976158142	1.399999976158142	0		1.08.0000	1.08.0000	1.08.0000
2178	2	1	2	Q_ARCH1	35	45	0	0	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2179	2	1	2	Q_ARCH1	35	45	0	0	2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2180	2	1	2	Q_ARCH1	46	60	0	0	2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2181	2	1	2	Q_ARCH1	46	60	0	0	2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2182	2	1	2	Q_ARCH1	52	71	0	0	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2183	2	1	2	Q_ARCH1	52	71	0	0	4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2184	2	1	2	Q_ARCH1	52	71	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2185	2	1	2	Q_ARCH1	52	71	0	0	4104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2188	2	1	2	Q_ARCH1	52	71	0	0	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2189	2	1	2	Q_ARCH1	66	81	0	0	2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2190	2	1	2	Q_ARCH1	66	81	0	0	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2191	2	1	2	Q_ARCH1	66	81	0	0	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2192	2	1	2	Q_ARCH1	66	81	0	0	2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2193	2	1	2	Q_ARCH1	66	81	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2194	2	1	2	Q_ARCH1	66	81	0	0	2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2195	2	1	2	Q_ARCH1	66	81	0	0	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5.0	0.0	0	OUT	1.10.0000	1.10.0400	1.30.0000
2500	5	4	0	Q_REPEAT_MOVIE_KILL2	50	50	0	0	98	10	102	10	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56_000.wmv	56_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2501	5	5	0	Q_REPEAT_MOVIE_GATHER2	65	65	0	0	2500500	10	2500501	10	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BISMARCK_000.wmv	BISMARCK_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2502	5	6	0	Q_REPEAT_MOVIE_KILL2	70	70	0	0	220	15	223	15	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56_000.wmv	56_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2503	5	7	0	Q_REPEAT_MOVIE_GATHER2	81	80	0	0	2500502	20	2500503	20	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BISMARCK_000.wmv	BISMARCK_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2504	5	8	0	Q_REPEAT_MOVIE_KILL2	87	87	0	0	276	25	283	25	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56_000.wmv	56_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2505	5	9	0	Q_REPEAT_KILL3	93	93	0	0	308	15	309	15	311	15	0	119	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2506	5	11	0	Q_REPEAT_GATHER3	95	100	0	0	2500504	15	2500505	15	2500506	3	119	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2507	5	14	0	Q_REPEAT_KILL3	100	105	0	0	340	15	347	15	349	15	0	119	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2508	5	15	0	Q_REPEAT_MOVIE_GATHER3	110	110	0	0	2500507	20	2500508	20	2500509	20	119	0	0	0	0	0	0	0	0	0	0	0	0	BISMARCK_000.wmv	BISMARCK_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2509	5	15	0	Q_REPEAT_MOVIE_KILL3	111	111	0	0	429	2	419	2	426	2	0	0	0	0	0	0	0	0	0	0	0	0	0	56_000.wmv	56_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2510	5	12	0	Q_REPEAT_MOVIE_GATHER3	112	112	0	0	2500510	30	2500511	30	2500512	30	119	0	0	0	0	0	0	0	0	0	0	0	0	BISMARCK_000.wmv	BISMARCK_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2514	40	0	0	Q_SET18	117	117	0	0	2513	493	30	497	5	505	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2550	5	5	0	Q_REPEAT_MOVIE_KILL2	60	60	0	0	140	10	142	10	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JASON_000.wmv	JASON_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2551	5	6	0	Q_REPEAT_MOVIE_GATHER2	75	75	0	0	2500516	15	2500517	15	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HAYREDIN_000.wmv	HAYREDIN_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2552	5	7	0	Q_REPEAT_MOVIE_KILL2	85	85	0	0	389	20	391	20	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2553	5	8	0	Q_REPEAT_MOVIE_GATHER2	90	90	0	0	2500518	25	2500519	25	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HAYREDIN_000.wmv	HAYREDIN_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2554	5	9	0	Q_REPEAT_GATHER3	96	96	0	0	2500520	15	2500521	15	2500522	15	119	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2555	5	11	0	Q_REPEAT_KILL3	95	102	0	0	692	20	690	20	695	2	0	119	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2556	5	14	0	Q_REPEAT_GATHER3	100	108	0	0	2500523	20	2500524	20	2500525	20	119	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2557	5	15	0	Q_REPEAT_MOVIE_KILL3	110	110	0	0	420	20	421	20	423	20	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2558	5	12	0	Q_REPEAT_MOVIE_GATHER3	112	112	0	0	2500526	30	2500527	30	2500528	30	119	0	0	0	0	0	0	0	0	0	0	0	0	HAYREDIN_000.wmv	HAYREDIN_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2559	5	12	0	Q_REPEAT_MOVIE_KILL3	113	113	0	0	451	2	453	2	459	2	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2563	40	0	0	Q_SET18	117	117	0	0	2562	494	30	503	5	504	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2600	6	1	0	Q_DAY_GATHER1	45	45	0	0	2600301	3	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_005	2600374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2601	6	1	0	Q_DAY_GATHER1	60	60	0	0	2600302	5	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_005	2600375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2602	6	1	0	Q_DAY_GATHER1	80	80	0	0	2600303	5	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_005	2600376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
2603	6	1	0	Q_DAY_GATHER1	100	100	0	0	2600304	5	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_005	2600377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2604	6	1	0	Q_DAY_GATHER1	115	115	0	0	2600305	5	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_005	2600378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
2605	6	3	0	Q_DAY_KILL_NEW	40	40	0	153	45	0	0	63	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_004	_F_EMOTION_008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2606	6	3	0	Q_DAY_KILL_NEW	40	40	0	153	45	0	0	60	1	61	1	65	1	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_003	_F_EMOTION_001	2400834	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2607	6	4	0	Q_DAY_KILL_NEW	46	45	0	213	60	0	0	98	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2608	6	4	0	Q_DAY_KILL_NEW	46	45	0	213	60	0	0	97	1	99	1	103	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400835	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2609	6	5	0	Q_DAY_KILL_NEW	61	60	0	289	70	0	0	145	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2610	6	5	0	Q_DAY_KILL_NEW	61	60	0	289	70	0	0	142	1	150	1	144	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_006	2400836	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2611	6	6	0	Q_DAY_KILL_NEW	71	70	0	334	80	0	0	225	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2612	6	6	0	Q_DAY_KILL_NEW	71	70	0	334	80	0	0	220	1	222	1	226	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_004	2400837	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2613	6	7	0	Q_DAY_KILL_NEW	81	81	0	413	86	0	0	391	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2614	6	7	0	Q_DAY_KILL_NEW	81	81	0	413	86	0	0	390	1	393	1	397	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2400838	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2615	6	8	0	Q_DAY_KILL_NEW	87	87	0	486	92	0	0	282	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2616	6	8	0	Q_DAY_KILL_NEW	87	87	0	486	92	0	0	274	1	281	1	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2617	6	9	0	Q_DAY_KILL_NEW	93	93	0	540	98	0	0	319	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2618	6	9	0	Q_DAY_KILL_NEW	93	93	0	540	98	0	0	314	1	317	1	320	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2619	6	10	0	Q_DAY_KILL_NEW	92	100	0	586	104	0	0	694	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2620	6	10	0	Q_DAY_KILL_NEW	92	100	0	586	104	0	0	697	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400841	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2621	6	14	0	Q_DAY_KILL_NEW	100	105	0	627	109	0	0	354	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2622	6	14	0	Q_DAY_KILL_NEW	100	105	0	627	109	0	0	350	1	353	1	355	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2623	6	15	0	Q_DAY_KILL_NEW	110	111	0	666	112	0	0	428	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2624	6	15	0	Q_DAY_KILL_NEW	110	111	0	666	112	0	0	419	1	426	1	429	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400843	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2625	6	12	0	Q_DAY_KILL_NEW	113	112	0	689	115	0	0	462	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
2626	6	12	0	Q_DAY_KILL_NEW	113	112	0	689	115	0	0	453	1	459	1	463	1	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2400844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.25	1.0	0	1.01.0100	1.01.0100	1.01.0100	1.01.0100
