n_ID	s_QUEST_NAME	s_BRIEFING	s_QUEST_INFO_BRIEF	s_WORD1	s_WORD2	s_WORD3	s_WORD4	s_WORD5	s_WORD6	s_WORD7	s_WORD8	s_WORD9	s_WORD10	s_WORD11	s_WORD12	s_WORD13	s_WORD14	s_WORD15	s_WORD16	s_WORD17	s_WORD18	s_WORD19	s_WORD20	s_WORD21	s_WORD22	s_WORD23	s_WORD24	s_WORD25	s_WORD26	s_WORD27	s_WORD28	s_WORD29	s_WORD30	s_WORD31	s_WORD32	s_WORD33	s_WORD34	s_WORD35	s_WORD36	s_WORD37	s_WORD38	s_WORD39	s_WORD40	s_WORD41	s_WORD42	s_WORD43	s_WORD44	s_WORD45	s_WORD46	s_WORD47	s_WORD48	s_WORD49	s_WORD50
9004	ใช้สำหรับทดสอบการวาด		สนทนากับ<text style="79" path="248">[52500248]</text> ตอบคำถามให้ถูกต้อง	ข้าได้มอบของดีๆให้เจ้าแล้ว รีบๆตัดสินใจป่ะ ดูท่าทางแล้ว เจ้าจะต้องเป็นนักผจญภัยที่เก่งกาจแน่ๆ เจ้ายินดีช่วยเหลือข้ารวบรวม field guide พวกนี้ได้ไหม?	ขอถามหน่อยนะ อะไรคือ field guide ?	ข้าคือ <text style="79">[52500248]</text> กษัติรย์องค์แรกแห่งอาณาจักร Atlantis มีความสามารถหลายด้าน อาทิ ศิลปิน นักวิทยาศาสตร์ นักประดิษฐ์ นักคณิตศาสตร์ และสถาปนิก ฯลฯ และตอนนี้กำลังค้นหา Seven Sea Humanities กับ field guide ภูมิศาสตร์  แต่น่าเสียดาย งานข้ายุ่งมากจนไม่มีโอกาสไปสำรวจบริเวณชายหาดด้วยตัวเอง	งั้นเจ้าก็ไม่ต้องทำอะไรให้มันมากซิ!	เพราะเหตุนี้ ถึงได้ตามข้ามาช่วยงานสินะ?	ข้าไม่ให้เจ้าทำฟรีๆ หลอก เพียงแค่รวบรวม field guide ให้ครบ รับรองว่ามันจะมีประโยชน์ต่อเจ้าแน่ๆ 	field guide มีสมบัติอะไรบ้าง ?	งั้นข้าจะแนะนำประเภทหลักๆของ Field guide ให้เจ้ารู้จัก ทั้งหมด 4 แบบคือ [Figures] [Custom] [Treasure]  [Hidden Treasure Map]  สามารถรับชิ้นส่วน Field guide ได้จากการผจญภัยในแต่ละด่าน	ดูเหมือนไม่ใช่เลือกเล็กซ่ะแล้ว	ใช่แล้ว！การรวบรวม Field guide นั้นต้องอาศัยความสามารถและโชคชะตา ถ้าเจ้าสนใจภารกิจนี้ ข้าก็จะมอบภารกิจนี้ให้เจ้า	ข้ารับภารกิจนี้	ข้าไม่สนใจล่ะ ลาก่อน	......	......	ข้าดูคนไม่ผิดจริงๆ งั้นพวกเรามาช่วยกันทำ field guide ให้สำเร็จกันเถอะ！ แต่ถ้าหากเจ้าไม่สามารถแยกประเภทชิ้นส่วน field guide ได้ เจ้าจะต้องนำมาให้ข้าเช็คดูก่อนนะ จำไว้！	ข้าเข้าใจแล้ว ขอบคุณท่านจริงๆ	สำหรับ field guide พวกนี้เจ้าจะต้องดูแลเองแล้วนะ เพราะชิ้นส่วน field guide  ทั้ง 3 ชิ้น ข้าได้ช่วยเจ้ารวบรวมให้แล้ว ขอให้เจ้าโชคดี ต่อไปถ้ามีข้อสงสัยเกี่ยวกับ field guide ก็มาหาข้าได้ทุกเวลา																																	
9008	Warrior Way (Justice Volume)		สนทนากับ<text style="79" path="170">[52500170]</text> เพื่อเลือกทำภารกิจ Justice Volume‧Blast Biography；หรือทำภารกิจ Justice Volume‧Thunder Biography ให้สำเร็จ จากนั้นกลับไปรายงานต่อ<text style="79" path="170">[52500170]</text>(※ภารกิจนี้สามารถเลือกได้1วิธี)	ถ้าหากท่านต้องเรียนรู้ต่อสู้แบบ Warrior Way ให้มากกว่านี้ งั้นก็รับการทดสอบนี้ป่ะ！	ข้าต้องการเรียนวิชาของ Warrior Way	Warrior Way จะแบ่งออกเป็น Justice, Brave, Benevolence, Courtesy, Sincere, Reputation, Loyal, Subdue ตามลำดับ ส่วนการเรียน Justice Volume ในวันนี้ ท่านสามารถเลือกบทเรียนระหว่าง Blast Biography หรือ Thunder Biography ได้ (※ภารกิจนี้สามารถเลือกได้1วิธี)	ข้าต้องเลือกบททดสอบ1รายการ！	สำหรับท่านที่ยังไม่ได้เรียนเคล็ดลับวิชาของJustice Volume	เห็นทีข้าต้องรีบไปเรียนเพิ่มล่ะ	Warrior Way สอนให้รู้จักหน้าที่ที่ควรปฏิบัติโดยไม่สามารถบอกปัดได้ โปรดจำให้ขึ้นใจ	ขอบคุณมากๆ	พรุ่งนี้เราค่อยกลับมาฝึกฝนวิชา Warrior กันต่อดีกว่า																																									
9009	Justice Volume‧Blast Biography		สนทนากับ<text style="79" path="170">[52500170]</text> จากนั้นให้ไปที่<text style="109">[52300254]</text> จะได้รับ<text style="109">[51300453]</text>10ชิ้น แล้วนำไปส่งให้<text style="79" path="170">[52500170]</text>	รับภารกิจ Justice Volume‧Blast Biography ต้องใช้สกิลกระโดดข้าม<text>[52300254]</text> เพื่อให้หลุดพ้นจากอุปสรรค และยังมีโอกาสได้รับ<text>[51300453]</text>อีกด้วย เจ้าจะยอมรับภารกิจนี้ไหม?	ไม่มีปัญหา ไม่ว่าจะเหาะหรือกระโดดข้าทำได้หมดเลย	คุณยังเรียนเคล็ดลับวิชา Justice Volume‧Blast Biography ไม่สำเร็จ	เห็นทีข้าต้องเรียนสกิลกระโดดกับสกิลเหาะเพิ่มเติมแล้วแหละ	ทำจิตใจให้สงบ สมาธิต้องแน่วแน่ ฝึกการเคลื่อนไหวให้เบาที่สุด	ข้าจะต้องเคลื่อนไหวให้รวดเร็ว	ในที่สุดท่านสามารถผ่านบททดสอบ Justice Volume‧Blast Biography เรียบร้อยแล้ว																																											
9010	Justice Volume‧Thunder Biography		เดินทางไปที่<text style="109">[52300002]</text> เพื่อจัดการ<text style="79" path="30">[52500030]</text>ให้ครบ100ตัวก่อน จากนั้นค่อยกลับไปรายงานต่อ<text style="79" path="170">[52500170]</text>	รับภารกิจ Justice Volume‧Thunder Biography จำเป็นต้องไปที่<text>[52300002]</text>บริเวณ<text style="79">[52500030]</text>เพื่อต่อสู้ เจ้าจะยอมรับภารกิจนี้ไหม?	การต่อสู้ครั้งนี้ น่าจะเหมาะกับข้ามากที่สุดแล้วแหละ	คุณยังเรียนเคล็ดลับวิชา Justice Volume‧Thunder Biography	ข้ายังจัดการกับศัตรูไม่หมดเลย	รู้เขารู้เรา รบร้อยครั้ง ชนะร้อยครั้ง	เจ้าคงเหนือยมากๆเลยสินะ!	ในที่สุดท่านสามารถผ่านบททดสอบ Justice Volume‧Thunder Biography เรียบร้อยแล้ว																																											
9011	สอบถามการปรับปรุง Blue Sky Class Flagship			ท่านต้องการปรับปรุงเรือหรือไม่? ถ้าหากท่านมีเลเวลถึง Lv.70 และรวบรวม <text>[51400002]</text> ครบ 20 ชิ้น และต้องมี 10000เหรียญ ถึงจะสามารถปรับปรุงเรือเป็น [Blue Sky Class Flagship] ได้ และเพิ่มค่าขวัญสูงสุด 120 แต้ม！	ข้าเข้าใจแล้ว																																																
9012	รับมือเหตุการณ์ที่เกิดขึ้นกลางทะเล			(<text style="79">[52500036]</text>：[ระหว่างที่ออกเรือไปในทะเล ท่านอาจจะเจอพายุทอร์นาโดหรือถูกพวก Pirate ดักซุ่มโจมตีก็ได้ ฉะนั้นท่านจะต้องตั้งสติ และรีบแก้ไขสถานการณ์โดยเร็ว เพราะบางทีท่านอาจจะได้รับสมบัติไปฟรีก็ได้])	ข้าเข้าใจแล้ว																																																
9013	เก็บสะสม  Figures อย่างไร			หากต้องการ [Figures]  ท่านจะต้องรีบไปสัมภาษณ์ประสบการณ์การต่อสู้ของทหารและสัตว์บริเวณ Seven Sea ให้ได้มากๆ ก็มีโอกาสได้รับชิ้นส่วน field guide [Figures]  หลังจากนี้ข้าจะค่อยแจ้งให้ท่านทราบเองว่าต้องสัมภาษณ์ใครบ้าง (ภารกิจ Figures จะเปิดหลังจากทำภารกิจหลักสำเร็จ)	ข้าเข้าใจแล้ว																																																
9014	เก็บสะสม  Custom อย่างไร			หากต้องการ [Custom]  ท่านจะต้องเสาะหา Sketch ของแต่ละพื้นที่ ถึงจะได้รับชิ้นส่วน field guide และในบางพื้นที่ท่านจะต้องใช้สกิลการกระโดดและเหาะให้ผ่านอุปสรรคไปได้！	ข้าเข้าใจแล้ว																																																
9015	เก็บสะสม  Treasure อย่างไร			หากต้องการ [Treasure] ล่ะก็ ท่านจะต้องมีเรือเป็นพาหนะเดินทางไปยังเกาะต่างๆ เพื่อตามหาชิ้นส่วน field guide ของสมบัติ โดยเฉพาะ สมบัติทั้งแปด  ถ้าหากเราครอบครองมันได้ Seven Sea ก็ต้องอยู่ในมือเราแล้ว！	ข้าเข้าใจแล้ว																																																
9016	เก็บสะสม Hidden Treasure Map อย่างไร			หากต้องการ [Hidden Treasure Map] ล่ะก็ ท่านจะต้องไปที่ Fam ของแต่ละพื้นที่ และผ่านอุปสรรคในแต่ละด่านให้ได้ ถึงจะได้รับชิ้นส่วน field guide 	ข้าเข้าใจแล้ว																																																
9017	ความปั่นป่วนในหุ่น			มีเสียงดังจากด้านบน รีบไปดูกันเถอะ มันเกิดอะไรขึ้น！	รีบไปที่ชั้นบน	ข้าอยากอยู่บนเรือนี่																																															
9018	ความรู้เล็กน้อยก่อนหาสมบัติ			พวกเจ้าก็มาหาสมบัติบนเกาะนี้เหมือนกันเหรอ? งั้นพวกเรามาแข่งกันดีกว่าใครจะหาเจอก่อนกัน！	แล้วจะต้องหายังไง？	ที่แท้เจ้าคือ Rookie เองเหรอ？แข่งกับเจ้าก็ไม่มีความหมายอะไร งั้นข้าจะสอนวิธีหาสมบัติให้เจ้าล่ะกัน！ก่อนอื่นเจ้าเห็นเครื่องวัดสมบัตินั่นไหม？	แล้วเครื่องวัดสมบัตินั่นต้องใช้ยังไง？	จุดเล็กๆนี่ เป็นตัวบอกว่าเจ้าเข้าใกล้สมบัติมากน้อยแค่ไหน และถ้าหากเจ้าเดินไปถึงจุดของสมบัติ สัญลักษณ์สมบัติก็จะปรากฏขึ้น เจ้าสามารถขุดสมบัติตรงนั้นได้เลย เข้าใจไหม？	ข้าเข้าใจแล้ว																																												
9019	สืบข่าวขุมทรัพย์			(<text style="79">[52500036]</text>：[ข้าได้ยินมาว่า บริเวณ<text>[52300126]</text>ได้ฝังสมบัติ<text>[51401001]</text>ไว้ที่นั่น，ขอแค่หาเบาะแสให้ครบ เพียงเท่านี้ก็หาตัวเจอแล้ว])	ข้าเข้าใจแล้ว																																																
9020	สอบถามเรื่องการปรับปรุง Aegis Class Flagship			ก่อนอื่นท่านต้องมีเรือ [Blue Sky Class Flagship] และมี LV. 90 ขึ้นไป พร้อมทั้งสะสม<text>[51400002]</text>ให้ครบ100ชิ้น และเงิน50000เหรียญ ข้าถึงจะยอมปรับปรุงเรือเป็น [Aegis Class Flagship]  ให้ท่าน และเพิ่มค่าขวัญสูงสุด150 แต้ม	ข้าเข้าใจแล้ว																																																
9021	สอบถามเรื่องการปรับปรุง Poseidon Class Flagship			ก่อนอื่นท่านต้องมีเรือ [Aegis Class Flagship]  และมี LV. 110 ขึ้นไป พร้อมทั้งสะสม <text>[51400002]</text> ให้ครบ200ชิ้น และเงิน100000เหรียญ ข้าถึงจะยอมปรับปรุงเรือเป็น [Poseidon Class Flagship] ให้ท่าน และเพิ่มค่าขวัญสูงสุด200แต้ม	ข้าเข้าใจแล้ว																																																
9022	เพิ่มระดับสหายการค้า			ขอเพียงแค่เอ่ยชื่อพ่อของข้า พวกกับตันเรือก็รีบพากันมาทำธุรกิจกับข้าแล้ว แต่ถ้าหากค่าขวัญของเรือพวกเขาต่ำเกินไป ข้าก็ไม่สนหรอก！(ค่าขวัญ 30+ ถึงจะมีสิทธิ์รับภารกิจ<text style="79" path="626">[52500626]</text>รายวันได้)	งั้นรออัพเกรดค่าขวัญก่อน แล้วข้าจะกลับมาใหม่																																																
9023	ฝึกกาย			เกาะนี่เป็นสนามฝึกฝนของ<text style="79">[52500170]</text> ถ้าหากเจ้าสนใจล่ะก็ จะต้องติดตามนักรบ Warrior Soul ของเธอ เพื่อศึกษาวิชาและหนทางสู่การเป็น Warrior	ถ้าหากไม่ติดตามนักรบ ข้าก็ไม่มีทางเรียนรู้วิชา Warrior หรอก																																																
9024	บททดสอบนักล่า			หากต้องการเป็น Treasure Hunter จะต้องเรียนทักษะการเหาะและมั่นฝึกฝน ตอนนี้ข้าได้เตรียมสนามฝึกให้เจ้าเรียบร้อยแล้ว เจ้าค่อยๆฝึก ค่อยๆเรียนไปเรื่อยๆล่ะกันนะ 	ต้องเดินทางไปตามเส้นทางนี้เรื่อยๆ！																																																
9025	สืบข่าวขุมทรัพย์			(<text style="79">[52500036]</text>：[ข้าได้ยินมาว่า บริเวณ<text>[52300127]</text>ได้ฝังสมบัติ<text>[51401002]</text>ไว้ที่นั่น，ขอแค่หาเบาะแสให้ครบ เพียงเท่านี้ก็หาตัวเจอแล้ว])	ข้าเข้าใจแล้ว																																																
9026	สืบข่าวขุมทรัพย์			(<text style="79">[52500036]</text>：[ข้าได้ยินมาว่า บริเวณ<text>[52300128]</text>ได้ฝังสมบัติ<text>[51401003]</text>สนทนากับ<text>[51401004]</text>ไว้ที่นั่น，ขอแค่หาเบาะแสให้ครบ เพียงเท่านี้ก็หาตัวเจอแล้ว])	ข้าเข้าใจแล้ว																																																
9027	สืบข่าวขุมทรัพย์			(<text style="79">[52500036]</text>：[ข้าได้ยินมาว่า บริเวณ<text>[52300129]</text>ได้ฝังสมบัติ<text>[51401005]</text>, <text>[51408005]</text>, <text>[51401008]</text>, <text>[51401006]</text>ไว้ที่นั่น，ขอแค่หาเบาะแสให้ครบ เพียงเท่านี้ก็หาตัวเจอแล้ว])	ข้าเข้าใจแล้ว																																																
9028	สอบถามการปรับปรุงเรือ			(<text style="79">[52500036]</text>：[ท่านมีLv.70แล้ว ต้องอัพเกรดเรือหรือไม่? ถ้าหากต้องการอัพเกรดเรือ ให้ไปที่<text>[52300001]</text>บริเวณ<text>[71600007]</text>เข้าไปติดต่อกับ<text style="79">[52500167]</text>ป่ะ！	ข้าเข้าใจแล้ว																																																
9029	สอบถามการปรับปรุงเรือ			(<text style="79">[52500036]</text>：[ท่านมีLv.70แล้ว ต้องอัพเกรดเรือหรือไม่? ถ้าหากต้องการอัพเกรดเรือ ให้ไปที่<text>[52300001]</text>บริเวณ<text>[71600007]</text>เข้าไปติดต่อกับ<text style="79">[52500167]</text>ป่ะ！	ข้าเข้าใจแล้ว																																																
9030	สอบถามเรื่องการออกจากเกาะ			ถ้าต้องการออกจากเกาะ สามารถคลิกที่ปุ่ม [ออกดันเจี้ยน] บริเวณมุมขวาล่าง ก็สามารถออกจากดันเจี้ยนได้ทันที	ท่านพาข้าออกไปไม่ได้เหรอ?	เจ้าขี้เกรียจเกินไปแล้ว ก็แค่กดปุ่มแค่นั่นมันยากมากเหรอ? ถ้าหากว่าครั้งต่อไปเจ้าไม่เจอข้าล่ะ เจ้าจะทำยังไง...เฮ้อ! มาๆ ข้าจะนำทางเจ้าไป	ขอบคุณมากๆ ครั้งหน้าข้าจะออกไปเอง	คิดไปคิดมา ข้าอยู่ที่นี่อีกสักพักล่ะกัน																																													
9031	สอบถามเรื่องการออกจากเกาะ			ถ้าต้องการออกจากการฝึก สามารถคลิกที่ปุ่ม [ออกดันเจี้ยน] บริเวณมุมขวาล่าง ก็สามารถออกจากดันเจี้ยนได้ทันที	ท่านนำทางข้าไปได้ไหม?	ข้าไม่มีทางเลือกจริงๆ มาๆ ข้าจะพาเจ้าไปเอง แต่ครั้งหน้า เจ้าจะต้องคลิกที่ปุ่ม [ออกดันเจี้ยน] เองนะ！	ขอบคุณมากๆ ครั้งหน้าข้าจะออกไปเอง	คิดไปคิดมา ข้าอยู่ที่นี่อีกสักพักล่ะกัน																																													
9032	สอบถามเรื่องการออกจากดันเจี้ยน			เจ้าไม่รู้วิธีการออกจากดันเจี้ยนจริงๆเหรอ? เพียงแค่คลิกที่ปุ่ม [ออกดันเจี้ยน] บริเวณมุมขวาล่าง ก็ออกจากดันเจี้ยนได้ทันที	ท่านพาข้าออกไปไม่ได้เหรอ?	ดูท่าทางของเจ้าแล้ว ช่างเถอะ งั้นครั้งนี้ข้าจะพาเจ้ากลับไปที่เรือเอง ครั้งหน้า  เจ้าจะต้องคลิกที่ปุ่ม [ออกดันเจี้ยน] เองนะ！	ขอบคุณมากๆ ครั้งหน้าข้าจะออกไปเอง	ข้าคิดว่า ข้าออกไปเองดีกว่า！																																													
9033	ชะตากรรมของ Poseidon's Daughter		สนทนากับ <text style="79" path="806">[52500806]</text>	อย่าคิดว่าข้าจะยอมเจ้านะ...! เจ้า...เป็นใคร? ทำไมถึงมาอยู่ที่ <text style="109">[52300139]</text> ได้? ทำไมในตัวท่านถึงมีพลังของพ่อข้า...? ที่นี่ไม่ใช่ที่ที่ใครจะเข้ามาได้ตามอำเภอใจนะ!	ข้าไม่รู้ว่ามาอยู่ที่นี่ได้อย่างไร!	ข้ากำลังจะออกเรือ...	ดังนั้นเจ้าจึงไม่รู้ว่าทำไมมาถึงที่นี่งั้นเหรอ	ข้ารู้สึกว่ามีแสงแว้บเข้ามา แล้วข้าก็มาอยู่ที่นี่	เอาล่ะ อย่างน้อยในตัวเจ้าก็มีพลังของพ่อข้า งั้นข้าจะไม่ถือว่าเจ้าเป็นคนไม่ดี	ขอบคุณนะ แล้วทำไมเจ้าถึงอยู่ที่นี่ล่ะ?	ข้าคืดลูกสาวของโพไซดอน 『<text style="79" path="190"> [52500190] </text>』 ข้ากำลังถูกตามล่า เขาขโมยของที่พ่อข้าเหลือไว้ให้ข้าไปหมด เหลือไว้แต่ <text> [51300408] </text> เขาไม่ยอมปล่อยข้าไปง่ายๆ ข้าจึงหนีมาที่นี่ เจ้าช่วยข้าที	แย่จริง มา! ข้าช่วยเจ้าเอง	ขะ..ข้าไม่ขอความช่วยเหลือจากมนุษย์หรอก ข้าคือลูกสาวของโพไซดอน <text style="79" path="190"> [52500190] </text> ข้าจะไปชิง <text > [51300408] </text> และของต่างๆกลับมาด้วยตัวข้าเอง!	อย่าอวดดีหน่อยนักเลย!	การให้ความช่วยเหลือครั้งนี้มาจากใจจริง	……	……	ข้า...เชื่อเจ้าได้แน่นะ? เจ้าเป็นเพียงแค่มนุษย์ธรรมดาคนหนึ่ง แต่คู่ต่อสู้ของเจ้ามีพลังแห่งบาปกำเนิด เจ้าสู้เขาไม่ได้หรอก!	โปรดไว้ใจข้าเถอะ!	เจ้าเป็นเพียงแค่มนุษย์ แต่กลับมาช่วยเทพอย่างข้า หาเรื่องอันตรายใส่ตัวเอง! ไม่รักชีวิตเลยหรือไงกัน?	นี่อาจจะเป็นเหตุผลที่ข้ามาอยู่นี่ก็ได้	ระวัง มันมาแล้ว!																															
9035	สวัสดี ข้าเพิ่งมาใหม่		คุยกับลูกเรือ	เอ๋? มาใหม่งั้นเหรอ? งั้นมาทุบหลังให้ข้าทีสิ แล้วข้าจะบอก	ทุบหลังให้หน่อยสิ	...	‧‧‧	งั้นข้าจะบอกให้ หากโชคไม่ดีอาจเจอเข้ากับแม่มดใจร้ายเข้าได้ นางจะกลืนกินเจ้าทั้งลำ	หืม?	ยืนอยู่ตรงนี้ทำไม รีบไปรายงานกัปตัน <text style="79" path="806"> [52500806] </text> สิ																																											
9036	สวัสดี ข้าเพิ่งมาใหม่		คุยกับลูกเรือ	สวัสดีข้าคือหัวหน้าทีมนี้ เรามาพยายามด้วยกันเถอะ	โอเค	ขอให้พระเจ้าคุ้มครอง อย่าให้เจอกับสัตว์ร้ายเลย	ข้าจะร่วมอวยพรด้วย	...	...	การผจญภัยวางใจข้าได้	ขอบคุณมาก!	สู้ๆ หากมีเรื่องทำให้ลำบากใจ ไปคุยกับกัปตัน <text style="79" path="806"> [52500806] </text> ได้นะ																																									
9037	สวัสดี ข้าเพิ่งมาใหม่		คุยกับลูกเรือ	หวังว่าการเดินเรือคราวนี้จะไปได้สวยนะ อย่าไปทำให้ใครเดือดร้อนล่ะเจ้าเด็กใหม่	ข้าจะพยายาม	...	‧‧‧	หากท่านขัดขวางการทำงานข้าจะฆ่าท่านซะ	ข้าจะทำให้ดีที่สุด!	เอาล่ะ มีเรื่องอะไรเพิ่มเติมก็ไปบอกกัปตัน <text style="79" path="806"> [52500806] </text> ได้นะ																																											
9038	สวัสดี ข้าเพิ่งมาใหม่		คุยกับลูกเรือ	อืม... คำเสี่ยงทายบอกว่าท่านจะมีโชค จงคว้ามันไว้	จริงหรือ?	ดังนั้นมันเลยมีผลกระทบต่อเจ้า น่าจะมีพลังที่เกี่ยวเนื่องกับโพไซดอน	ดีมาก!	...	...	ข้าว่าข้าจะต้องคิดผิดแน่ๆ	...(คำพูดนั้นมันอะไรกัน!)	ทำไมเจ้าถึงเจอแต่เรื่องแบบนี้นะ! เอาล่ะ ลองไปคุยกับ <text style="79" path="806"> [52500806] </text> ดูสิ																																									
9039	สวัสดี ข้าเพิ่งมาใหม่		คุยกับลูกเรือ	อ้ะ ท่านบาดเจ็บ ต้องการความช่วยเหลือไหม?	เอ่อ... ไม่ต้องก็ได้	...	‧‧‧	ว้าว ท่านเป็นคนแรกเลยนะที่ปฏิเสธข้า	จริงรึ?	ข้าดูออกเลยว่าท่านไม่ใช่โลลิอย่างแน่นอน เรื่องนี้เอาไปบอกกับกัปตัน <text style="79" path="806"> [52500806] </text> ได้นะ																																											
9040	海神島大冒險(簡單)		與<text style="79" path="806">[52500806]</text>對話	你好，異世界的冒險者，我是海神之女<text style="79" path="806">[52500806]</text>，已經等候你多時了。	呃…你等我做什麼？	你…確定沒認錯人嗎？	受人歡迎的我真是困擾。	我聽不懂你在說什麼。	不用懷疑，據父親所言，當世界開始崩壞之時，會有異世界的冒險者，穿越而來拯救世界。	我的確來自異世界。	‧‧‧	‧‧‧	對吧對吧！所以你就是來拯救這世界的異世界冒險者！	我還沒有心理準備阿。	沒關係，接下來會有一段為了讓你了解這個世界而準備的舞台，讓我們一起去，好嗎？	好的。	那麼，請告訴我，你叫做什麼名字？	我是$V1，這就是我的名字。	那麼$V1，準備好，前往那個地方吧！																																		
9041	今天不是星期五		打敗10隻<text style="79" path="193" marker="3301004" marker2="3301005">[52500193]</text>後，與<text style="79" path="8694" marker="3301001" marker2="3301005">[52508694]</text>對話	$V1，感受到你身上源源不絕產生的力量了嗎？那就是賦予給你的『海神之力』。	『海神之力』有什麼用？	這種力量讓你精力充沛，不會被外敵給輕易打到，更重要的是提升了你的戰鬥能力，你有發現你現在突然學會許多戰鬥技巧了嗎？	畫面下方快捷列真的充滿技能了。	對吧！接下來後面的山坡上，有許多<text style="79" path="193">[52500193]</text>，利用他們來實驗海神之力的戰鬥技巧吧，至少要打敗10隻喔！完成之後我會在後面等你的。	就讓我來看看『海神之力』有多好用！	這種小事就交給我了！	還沒有打敗10隻<text style="79" path="193">[52500193]</text>嗎？再加把勁吧。	交給我吧。	你蠻厲害的耶，看來真有救世主的樣子。	這只是水準之內而已。	這麼有自信？那麼接下來這個挑戰又如何呢？																																						
9042	金幣都是我的		透過靈巧的跳躍，觸碰<text style="109">[51400002]</text>，盡可能的收集它們，向<text style="79" path="8695" marker="3301002" marker2="3301005">[52508695]</text>回報。	接下來就困難許多了，看到我身後這些平台了嗎？	好像有高有低的。	沒錯，在這些跳台上，將會布滿<text style="109">[51400002]</text>，當你觸碰到它，就可以把它收到身上。	我應該怎麼樣才能到跳台？	這時候就需要跳越了。按下『空白鍵』，就可以輕鬆的跳躍，配合方向還可以往你想要的方向跳躍喔！你就盡可能的收集完成吧。	我來試試看！	‧‧‧	‧‧‧	這麼快就完成了！	有必要那麼驚訝嗎？	不過就是個人類，竟然這麼驕傲！	你怎麼好像變一個人？	要不是父親交代，我才不想跟個人類講話呢！	你那麼瞧不起我嗎？	哼哼，我不理你了，反正這世界怎麼樣，也有父親擔著，不用我煩惱！我不想看到你了，你給我走開吧！																																			
9044	海神島大冒險(困難)		與<text style="79" path="806">[52500806]</text>對話	你好，異世界的冒險者，我是海神之女<text style="79" path="806">[52500806]</text>，已經等候你多時了。	呃…你等我做什麼？	你…確定沒認錯人嗎？	受人歡迎的我真是困擾。	我聽不懂你在說什麼。	不用懷疑，據父親所言，當世界開始崩壞之時，會有異世界的冒險者，穿越而來拯救世界。	我的確來自異世界。	‧‧‧	‧‧‧	對吧對吧！所以你就是來拯救這世界的異世界冒險者！	我還沒有心理準備阿。	沒關係，接下來會有一段為了讓你了解這個世界而準備的舞台，讓我們一起去，好嗎？	好的。	那麼，請告訴我，你叫做什麼名字？	我是$V1，這就是我的名字。	那麼$V1，準備好，前往那個地方吧！																																		
9046	Join the navy to see the world		ทำการสนทนาเพื่อเปลี่ยนค่าย (เปลี่ยนทหารเรือ)	เจ้าคือโจรสลัดที่อยากเปลี่ยนเป็นทหารเรือใช่ไหม?	ข้าจะเข้าร่วมกลุ่มทหารเรือ	ข้าไม่ต้องการ																																															
9047	Join the pirate to fuck whole world		ทำการสนทนาเพื่อเปลี่ยนค่าย (เปลี่ยนโจรสลัด)	เจ้าคือทหารเรือที่อยากเปลี่ยนเป็นโจรสลัดใช่ไหม?	ข้าจะเข้าร่วมกลุ่มโจรสลัด	ข้าไม่ต้องการ																																															
9048	ลงทะเบียนสงครามทะเล		ทำการลงทะเบียนสงครามทะเล	เจ้าหนู อยากเข้าร่วมสงครามรึ?	ข้าต้องการเข้าร่วมสงคราม	ข้าไม่ต้องการ																																															
9049	ยกเลิกลงทะเบียนสงครามทะเล		ทำการยกเลิกลงทะเบียนสงครามทะเล	เจ้าหนู อยากออกจากสงครามรึ?	ข้าต้องการยกเลิกสงคราม	ข้าไม่ต้องการ																																															
9050	ร้านปืนเรือ			อยากให้เรือของเจ้ามีปืนที่รุนแรงขึ้นหรือไม่? มาเลือกซื้อปืนของเราที่นี่ได้เลย!	ดูสินค้าสิ!	เอ่อ...ข้าแค่เดินผ่านมาเท่านั้น																																															
9051	ทดสอบเข้าดันเจี้ยน			ข้าสงสัยว่าเจ้าหญิงถูกลักพาตัวนั่น น่าจะเป็นฝีมือของ <text style="79">[52500013]</text>กับ<text style="79">[52500087]</text> ฉะนั้นข้าจะออกไปที่<text>[52300114]</text> ข้าคิดว่าน่าจะได้เบาะแสอะไรบ้างจากที่นั้น	ทำไม<text style="79">[52500013]</text>ถูกเรียกว่า Witch Pirate เหรอ？	เพราะว่า <text style="79">[52500013]</text> เป็นผู้หญิงที่ไหวพริบดีมาก ไม่ว่าจะเป็นพันธมิตรหรือศัตรู เธอสามารถหลอกล่อได้หมด ทุกคนจึงเรียกเธอว่า Witch Pirate งั้นข้าจะส่งเจ้าไปจัดการเธอในคุก ตกลงไหม?	ปล่อยให้เป็นหน้าที่ของข้า！	ข้านับถือในความกล้าของเจ้า ถ้าอย่างนั้นข้าจะเรียก<text style="79">[52500169]</text>ให้พาเจ้าไปที่<text>[52300114]</text>	งั้นพาข้าเข้าไปในคุกป่ะ！	ข้าไม่อยากเข้าในคุกนั่น																																											
