n_ID	n_CLINE_TYPE	n_CREATURE_TYPE	n_TACTIC_AI	n_LEADER_BK1	n_LEADER_BK2	n_LEADER_BK3	n_CREW1	n_CREW1_NUMBER	n_CREW2	n_CREW2_NUMBER	n_CREW3	n_CREW3_NUMBER	n_CREW4	n_CREW4_NUMBER	n_CREW5	n_CREW5_NUMBER	n_CREW6	n_CREW6_NUMBER
2610	9	11	1	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2611	9	12	1	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2612	9	13	1	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2613	9	14	1	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2614	9	15	1	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2615	9	16	1	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2616	9	17	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2617	9	18	1	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2618	9	19	1	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2619	9	20	1	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2620	9	21	1	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2621	9	22	1	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2622	9	23	1	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2623	9	24	1	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2624	9	25	1	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2625	9	26	1	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	9	27	1	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2627	9	28	1	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2628	9	29	1	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2629	9	30	1	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2630	9	31	1	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2631	9	32	1	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2632	9	33	1	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	9	34	1	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2634	9	35	1	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2635	9	36	1	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2636	9	37	1	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2637	9	38	1	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2638	9	39	1	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2639	9	40	1	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2640	9	41	1	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	9	44	1	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2642	9	101	1	10048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2643	9	102	1	10049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2644	9	103	1	10050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2645	9	104	1	10051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2646	9	105	1	10052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2647	9	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2800	10	1	1	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2801	10	2	1	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2802	10	3	1	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2803	10	4	1	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2804	10	5	1	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2805	10	6	1	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2806	10	7	1	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2807	10	8	1	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2808	10	9	1	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2809	10	10	1	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810	10	11	1	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2811	10	12	1	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2812	10	13	1	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2813	10	14	1	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2814	10	15	1	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2815	10	16	1	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2816	10	17	1	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2817	10	18	1	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2818	10	19	1	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2819	10	20	1	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2820	10	21	1	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2821	10	22	1	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2822	10	23	1	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2823	10	24	1	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2824	10	25	1	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2825	10	26	1	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2826	10	27	1	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2827	10	28	1	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2828	10	29	1	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2829	10	30	1	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2830	10	31	1	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2831	10	32	1	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2832	10	33	1	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2833	10	34	1	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2834	10	35	1	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2835	10	101	1	10053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2836	10	102	1	10054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2837	10	103	1	10055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2838	10	104	1	10056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2839	10	105	1	10057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2840	10	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000	11	1	1	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001	11	2	1	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3002	11	3	1	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003	11	4	1	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3004	11	5	1	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3005	11	6	1	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3006	11	7	1	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3007	11	8	1	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3008	11	9	1	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3009	11	10	1	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3010	11	11	1	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3011	11	12	1	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3012	11	13	1	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3013	11	14	1	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3014	11	15	1	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3015	11	16	1	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3016	11	17	1	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3017	11	18	1	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3018	11	19	1	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3019	11	20	1	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3020	11	21	1	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3021	11	22	1	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3022	11	23	1	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3023	11	24	1	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3024	11	25	1	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3025	11	26	1	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3026	11	101	1	10058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3027	11	102	1	10059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3028	11	103	1	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3029	11	104	1	10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3030	11	105	1	10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3031	11	106	1	9061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3200	12	1	1	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3201	12	2	1	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3202	12	3	1	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	12	4	1	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3204	12	5	1	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3205	12	6	1	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3206	12	7	1	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3207	12	8	1	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3208	12	9	1	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3209	12	10	1	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3210	12	11	1	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3211	12	12	1	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3212	12	13	1	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3213	12	14	1	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3214	12	15	1	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3215	12	16	1	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3216	12	17	1	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3217	12	18	1	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3218	12	19	1	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3219	12	20	1	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3220	12	21	1	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3221	12	22	1	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3222	12	23	1	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3223	12	24	1	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3224	12	25	1	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3225	12	26	1	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	12	27	1	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3227	12	28	1	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3228	12	29	1	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3229	12	30	1	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3230	12	31	1	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3231	12	32	1	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3232	12	33	1	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3233	12	34	1	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3234	12	35	1	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3235	12	36	1	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3236	12	37	1	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3237	12	38	1	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3238	12	39	1	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3239	12	40	1	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3240	12	41	1	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3241	12	42	1	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3242	12	43	1	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3243	12	44	1	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3244	12	101	1	10078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3245	12	102	1	10079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3246	12	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3400	14	1	1	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3401	14	2	1	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3402	14	3	1	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3403	14	4	1	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3404	14	5	1	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3405	14	6	1	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3406	14	7	1	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3407	14	8	1	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3408	14	9	1	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3409	14	10	1	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3410	14	11	1	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3411	14	12	1	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3412	14	13	1	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3413	14	14	1	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3414	14	15	1	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3415	14	16	1	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3416	14	17	1	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3417	14	18	1	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3418	14	19	1	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3419	14	20	1	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3420	14	21	1	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3421	14	22	1	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3422	14	23	1	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3423	14	24	1	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3424	14	25	1	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3425	14	26	1	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3426	14	27	1	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3427	14	28	1	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3428	14	29	1	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3429	14	30	1	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3430	14	31	1	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3431	14	32	1	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3432	14	33	1	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3433	14	34	1	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3434	14	35	1	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3435	14	36	1	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3436	14	101	1	10063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3437	14	102	1	10064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3438	14	103	1	10065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3439	14	104	1	10066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3440	14	105	1	10067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3441	14	106	1	10068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3442	14	107	1	10069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3443	14	108	1	10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3444	14	109	1	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3445	14	110	1	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3446	14	111	1	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3447	14	112	1	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3448	14	113	1	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3449	14	114	1	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3450	14	115	1	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3600	15	1	1	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3601	15	2	1	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3602	15	3	1	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3603	15	4	1	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3604	15	5	1	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3605	15	6	1	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3606	15	7	1	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3607	15	8	1	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3608	15	9	1	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3609	15	10	1	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3610	15	11	1	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3611	15	12	1	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3612	15	13	1	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3613	15	14	1	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3614	15	15	1	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3615	15	16	1	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3616	15	17	1	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3617	15	18	1	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3618	15	19	1	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3619	15	20	1	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3620	15	21	1	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3621	15	22	1	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3622	15	23	1	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3623	15	24	1	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3624	15	25	1	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3625	15	26	1	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3626	15	27	1	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3627	15	28	1	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3628	15	29	1	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3629	15	30	1	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3630	15	31	1	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3631	15	32	1	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3632	15	33	1	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3633	15	34	1	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3634	15	35	1	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3635	15	36	1	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3636	15	37	1	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3637	15	38	1	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3638	15	39	1	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3639	15	40	1	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3640	15	41	1	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3641	15	101	1	10071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3642	15	102	1	10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3643	15	103	1	10073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3644	15	104	1	10074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3645	15	105	1	10075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3646	15	106	1	10076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3647	15	107	1	10077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3648	15	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3800	16	1	1	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3801	16	2	1	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3802	16	3	1	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3803	16	4	1	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3804	16	5	1	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3805	16	6	1	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3806	16	7	1	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3807	16	8	1	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3808	16	9	1	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3809	16	10	1	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3810	16	11	1	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3811	16	12	1	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3812	16	13	1	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3813	16	14	1	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3814	16	15	1	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3815	16	16	1	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3816	16	17	1	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3817	16	18	1	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3818	16	19	1	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3819	16	20	1	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3820	16	21	1	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3821	16	22	1	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3822	16	23	1	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3823	16	24	1	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3824	16	25	1	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3825	16	26	1	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3826	16	27	1	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3827	16	28	1	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3828	16	29	1	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3829	16	30	1	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830	16	31	1	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3831	16	32	1	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3832	16	33	1	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3833	16	34	1	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3834	16	35	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3835	16	36	1	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3836	16	37	1	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3837	16	38	1	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3838	16	39	1	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3839	16	40	1	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3840	16	41	1	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3841	16	42	1	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3842	16	43	1	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3843	16	44	1	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3844	16	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3845	16	46	1	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3846	16	47	1	10081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	2001	1	1	1006	1016	0	1016	1	1006	1	0	0	0	0	0	0	0	0
10001	2001	2	1	1006	1008	1008	1006	1	1008	1	0	0	0	0	0	0	0	0
10002	2001	3	1	1015	1011	0	1015	1	1011	1	1014	1	0	0	0	0	0	0
10003	2001	4	1	1010	1015	0	1010	1	1015	1	1014	1	0	0	0	0	0	0
10004	2001	5	1	1018	1018	1018	0	0	0	0	0	0	0	0	0	0	0	0
10005	2001	6	1	1004	1004	1004	0	0	0	0	0	0	0	0	0	0	0	0
10006	2001	7	1	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
10007	2001	8	1	1001	1001	1001	0	0	0	0	0	0	0	0	0	0	0	0
10008	2001	9	1	1003	1003	1003	0	0	0	0	0	0	0	0	0	0	0	0
10009	2001	10	1	1010	1010	1010	0	0	0	0	0	0	0	0	0	0	0	0
10010	2001	11	1	1025	1025	1025	0	0	0	0	0	0	0	0	0	0	0	0
10011	2001	12	1	1002	1002	1002	0	0	0	0	0	0	0	0	0	0	0	0
10012	2001	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10013	2001	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10014	2001	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10015	2001	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10016	2001	17	1	1017	1017	1017	0	0	0	0	0	0	0	0	0	0	0	0
10017	2001	18	1	1019	1019	1019	0	0	0	0	0	0	0	0	0	0	0	0
10018	2001	19	1	1026	1026	1026	0	0	0	0	0	0	0	0	0	0	0	0
10019	2001	20	1	1027	1027	1027	0	0	0	0	0	0	0	0	0	0	0	0
10020	2001	21	1	1028	1028	1028	0	0	0	0	0	0	0	0	0	0	0	0
10021	2001	22	1	1029	1029	1029	0	0	0	0	0	0	0	0	0	0	0	0
10022	2001	23	11	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10023	2001	24	11	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10050	2002	1	1	1035	1041	0	1035	1	1041	1	0	0	0	0	0	0	0	0
10051	2002	2	1	1035	1036	1036	1035	1	1036	1	0	0	0	0	0	0	0	0
10052	2002	3	1	1040	1038	0	1040	1	1038	1	1039	1	0	0	0	0	0	0
10053	2002	4	1	1037	1037	1040	1037	1	1040	1	1039	1	0	0	0	0	0	0
10054	2002	5	1	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10055	2002	6	1	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10056	2002	7	1	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10057	2002	8	1	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10058	2002	9	1	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10059	2002	10	1	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10060	2002	11	1	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10061	2002	12	1	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10062	2002	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10063	2002	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10064	2002	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10065	2002	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10066	2002	17	1	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10067	2002	18	1	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10068	2002	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10069	2002	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
