n_ID	s_TITLE_BUFF	s_DESCRIPTION	s_CACULATE
18467	Graceful	โจมตีศัตรูด้วยระเบิด ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18468	Extreme	โจมตีศัตรูด้วยระเบิด ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18469	Good	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18470	Refined	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18471	Graceful	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18472	Extreme	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด ทำให้เกิดความเสียหายจากโจมตีกายภาพและโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18473	Good	โจมตีศัตรูด้วยการพุ่งแทง จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18474	Refined	โจมตีศัตรูด้วยการพุ่งแทง จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18475	Graceful	โจมตีศัตรูด้วยการพุ่งแทง จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18476	Extreme	โจมตีศัตรูด้วยการพุ่งแทง จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18477	Good	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18478	Refined	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18479	Graceful	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18480	Extreme	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18481	Good	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18482	Refined	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18483	Graceful	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18484	Extreme	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18485	Good	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18486	Refined	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18487	Graceful	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18488	Extreme	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18489	Good	โจมตีศัตรูด้วยการพุ่งแทง 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18490	Refined	โจมตีศัตรูด้วยการพุ่งแทง 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18491	Graceful	โจมตีศัตรูด้วยการพุ่งแทง 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18492	Extreme	โจมตีศัตรูด้วยการพุ่งแทง 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18493	Good	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18494	Refined	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18495	Graceful	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18496	Extreme	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18497	Good	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18498	Refined	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18499	Graceful	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18500	Extreme	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18501	Good	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18502	Refined	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18503	Graceful	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18504	Extreme	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18505	Good	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18506	Refined	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18507	Graceful	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18508	Extreme	โจมตีศัตรูด้วยการพุ่งแทง จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18509	Good	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18510	Refined	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18511	Graceful	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18512	Extreme	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18513	Good	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18514	Refined	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18515	Graceful	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18516	Extreme	โจมตีศัตรูด้วยระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18517	Good	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18518	Refined	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18519	Graceful	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18520	Extreme	โจมตีศัตรูด้วยการพุ่งแทง, พิษและระเบิด จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18521	Good	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18522	Refined	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18523	Graceful	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18524	Extreme	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18525	Good	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18526	Refined	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18527	Graceful	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18528	Extreme	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18529	Good	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18530	Refined	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18531	Graceful	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18532	Extreme	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18533	Good	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18534	Refined	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18535	Graceful	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18536	Extreme	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18537	Good	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18538	Refined	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18539	Graceful	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18540	Extreme	โจมตีศัตรูด้วยวิญญาณ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18541	Good	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18542	Refined	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18543	Graceful	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18544	Extreme	โจมตีศัตรูด้วยพิษ จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18545	Good	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18546	Refined	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18547	Graceful	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18548	Extreme	โจมตีศัตรูด้วยการพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18549	Good	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18550	Refined	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18551	Graceful	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18552	Extreme	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18553	Good	โจมตีศัตรูด้วยวิญญาณ 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18554	Refined	โจมตีศัตรูด้วยวิญญาณ 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18555	Graceful	โจมตีศัตรูด้วยวิญญาณ 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18556	Extreme	โจมตีศัตรูด้วยวิญญาณ 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18557	Good	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18558	Refined	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18559	Graceful	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18560	Extreme	โจมตีศัตรูด้วยพิษ 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18561	Good	โจมตีศัตรูด้วยการพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18562	Refined	โจมตีศัตรูด้วยการพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18563	Graceful	โจมตีศัตรูด้วยการพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18564	Extreme	โจมตีศัตรูด้วยการพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18565	Good	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18566	Refined	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18567	Graceful	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18568	Extreme	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18569	Good	โจมตีศัตรูด้วยวิญญาณ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18570	Refined	โจมตีศัตรูด้วยวิญญาณ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18571	Graceful	โจมตีศัตรูด้วยวิญญาณ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18572	Extreme	โจมตีศัตรูด้วยวิญญาณ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18573	Good	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18574	Refined	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18575	Graceful	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18576	Extreme	โจมตีศัตรูด้วยพิษ จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18577	Good	โจมตีศัตรูด้วยการพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18578	Refined	โจมตีศัตรูด้วยการพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18579	Graceful	โจมตีศัตรูด้วยการพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18580	Extreme	โจมตีศัตรูด้วยการพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18581	Good	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18582	Refined	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18583	Graceful	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18584	Extreme	เมื่อโจมตีศัตรูด้วยวิญญาณ, พิษ และพุ่งโจมตี จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18585	Good	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18586	Refined	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18587	Graceful	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18588	Extreme	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18589	Good	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18590	Refined	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18591	Graceful	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18592	Extreme	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18593	Good	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 9 วินาที	
18594	Refined	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 7 วินาที	
18595	Graceful	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 5 วินาที	
18596	Extreme	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีเวทย์และโจมตีหนัก 100%, เวลารีเซ็ท 3 วินาที	
18597	Good	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18598	Refined	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18599	Graceful	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18600	Extreme	เมื่อโจมตีศัตรูด้วยความร้อน จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18601	Good	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18602	Refined	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18603	Graceful	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18604	Extreme	โจมตีศัตรูด้วยระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18605	Good	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 9 วินาที	
18606	Refined	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 7 วินาที	
18607	Graceful	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 5 วินาที	
18608	Extreme	โจมตีเป้าหมายด้วยความร้อน, ระเบิด จะทำให้เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ 160%, เวลารีเซ็ท 3 วินาที	
18609	Good	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18610	Refined	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18611	Graceful	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18612	Extreme	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18613	Good	เมื่อโจมตีศัตรูด้วยความร้อน 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18614	Refined	เมื่อโจมตีศัตรูด้วยความร้อน 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18615	Graceful	เมื่อโจมตีศัตรูด้วยความร้อน 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18616	Extreme	เมื่อโจมตีศัตรูด้วยความร้อน 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18617	Good	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18618	Refined	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18619	Graceful	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18620	Extreme	โจมตีศัตรูด้วยระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18621	Good	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 1 แต้ม	
18622	Refined	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 3 แต้ม	
18623	Graceful	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 5 แต้ม	
18624	Extreme	โจมตีศัตรูด้วยสกิลฟื้นฟู, ความร้อน, ระเบิด 1 อย่างจะฟื้นฟูค่ากำลัง 7 แต้ม	
18625	Good	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
18626	Refined	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 4 วินาที	
18627	Graceful	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 3 วินาที	
18628	Extreme	เมื่อโจมตีศัตรูด้วยสกิลฟื้นฟู จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 2 วินาที	
18629	Good	เมื่อโจมตีศัตรูด้วยความร้อน จะฟื้นฟูค่ากำลัง 14 แต้ม, เวลารีเซ็ท 5 วินาที	
