n_ID	s_NAME	s_ID_MODEL_CLASS	n_ID_MODEL	n_ID_MAP	s_PREDESCRIPT	s_OUTFIT	n_BOUNDARY	n_HEIGHT	n_LEVEL_MIN	n_LEVEL_MAX	n_RANK	f_RATIO_EXP	f_RATIO_SP	s_PROPERTIES	n_SPEED_WALK	n_SPEED_RUN	n_VEHICLE	n_AI_WANDER	n_AI_COMBAT	n_AI_TACTIC	s_SKILLS	n_DEADMISSILE	n_CONDITION	n_SKIN_COLOR	s_FX_SELECT	n_WATER_DOWN	s_FX_GORE	n_INTIMATE	n_CREDIT	n_PVPSCORE	n_MOB_APPEAR	n_DROP_RANGE	n_DROPS_EQUIPMENT	n_DROPS_NORMAL	n_DROPS_SPECIALLY	n_DROP_FLOOR	n_DROPS_QUEST	s_QUEST_BEGIN	s_QUEST_END	n_CAPABILITY	s_ICON	s_LOCATION	n_GM_SWITCH	n_FITTINGROOM_DISTANCE	n_FITTINGROOM_HEIGHT	s_NPC_VOICE	s_ROLE_GRAPHIC	n_BROADCAST	n_MOB_USAGE	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
3142	瓜魚長	M027	1	0		M027_001_000_SP3	200	210	85	85	1	12.0	12.0	433;7139	100	650	0	14	370	1	3543;3544;3545;3546;3547	0	0	0		75		0	0	0	1	200	5400029	2701005	0	0	8703142			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
3143	小鬼娃	M027	0	0		M027_001_000_SP3	200	210	67	67	0	0.0	0.0	7139	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703143	4020	4018;4020	1			0	0	0	53;54;55		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
3144	小藍姐姐	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_002_000_LAN	75	150	65	65	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703144		4515	1			0	0	0	201		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
3145	魯賓孫	M069	0	1		M069_000_001_N	75	120	70	70	0	0.0	0.0	0	65	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703145	4533	4533	1			0	0	0	114;115		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
3146	魯賓孫	M069	0	1		M069_000_001_N	75	120	70	70	0	0.0	0.0	0	65	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703146	4534	4534	1			0	0	0	114;115		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
3147	倒楣的海盜船長	MALE	0	0	P_MALE_FIST	P_MALE_001_002_FEMANDEZ	75	170	90	90	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	7		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703147	4537		1			0	0	0	1002;1014		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3148	半路的海盜	M001	3	1		M001_003_001_SP1	130	180	92	93	1	1.0	1.0	400;7012	150	650	0	11	111	1	3020;3020;3026;3020	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703148			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3149	倒楣的海盜船長	MALE	0	0	P_MALE_FIST	P_MALE_001_002_FEMANDEZ	75	170	90	90	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	7		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703147		4537	1			0	0	0	178		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3150	無良海賊船長	MALE	0	0	P_MALE_FIST	P_MALE_009_001_MAGELLAN	75	160	90	90	0	0.0	0.0	0	150	650	0	2	0	0		0	0	3		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703150	4507		1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3151	雜魚海盜幫	M001	3	0		M001_003_000_SP2	200	210	94	95	1	1.0	1.0	400;7011	150	650	0	11	111	1	3020;3020;3026;3027;3031	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703151			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3152	無良海賊船長	MALE	0	0	P_MALE_FIST	P_MALE_009_001_MAGELLAN	75	160	90	90	0	0.0	0.0	0	150	650	0	2	0	0		0	0	3		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703152		4507	1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3153	雷恩達賓	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	95	95	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	4		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703153	4539		1			0	0	0	163;164		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3154	海盜	M001	0	3		M001_000_003_SP2	170	200	97	98	1	1.0	1.0	400;7007	150	650	0	11	112	1	3020;3020;3024;3025	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703154			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3155	雷恩達賓	MALE	0	0	P_MALE_FIST	P_MALE_004_000_N	75	170	95	95	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	4		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703155		4539	1			0	0	0	163;164		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3156	企鵝一兵	M024	0	0		M024_000_000_SP1	75	80	85	86	1	1.0	1.0	400;7121	150	650	0	5	340	1	3480;3481;3482;3483;3484	0	17	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703156			0			0	0	0			0	7	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3157	奴隸販子	M073	0	1		M073_000_001_N	100	190	85	85	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703157	4530	4530	1			0	0	0	130;131;132		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3158	終極保鑣	M017	0	3		M017_000_003_SP2	170	290	88	89	1	1.0	1.0	400;7085	150	650	0	11	271	1	3340;3346;3342;3348;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703158			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3159	依萊爾	MALE	0	0	P_MALE_FIST	P_MALE_005_001_STARK	75	170	85	85	0	0.0	0.0	0	150	650	0	2	0	0		0	0	6		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703159	4504	4504	1			0	0	0	179		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3160	隨船護衛	M017	0	1		M017_000_001_SP3	200	300	89	90	1	1.0	1.0	400;7083	150	650	0	14	274	1	3340;3343;3342;3347;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703160			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3161	哥倫布	M055	0	0		M055_000_000_N	100	210	85	85	0	0.0	0.0	7168	650	650	0	9	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703161	4527	4527	1			0	0	0	94;96;98	COLUMBUS_0	0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3162	深海蝸蝓	M025	0	1		M025_000_001_N	100	60	85	86	1	1.0	1.0	400;7127	150	650	0	11	352	1	3500;3502;3505;3507	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802262	0	8703162			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3163	湛藍海蛇	M021	0	0		M021_000_000_SP2	120	155	87	88	1	1.0	1.0	400;7105	150	650	0	11	315	1	3420;3421;3425;3428	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802256	0	8703163			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3164	硬皮骨魚	M020	0	1		M020_000_001_N	100	180	89	90	1	1.0	1.0	400;7100	150	650	0	11	302	1	3400;3403;3401;3401;3409	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802251	0	8703164			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3166	詹姆士	MALE	0	0	P_MALE_DUAL	P_MALE_003_002_HUNTER2	75	170	90	90	1	12.0	12.0	433;8009	100	650	0	8	472	1	3780;3781;3782;3783;3785;3786;3787;3788;3789;3790	8762	0	0		75		0	0	0	1	200	5400029	2701025	0	0	8703166	4541;4564	4564	1			0	0	0			0	4	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3167	詹姆士	MALE	0	0	P_MALE_FIST	P_MALE_003_002_HUNTER3	75	170	90	90	0	0.0	0.0	8010	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703167		4541	1			0	0	0	1019;1013		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3168	哥倫布	M055	0	0		M055_000_000_N	100	210	100	100	0	0.0	0.0	0	150	650	0	9	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703168	4544	4544	1			0	0	0	97	COLUMBUS_0	0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3169	巫髏水手	M026	0	0		M026_000_000_SP2	130	220	103	104	1	1.0	1.0	400;7131	150	650	0	11	361	1	3521;3520;3523;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400030	2701027	0	0	8703169			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3170	巫髏水手	M026	0	0		M026_000_000_SP3	130	255	105	105	1	0.0	0.0	7131	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703170	4550		1			0	0	0	50;51;52		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3171	骷髏千夫長	M026	0	1		M026_000_001_SP2	130	220	108	109	1	1.0	1.0	400;7132	150	650	0	11	362	1	3521;3520;3524;3522;3526	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400030	2701027	0	0	8703171			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3172	漢斯	MALE	0	0	P_MALE_FIST	P_MALE_009_001_MAGELLAN	75	160	90	90	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703172		4550	1			0	0	0	1001;1002		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3173	寒鬃猿	M003	0	1		M003_000_001_SP2	170	210	88	89	1	1.0	1.0	400;7019	150	650	0	11	133	1	3060;3060;3063;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802212	0	8703173			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3174	呱蝸	M025	0	0		M025_000_000_N	100	60	85	86	1	1.0	1.0	400;7126	150	650	0	11	351	1	3500;3503;3506;3507	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802261	0	8703174			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3175	湛藍海蛇	M021	0	0		M021_000_000_SP2	120	155	87	88	1	1.0	1.0	400;7105	150	650	0	11	315	1	3420;3421;3425;3428	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802256	0	8703175			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3176	硬皮骨魚	M020	0	1		M020_000_001_N	100	180	89	90	1	1.0	1.0	400;7100	150	650	0	11	302	1	3400;3403;3401;3401;3409	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802251	0	8703176			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3177	蘿辣	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_018_000_LORA	75	160	85	85	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703177	4526	4526	1			0	0	0	197	LOLA_0	0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3178	結晶比比	M013	1	1		M013_001_001_N	70	90	85	86	1	1.0	1.0	400;7065	150	650	0	11	231	1	3260;3265;3269;3270	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802243	0	8703178			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3179	極地鹿	M005	0	3		M005_000_003_N	110	160	86	87	1	1.0	1.0	400;7032	150	650	0	11	151	1	3100;3108;3108;3103	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802225	0	8703179			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3180	寒鬃猿	M003	0	1		M003_000_001_SP2	170	210	88	89	1	1.0	1.0	400;7019	150	650	0	11	133	1	3060;3060;3063;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802212	0	8703180			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3181	硬皮骨魚	M020	0	1		M020_000_001_N	100	180	89	90	1	1.0	1.0	400;7100	150	650	0	11	302	1	3400;3403;3401;3401;3409	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802251	0	8703181			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3182	貪財的水手	M068	0	1		M068_000_001_SP3	150	230	85	85	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703182	4528		1			0	0	0	110;111;112		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3183	貪財的水手	M068	0	1		M068_000_001_SP3	150	230	85	85	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703183		4528	1			0	0	0	110;111;112		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3185	極地鹿	M005	0	3		M005_000_003_SP2	110	160	91	92	1	1.0	1.0	400;7032	150	650	0	11	151	1	3100;3108;3108;3103	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802225	0	8703185			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3186	結晶比比	M013	1	1		M013_001_001_SP2	70	90	90	91	1	1.0	1.0	400;7065	150	650	0	11	231	1	3260;3265;3269;3270	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802243	0	8703186			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3187	呱蝸	M025	0	0		M025_000_000_N	100	60	92	93	1	1.0	1.0	400;7126	150	650	0	11	351	1	3500;3503;3506;3507	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802261	0	8703187			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3188	硬皮骨魚	M020	0	1		M020_000_001_N	100	180	94	95	1	1.0	1.0	400;7100	150	650	0	11	302	1	3400;3403;3401;3401;3409	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802251	0	8703188			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3189	極地海商	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_001_APPLE	75	150	90	90	0	0.0	0.0	0	150	650	0	2	0	0		0	0	3		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703189	4536		1			0	0	0	201		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3190	極地海商	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_007_001_APPLE	75	150	90	90	0	0.0	0.0	0	150	650	0	2	0	0		0	0	3		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703190		4536	1			0	0	0	201		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3191	結晶比比	M013	1	1		M013_001_001_SP2	70	90	90	91	1	1.0	1.0	400;7065	150	650	0	11	231	1	3260;3265;3269;3270	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802243	0	8703191			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3192	盲眼獵犬	M000	0	2		M000_000_002_SP2	130	130	91	92	1	1.0	1.0	400;7002	150	650	0	11	101	1	3000;3009;3002;3004	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802203	0	8703192			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3193	黑毛海賊	M001	0	3		M001_000_003_SP2	170	200	92	93	1	1.0	1.0	400;7007	150	650	0	11	112	1	3020;3020;3024;3025	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703193			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3194	海皇龍戰士	M017	0	3		M017_000_003_SP2	170	290	93	94	1	1.0	1.0	400;7085	150	650	0	11	271	1	3340;3346;3342;3348;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703194			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3195	幼小的奴隸	M075	0	0		M075_000_000_SP2	75	120	90	90	0	0.0	0.0	0	150	650	0	9	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703195	4503	4503	1			0	0	0	136;137;138		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3196	盲眼獵犬	M000	0	2		M000_000_002_SP2	130	130	95	96	1	1.0	1.0	400;7002	150	650	0	11	101	1	3000;3009;3002;3004	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	2802203	0	8703196			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3197	黑毛海賊	M001	0	3		M001_000_003_SP2	170	200	97	98	1	1.0	1.0	400;7007	150	650	0	11	112	1	3020;3020;3024;3025	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703197			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3198	海象將軍	M010	0	0		M010_000_000_N	180	260	98	99	1	1.0	1.0	400;7048	150	650	0	11	200	1	3200;3201;3207	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703198			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3199	海皇龍戰士	M017	0	3		M017_000_003_SP3	200	300	99	100	1	1.0	1.0	400;7085	150	650	0	11	271	1	3340;3346;3342;3348;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400029	2701025	0	0	8703199			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3200	菈提	M075	0	0		M075_000_001_SP3	50	140	95	95	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703200	4518	4518	1			0	0	0	136;137;138		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
3201	米開朗基羅	MALE	0	0	P_MALE_FIST	P_MALE_005_001_STARK	75	170	10	10	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703201	4024	4022	1			0	0	0	180		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3202	荒魂島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703202	4023	4023	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3203	達文西	MALE	0	0	P_MALE_FIST	P_MALE_018_000_DAVINCI	75	170	10	10	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703203	4025	4024	1			0	0	0	175		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3204	白雪島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703204	4026	4026	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3205	獄炎島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703205	4028	4028	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3206	達文西	MALE	0	0	P_MALE_FIST	P_MALE_018_000_DAVINCI	75	170	10	10	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703206	4033	4031	1			0	0	0	176		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3207	達文西	MALE	0	0	P_MALE_FIST	P_MALE_018_000_DAVINCI	75	170	10	10	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703207	4031	4029	1			0	0	0	177		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3208	達文西	MALE	0	0	P_MALE_FIST	P_MALE_018_000_DAVINCI	75	170	10	10	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703208	4034	4033	1			0	0	0	175;176;177		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3209	克萊斯群島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703209	4055	4055	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3210	巫髏船		0	0		SP_000_000_000_N	125	200	1	1	0	0.0	0.0	7161;8633	150	250	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703210	4030	4030	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3211	龍焰島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703211	4032	4032	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3212	貝洛斯	MALE	0	0	P_MALE_FIST	P_MALE_001_002_FEMANDEZ	75	170	110	110	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703212	4056	4054	1			0	0	0	180		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3213	貝洛斯	MALE	0	0	P_MALE_FIST	P_MALE_001_002_FEMANDEZ	75	170	110	110	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703213		4056	1			0	0	0	180		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3214	蘿辣	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_018_000_LORA	75	160	110	110	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703214	4057;4059	4057	1			0	0	0	198	LOLA_0	0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3215	煉獄龍人	M017	0	2		M017_000_002_BOSS	220	360	105	105	64	40.0	20.0	411;7084	150	650	0	11	273	1	3340;3345;3342;3349;3351;3352	0	768	0		75	S_H_GOREDEAD	0	0	0	1	200	5400004	2701008	0	0	8703215			0			0	0	0			0	1	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3216	古怪的巨石		0	0		MAP_OBJ_STONE	75	300	1	1	0	0.0	0.0	0	0	0	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703216	4037	4035	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3217	奇異島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703217	4036	4036	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3218	九鬼嘉隆	M057	0	0		M057_000_000_N	100	175	10	20	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703218	4042	4040	1			0	0	0	104;105;107;108;109	YAMA_0	0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3219	走私船		0	0		SP_000_000_000_N	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703219	4041	4041	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3220	血刃島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703220	4043	4043	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3221	紅狼頭子	M001	0	1		M001_000_001_SP4	150	230	109	109	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703221	4044	4042	1			0	0	0	2		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3222	孤獨島		0	0		MAP_ISLAND_01	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703222	4045	4045	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3223	九鬼嘉隆	M057	0	0		M057_000_000_N	100	175	10	20	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703223	4046;4047	4046;4053	1			0	0	0	104;105;107;108;109	YAMA_0	0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3224	海賊船		0	0		SP_000_000_000_N	125	200	1	1	0	0.0	0.0	0	100	100	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8703224	4048	4048	1			0	0	0			0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3225	青牛船長	M001	1	1		M001_001_001_SP3	170	300	113	113	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703225		4047	1			0	0	0	3		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
3226	克莉絲汀娜	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_002_000_LAN	75	150	65	65	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8703226	4051	4049	1			0	0	0	204		0	2	1.03.0000	1.03.0000	1.07.0000	1.07.0000
