n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	s_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
292	抗風鋼板	ICON_BOSS_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
293	濕內庫潤滑油	ICON_WINE_002_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
294	反重心水晶	ICON_MISSION_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
295	靛色智慧水晶	ICON_MISSION_001_006		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
296	空白紙捲	ICON_MISSION_078_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
297	碑文拓印	ICON_MISSION_078_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
300	空賊船長帽	ICON_MISSION_025_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
301	古文明山寨齒輪	ICON_MISSION_038_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
302	摩根的海盜旗	ICON_MISSION_026_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
303	柏拉圖的天空護照	ICON_LICENSE_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
304	愛戀寶石	ICON_MISSION_053_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
305	真情小白花	ICON_MISSION_063_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
306	帥哥愛心禮物	ICON_MISSION_044_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
307	白涮涮清潔劑	ICON_WINE_002_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
308	超合金齒輪	ICON_MISSION_038_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
309	鐵盔頭顱	ICON_MISSION_039_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
310	達文西的設計圖	ICON_MISSION_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
311	驅動水晶	ICON_MISSION_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
312	符文徽章	ICON_MISSION_043_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
315	珍藏項鍊	ICON_MISSION_019_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
316	珍藏戒指	ICON_MISSION_014_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
317	超鹹海水瓶	ICON_WINE_004_004		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
318	過濾淡水瓶	ICON_WINE_005_004		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
319	深海鑽石	ICON_GEM_000_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
320	十字軍徽章	ICON_MISSION_043_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
321	火熱機槍	ICON_FIREARM_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
322	美人魚肉	ICON_MISSION_070_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
323	巫髏大骨	ICON_MISSION_080_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
324	閃光水晶碎片	ICON_MISSION_030_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
325	君王陪葬陶壺	ICON_MISSION_065_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
326	皇室金幣	ICON_MISSION_015_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
327	冷藏海魚	ICON_MISSION_055_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
328	清涼啤酒	ICON_MISSION_061_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
329	啟示錄碎片	ICON_MISSION_084_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
330	死者的原罪石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
331	導電觸角	ICON_MISSION_012_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
332	君王陪葬古劍	ICON_PL_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
333	君王陪葬金盃	ICON_MISSION_064_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
335	五香蛆蛆	ICON_MISSION_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
336	不乾淨的湯匙	ICON_MISSION_082_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
337	鷹眼眼藥水	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
338	鬼之青眼	ICON_MISSION_057_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
339	鯊魚鋼鋸	ICON_MISSION_038_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
340	極惡犬牙	ICON_MISSION_047_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
341	岩漿味噌湯	ICON_MISSION_056_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
342	史萊姆布丁	ICON_MISSION_013_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
343	血龍之王戰書	ICON_DOCUMENT_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
344	火辣之血	ICON_MISSION_050_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
345	魔鬼紅蛋	ICON_MISSION_045_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
346	小顆海神真珠	ICON_STONE_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
347	地獄靈魂石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
348	撕裂巨爪	ICON_MISSION_046_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
349	屠夫刀	ICON_BOSS_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
350	高蛋白黏液	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
351	中顆海神真珠	ICON_STONE_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
352	大顆海神真珠	ICON_STONE_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
355	禁忌之花	ICON_MISSION_063_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
356	美白蛇牙	ICON_MISSION_047_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
357	野生孵蛋	ICON_MISSION_045_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
358	荒島建設物資	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
359	海神家小夜燈	ICON_MISSION_085_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
360	伊甸香料	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
361	古卷軸左半破片	ICON_MISSION_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
362	古卷軸右半破片	ICON_MISSION_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
363	完整的古卷軸	ICON_MISSION_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
364	遺跡出土陶器	ICON_MISSION_065_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
366	先知的啟示	ICON_DOCUMENT_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
367	天使羔羊排	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
368	邪念之眼	ICON_MISSION_057_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
369	晶瑩剔透面膜膠	ICON_MISSION_013_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
370	捧花花瓣	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
371	愛神紅花	ICON_MISSION_063_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
372	海盜臭皮靴	ICON_MISSION_040_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
373	狂牛海賊帽	ICON_MISSION_025_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
374	睡牛能量飲料	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
375	粉絲的信件	ICON_DOCUMENT_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
376	紫色智慧水晶	ICON_MISSION_001_007		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
377	叮叮噹噹耳環	ICON_MISSION_074_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
378	機甲出廠標牌	ICON_MISSION_072_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
379	刮不壞金剛鑽	ICON_MISSION_053_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
380	廢都齒輪	ICON_MISSION_038_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
381	廢都卷軸	ICON_DOCUMENT_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
382	廢都礦石	ICON_MISSION_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
383	蘿絲瑪莉寫真照	ICON_MISSION_083_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
384	海軍薪水袋	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
385	超營養軍糧	ICON_MISSION_056_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
386	亡國者的項鍊	ICON_MISSION_019_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
387	亡國者的戒指	ICON_BL_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
388	亡國者的金庫鑰匙	ICON_MISSION_052_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
400	靈魂寶鑽	ICON_MISSION_053_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
405	姆帝國終結水晶	ICON_MISSION_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
406	海盜王秘寶山寨品	ICON_CONTAINER_017_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
407	奧德賽的耳環	ICON_LIQUID_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
408	海神儀	ICON_MISSION_045_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
409	天空的機槍	ICON_MISSION_003_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
410	天空的樹液	ICON_LIQUID_000_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
411	天空的機油	ICON_LIQUID_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
412	航海家的補藥	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
413	航海家的幸運物	ICON_MISSION_014_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
414	鹹死人醃肉	ICON_MISSION_009_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
415	乾巴巴醃肉	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
416	珍奇羽翼	ICON_MISSION_028_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
417	珍奇花粉	ICON_POWDER_000_004		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
418	稀有的紅肉	ICON_MISSION_069_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
419	稀有的黑肉	ICON_MISSION_046_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
420	雪花白肉	ICON_MISSION_070_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
421	冰海鱗片	ICON_MISSION_084_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
422	異界虎牙	ICON_BOSS_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
423	異界白牙	ICON_MISSION_047_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
424	末日活魚	ICON_MISSION_055_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
425	末日死魚	ICON_MISSION_031_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
426	地獄羽毛	ICON_MISSION_028_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
427	地獄尖角	ICON_MISSION_010_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
428	地獄腐肉	ICON_MISSION_009_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
429	伊甸的莓果	ICON_MISSION_029_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
430	伊甸的羊角	ICON_MISSION_010_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
431	伊甸的毒液	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
433	南洋胡椒	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
438	名牌絲綢	ICON_MISSION_033_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
443	特級葡萄酒	ICON_WINE_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
448	精良火槍	ICON_MISSION_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
453	武士魂‧義	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
454	武士魂‧勇	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
455	武士魂‧仁	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
456	武士魂‧禮	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
457	武士魂‧誠	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
458	武士魂‧名	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
459	武士魂‧忠	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
460	武士魂‧克	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
461	餓狼魂‧狩	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
462	餓狼魂‧獵	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
463	餓狼魂‧爭	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
464	餓狼魂‧鬥	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
465	餓狼魂‧狂	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
