n_ID	n_STACK	n_BUFF_TYPE	s_BUFF_ICON	f_DURATION	s_BUFF_CANCEL	s_BUFF_CONDITON	s_CONDITIONAL_BUFF	s_CONSTANT_BUFF	s_BUFF_FXS	s_BUFF_FXS_RIGHT	s_BUFF_FXS_LEFT	n_ANIMATION_RANK	s_ANIMATION_REPLACE
22401	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.32)\nADD_ANTI_POWERHIT(0.01)				0	
22402	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.32)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22403	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.32)\nADD_ABSORB_POWERDAM(0.1)				0	
22404	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.32)\nADD_ABSORB_SHIELD(0.1)				0	
22405	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_STRENGH(0.14)				0	
22406	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_CONSITUTION(0.14)				0	
22407	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_AGILITY(0.14)				0	
22408	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_PERCEPTION(0.14)				0	
22409	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_ANTI_POWERHIT(0.01)				0	
22410	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22411	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_ABSORB_POWERDAM(0.1)				0	
22412	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.32)\nADD_ABSORB_SHIELD(0.1)				0	
22413	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_STRENGH(0.14)				0	
22414	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_CONSITUTION(0.14)				0	
22415	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_AGILITY(0.14)				0	
22416	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_PERCEPTION(0.14)				0	
22417	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_ANTI_POWERHIT(0.01)				0	
22418	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22419	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_ABSORB_POWERDAM(0.1)				0	
22420	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.3)\nADD_ABSORB_SHIELD(0.1)				0	
22421	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_STRENGH(0.14)				0	
22422	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_CONSITUTION(0.14)				0	
22423	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_AGILITY(0.14)				0	
22424	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_PERCEPTION(0.14)				0	
22425	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_ANTI_POWERHIT(0.01)				0	
22426	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22427	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_ABSORB_POWERDAM(0.1)				0	
22428	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.3)\nADD_ABSORB_SHIELD(0.1)				0	
22429	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_STRENGH(0.14)				0	
22430	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_CONSITUTION(0.14)				0	
22431	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_AGILITY(0.14)				0	
22432	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_PERCEPTION(0.14)				0	
22433	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_ANTI_POWERHIT(0.01)				0	
22434	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22435	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_ABSORB_POWERDAM(0.1)				0	
22436	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.006)\nADD_ABSORB_SHIELD(0.1)				0	
22437	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_STRENGH(0.14)				0	
22438	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_CONSITUTION(0.14)				0	
22439	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_AGILITY(0.14)				0	
22440	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_PERCEPTION(0.14)				0	
22441	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_ANTI_POWERHIT(0.01)				0	
22442	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22443	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_ABSORB_POWERDAM(0.1)				0	
22444	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.006)\nADD_ABSORB_SHIELD(0.1)				0	
22445	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_STRENGH(0.14)				0	
22446	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_CONSITUTION(0.14)				0	
22447	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_AGILITY(0.14)				0	
22448	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_PERCEPTION(0.14)				0	
22449	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_ANTI_POWERHIT(0.01)				0	
22450	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22451	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_ABSORB_POWERDAM(0.1)				0	
22452	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.006)\nADD_ABSORB_SHIELD(0.1)				0	
22453	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_CONSITUTION(0.14)				0	
22454	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_AGILITY(0.14)				0	
22455	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_PERCEPTION(0.14)				0	
22456	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
22457	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22458	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
22459	999	0		0.0				ADD_INTELLECT(0.14)\nADD_STRENGH(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
22460	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_STRENGH(0.14)				0	
22461	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_AGILITY(0.14)				0	
22462	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_PERCEPTION(0.14)				0	
22463	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
22464	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22465	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
22466	999	0		0.0				ADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
22467	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_STRENGH(0.14)				0	
22468	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_CONSITUTION(0.14)				0	
22469	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_PERCEPTION(0.14)				0	
22470	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
22471	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22472	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
22473	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AGILITY(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
22474	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_STRENGH(0.14)				0	
22475	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_CONSITUTION(0.14)				0	
22476	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_AGILITY(0.14)				0	
22477	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
22478	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22479	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
22480	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
22481	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_STRENGH(0.14)				0	
22482	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_CONSITUTION(0.14)				0	
22483	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_AGILITY(0.14)				0	
22484	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_PERCEPTION(0.14)				0	
22485	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_ANTI_POWERHIT(0.01)				0	
22486	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22487	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_ABSORB_POWERDAM(0.1)				0	
22488	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HPMAX(0.18)\nADD_ABSORB_SHIELD(0.1)				0	
22489	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_STRENGH(0.14)				0	
22490	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_CONSITUTION(0.14)				0	
22491	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_AGILITY(0.14)				0	
22492	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_PERCEPTION(0.14)				0	
22493	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_ANTI_POWERHIT(0.01)				0	
22494	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22495	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_ABSORB_POWERDAM(0.1)				0	
22496	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIPHYSICS(0.15)\nADD_ABSORB_SHIELD(0.1)				0	
22497	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_STRENGH(0.14)				0	
22498	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_CONSITUTION(0.14)				0	
22499	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_AGILITY(0.14)				0	
22500	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_PERCEPTION(0.14)				0	
22501	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_ANTI_POWERHIT(0.01)				0	
22502	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22503	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_ABSORB_POWERDAM(0.1)				0	
22504	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DAMMIMAGIC(0.15)\nADD_ABSORB_SHIELD(0.1)				0	
22505	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_STRENGH(0.14)				0	
22506	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_CONSITUTION(0.14)				0	
22507	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_AGILITY(0.14)				0	
22508	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_PERCEPTION(0.14)				0	
22509	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_ANTI_POWERHIT(0.01)				0	
22510	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22511	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_ABSORB_POWERDAM(0.1)				0	
22512	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_PHYSICS(0.5)\nADD_ABSORB_SHIELD(0.1)				0	
22513	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)				0	
22514	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)				0	
22515	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)				0	
22516	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)				0	
22517	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_ANTI_POWERHIT(0.01)				0	
22518	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22519	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_ABSORB_POWERDAM(0.1)				0	
22520	999	0		0.0				ADD_INTELLECT(0.14)\nADD_AC_MAGIC(0.5)\nADD_ABSORB_SHIELD(0.1)				0	
22521	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_STRENGH(0.14)				0	
22522	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_CONSITUTION(0.14)				0	
22523	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_AGILITY(0.14)				0	
22524	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_PERCEPTION(0.14)				0	
22525	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_ANTI_POWERHIT(0.01)				0	
22526	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22527	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_ABSORB_POWERDAM(0.1)				0	
22528	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_PHYSICS(0.45)\nADD_ABSORB_SHIELD(0.1)				0	
22529	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_STRENGH(0.14)				0	
22530	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_CONSITUTION(0.14)				0	
22531	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_AGILITY(0.14)				0	
22532	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_PERCEPTION(0.14)				0	
22533	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_ANTI_POWERHIT(0.01)				0	
22534	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22535	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_ABSORB_POWERDAM(0.1)				0	
22536	999	0		0.0				ADD_INTELLECT(0.14)\nADD_PENETRATE_MAGIC(0.45)\nADD_ABSORB_SHIELD(0.1)				0	
22537	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_STRENGH(0.14)				0	
22538	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_CONSITUTION(0.14)				0	
22539	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_AGILITY(0.14)				0	
22540	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_PERCEPTION(0.14)				0	
22541	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_ANTI_POWERHIT(0.01)				0	
22542	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22543	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_ABSORB_POWERDAM(0.1)				0	
22544	999	0		0.0				ADD_INTELLECT(0.14)\nADD_HITRATE(0.01)\nADD_ABSORB_SHIELD(0.1)				0	
22545	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_STRENGH(0.14)				0	
22546	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_CONSITUTION(0.14)				0	
22547	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_AGILITY(0.14)				0	
22548	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_PERCEPTION(0.14)				0	
22549	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_ANTI_POWERHIT(0.01)				0	
22550	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22551	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_ABSORB_POWERDAM(0.1)				0	
22552	999	0		0.0				ADD_INTELLECT(0.14)\nADD_DODGE(0.01)\nADD_ABSORB_SHIELD(0.1)				0	
22553	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_STRENGH(0.14)				0	
22554	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_CONSITUTION(0.14)				0	
22555	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_AGILITY(0.14)				0	
22556	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_PERCEPTION(0.14)				0	
22557	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_ANTI_POWERHIT(0.01)				0	
22558	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22559	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_ABSORB_POWERDAM(0.1)				0	
22560	999	0		0.0				ADD_INTELLECT(0.14)\nADD_POWERHIT(0.01)\nADD_ABSORB_SHIELD(0.1)				0	
22561	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_CONSITUTION(0.14)				0	
22562	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_AGILITY(0.14)				0	
22563	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_PERCEPTION(0.14)				0	
22564	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_INTELLECT(0.14)				0	
22565	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_ANTI_POWERHIT(0.01)				0	
22566	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22567	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_ABSORB_POWERDAM(0.1)				0	
22568	999	0		0.0				ADD_HPMAX(0.18)\nADD_STRENGH(0.04)\nADD_ABSORB_SHIELD(0.1)				0	
22569	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_STRENGH(0.14)				0	
22570	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_AGILITY(0.14)				0	
22571	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_PERCEPTION(0.14)				0	
22572	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_INTELLECT(0.14)				0	
22573	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_ANTI_POWERHIT(0.01)				0	
22574	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22575	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_ABSORB_POWERDAM(0.1)				0	
22576	999	0		0.0				ADD_HPMAX(0.18)\nADD_CONSITUTION(0.04)\nADD_ABSORB_SHIELD(0.1)				0	
22577	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_STRENGH(0.14)				0	
22578	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_CONSITUTION(0.14)				0	
22579	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_PERCEPTION(0.14)				0	
22580	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_INTELLECT(0.14)				0	
22581	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_ANTI_POWERHIT(0.01)				0	
22582	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22583	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_ABSORB_POWERDAM(0.1)				0	
22584	999	0		0.0				ADD_HPMAX(0.18)\nADD_AGILITY(0.04)\nADD_ABSORB_SHIELD(0.1)				0	
22585	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_STRENGH(0.14)				0	
22586	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_CONSITUTION(0.14)				0	
22587	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_AGILITY(0.14)				0	
22588	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_INTELLECT(0.14)				0	
22589	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_ANTI_POWERHIT(0.01)				0	
22590	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22591	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_ABSORB_POWERDAM(0.1)				0	
22592	999	0		0.0				ADD_HPMAX(0.18)\nADD_PERCEPTION(0.04)\nADD_ABSORB_SHIELD(0.1)				0	
22593	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_STRENGH(0.14)				0	
22594	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_CONSITUTION(0.14)				0	
22595	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_AGILITY(0.14)				0	
22596	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_PERCEPTION(0.14)				0	
22597	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_ANTI_POWERHIT(0.01)				0	
22598	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22599	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_ABSORB_POWERDAM(0.1)				0	
22600	999	0		0.0				ADD_HPMAX(0.18)\nADD_INTELLECT(0.04)\nADD_ABSORB_SHIELD(0.1)				0	
22601	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_STRENGH(0.14)				0	
22602	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_CONSITUTION(0.14)				0	
22603	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_AGILITY(0.14)				0	
22604	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_PERCEPTION(0.14)				0	
22605	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_INTELLECT(0.14)				0	
22606	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_ANTI_POWERHIT(0.01)				0	
22607	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_MULTIPLY_POWERDAM(0.1)				0	
22608	999	0		0.0				ADD_HPMAX(0.18)\nADD_DAMMIPHYSICS(0.05)\nADD_ABSORB_POWERDAM(0.1)				0	
