# FACTPACK-L2-CLASSCENSUS-001 -- declared class names in the Pirate Force client image
# derived ONLY from pf_bridge/factpack_L1/strings_ascii.tsv (sha256 ddad39f182544feaa56af2b451c0acf96cc028ad27224588779bd5d2a8051b94)
# NONCLAIM: every row is a literal in a file.  Presence does NOT prove the class is constructed, registered, or ever hit the wire.
# wire_id is DERIVED from the name by the round-62 hash.  It is NOT read from any table in the image.
name	family	wire_id	wire_id_dec	rtti_va	rtti_file_offset	literal_kind	literal_va	in_names_table	in_round86_census	in_round38_tsv	id_collision_with_table_name	rtti_descriptor	literal_run_text
GetNewsflashVital	wire_vital	0x3E48	15944	0x01027264	0x00C24A64	standalone	0x00F457C8	True	False	True	-	.?AVGetNewsflashVital@@	GetNewsflashVital
GetWorldInfoVital	wire_vital	0x3D4B	15691	0x0101FCA8	0x00C1D4A8	standalone	0x00F30A24	True	False	True	-	.?AVGetWorldInfoVital@@	GetWorldInfoVital
GlideInfoEventHandler	ui_event_handler	0x5C00	23552	0x0102313C	0x00C2093C	none	-	False	False	False	-	.?AVGlideInfoEventHandler@@	-
GuildAddAnnounceEventHandler	ui_event_handler	0xA195	41365	0x010251E8	0x00C229E8	none	-	False	False	False	-	.?AVGuildAddAnnounceEventHandler@@	-
GuildAddMessageEventHandler	ui_event_handler	0x95B6	38326	0x01026330	0x00C23B30	none	-	False	False	False	-	.?AVGuildAddMessageEventHandler@@	-
GuildArrangePositionEventHandler	ui_event_handler	0xD50A	54538	0x01026288	0x00C23A88	none	-	False	False	False	-	.?AVGuildArrangePositionEventHandler@@	-
GuildAuraEventHandler	ui_event_handler	0x5C10	23568	0x0102638C	0x00C23B8C	none	-	False	False	False	-	.?AVGuildAuraEventHandler@@	-
GuildCreateGuildEventHandler	ui_event_handler	0xA155	41301	0x0102625C	0x00C23A5C	none	-	False	False	False	-	.?AVGuildCreateGuildEventHandler@@	-
GuildExpandMessageEventHandler	ui_event_handler	0xB94A	47434	0x0102635C	0x00C23B5C	none	-	False	False	False	-	.?AVGuildExpandMessageEventHandler@@	-
GuildLuaProxy	social_channel	0x25E1	9697	0x01026240	0x00C23A40	none	-	False	False	False	-	.?AVGuildLuaProxy@@	-
GuildMainEventHandler	ui_event_handler	0x5BF9	23545	0x01025240	0x00C22A40	none	-	False	False	False	-	.?AVGuildMainEventHandler@@	-
GuildMessageBoardEventHandler	ui_event_handler	0xAC64	44132	0x01026304	0x00C23B04	none	-	False	False	False	-	.?AVGuildMessageBoardEventHandler@@	-
GuildMessageData	social_channel	0x34D5	13525	0x010262E4	0x00C23AE4	none	-	False	False	False	-	.?AVGuildMessageData@@	-
GuildRecordEventHandler	ui_event_handler	0x6E4C	28236	0x01025264	0x00C22A64	none	-	False	False	False	-	.?AVGuildRecordEventHandler@@	-
GuildSetRankNameEventHandler	ui_event_handler	0xA054	41044	0x01025214	0x00C22A14	none	-	False	False	False	-	.?AVGuildSetRankNameEventHandler@@	-
GuildTargetMemberEventHandler	ui_event_handler	0xAD6D	44397	0x010262B8	0x00C23AB8	none	-	False	False	False	-	.?AVGuildTargetMemberEventHandler@@	-
GuildWishEventHandler	ui_event_handler	0x5C87	23687	0x010263B0	0x00C23BB0	none	-	False	False	False	-	.?AVGuildWishEventHandler@@	-
GuildWishSetPetEventHandler	ui_event_handler	0x966E	38510	0x010263D4	0x00C23BD4	none	-	False	False	False	-	.?AVGuildWishSetPetEventHandler@@	-
HelpEventHandler	ui_event_handler	0x36A4	13988	0x01023DF4	0x00C215F4	none	-	False	False	False	-	.?AVHelpEventHandler@@	-
HelpImageEventHandler	ui_event_handler	0x5BCB	23499	0x01023E14	0x00C21614	none	-	False	False	False	-	.?AVHelpImageEventHandler@@	-
HotKeyCommand	other_unclassified	0x2448	9288	0x01021ED8	0x00C1F6D8	none	-	False	False	False	-	.?AVHotKeyCommand@@	-
HotkeyMapper	other_unclassified	0x201F	8223	0x0101A0A4	0x00C178A4	none	-	False	False	False	-	.?AVHotkeyMapper@@	-
HotkeySettingEventHandler	ui_event_handler	0x833A	33594	0x010247FC	0x00C21FFC	none	-	False	False	False	-	.?AVHotkeySettingEventHandler@@	-
INT64Vector	other_unclassified	0x18EC	6380	0x0101E7D8	0x00C1BFD8	none	-	False	False	False	-	.?AVINT64Vector@@	-
ImsPersonalData	data_blob	0x2F6E	12142	0x0101C530	0x00C19D30	none	-	False	False	False	-	.?AVImsPersonalData@@	-
InstanceBonusNotify	other_unclassified	0x4E7E	20094	0x0101F8EC	0x00C1D0EC	standalone	0x00F3086C	False	True	False	-	.?AVInstanceBonusNotify@@	InstanceBonusNotify
InstanceChooseRewardReq	item_inventory_economy	0x6E11	28177	0x0101F938	0x00C1D138	standalone	0x00F30898	False	True	False	-	.?AVInstanceChooseRewardReq@@	InstanceChooseRewardReq
InstanceChooseRewardRes	item_inventory_economy	0x6E3F	28223	0x0101F960	0x00C1D160	standalone	0x00F308B0	False	True	False	-	.?AVInstanceChooseRewardRes@@	InstanceChooseRewardRes
InstanceInviteData	data_blob	0x437B	17275	0x0101F670	0x00C1CE70	none	-	False	False	False	-	.?AVInstanceInviteData@@	-
InstanceInviteVital	wire_vital	0x4D0D	19725	0x0101F9A4	0x00C1D1A4	standalone	0x00F308D8	True	False	True	-	.?AVInstanceInviteVital@@	InstanceInviteVital
InstanceLeave	other_unclassified	0x2416	9238	0x0101F988	0x00C1D188	standalone	0x00F308C8	False	True	False	-	.?AVInstanceLeave@@	InstanceLeave
InstanceLuaProxy_Client	other_unclassified	0x6FA7	28583	0x010256DC	0x00C22EDC	none	-	False	False	False	-	.?AVInstanceLuaProxy_Client@@	-
InstanceRefreshAttr	attr_state_block	0x4D17	19735	0x0101F71C	0x00C1CF1C	standalone	0x00F0E970	False	True	False	-	.?AVInstanceRefreshAttr@@	InstanceRefreshAttr
InstanceRefreshVital	wire_vital	0x54D9	21721	0x0101F9C8	0x00C1D1C8	standalone	0x00F308EC	True	False	True	-	.?AVInstanceRefreshVital@@	InstanceRefreshVital
InstanceReward	item_inventory_economy	0x2A63	10851	0x0101F62C	0x00C1CE2C	none	-	False	False	False	-	.?AVInstanceReward@@	-
InstanceStatisticUnit	other_unclassified	0x5F1C	24348	0x0101F64C	0x00C1CE4C	none	-	False	False	False	-	.?AVInstanceStatisticUnit@@	-
InstanceStatisticVital	wire_vital	0x6764	26468	0x0101F910	0x00C1D110	standalone	0x00F30880	True	False	True	-	.?AVInstanceStatisticVital@@	InstanceStatisticVital
InstanceVital	wire_vital	0x24C8	9416	0x0101F8D0	0x00C1D0D0	standalone	0x00F3085C	True	False	True	-	.?AVInstanceVital@@	InstanceVital
InstantChooseEventHandler	ui_event_handler	0x82A1	33441	0x010214CC	0x00C1ECCC	none	-	False	False	False	-	.?AVInstantChooseEventHandler@@	-
InstantInfoEventHandler	ui_event_handler	0x6EA8	28328	0x010214A4	0x00C1ECA4	none	-	False	False	False	-	.?AVInstantInfoEventHandler@@	-
InstantInviteCheckEventHandler	ui_event_handler	0xB902	47362	0x01021474	0x00C1EC74	none	-	False	False	False	-	.?AVInstantInviteCheckEventHandler@@	-
InstantResetCheckEventHandler	ui_event_handler	0xACF0	44272	0x01021448	0x00C1EC48	none	-	False	False	False	-	.?AVInstantResetCheckEventHandler@@	-
InstantStatisticEventHandler	ui_event_handler	0xA465	42085	0x01024864	0x00C22064	none	-	False	False	False	-	.?AVInstantStatisticEventHandler@@	-
InstantStatisticsNarrowEditorEventHandler	ui_event_handler	0x5D24	23844	0x01024894	0x00C22094	none	-	False	False	False	-	.?AVInstantStatisticsNarrowEditorEventHandler@@	-
InstantStatisticsNarrowEventHandler	ui_event_handler	0x0074	116	0x010248CC	0x00C220CC	none	-	False	False	False	-	.?AVInstantStatisticsNarrowEventHandler@@	-
InstantTracksEventHandler	ui_event_handler	0x82C9	33481	0x01024900	0x00C22100	none	-	False	False	False	Activity_SendRankingVital	.?AVInstantTracksEventHandler@@	-
Int64IntMap	other_unclassified	0x1804	6148	0x0101E7F4	0x00C1BFF4	none	-	False	False	False	-	.?AVInt64IntMap@@	-
Int64WStringMap	other_unclassified	0x2DBD	11709	0x0101E810	0x00C1C010	none	-	False	False	False	-	.?AVInt64WStringMap@@	-
IntShort	other_unclassified	0x0F2D	3885	0x0101E7C0	0x00C1BFC0	none	-	False	False	False	-	.?AVIntShort@@	-
InvokerEventHandler	ui_event_handler	0x4CA4	19620	0x01023164	0x00C20964	none	-	False	False	False	-	.?AVInvokerEventHandler@@	-
ItemAttr	attr_state_block	0x0ECD	3789	0x0101E6C8	0x00C1BEC8	standalone	0x00F0EC94	True	True	False	-	.?AVItemAttr@@	ItemAttr
ItemBagAttr	attr_state_block	0x19FF	6655	0x0101F488	0x00C1CC88	standalone	0x00F0ED00	False	True	False	-	.?AVItemBagAttr@@	ItemBagAttr
ItemBagAttr_Equiped	item_inventory_economy	0x4B83	19331	0x0101AD38	0x00C18538	standalone	0x00F0EAE4	False	True	False	-	.?AVItemBagAttr_Equiped@@	ItemBagAttr_Equiped
ItemBagDiff	item_inventory_economy	0x18A4	6308	0x0101F46C	0x00C1CC6C	none	-	False	False	False	-	.?AVItemBagDiff@@	-
ItemBindingLockVitalRes	wire_vital	0x6D23	27939	0x0101FC38	0x00C1D438	standalone	0x00F309F4	True	False	True	-	.?AVItemBindingLockVitalRes@@	ItemBindingLockVitalRes
ItemBindingUnLockVital	wire_vital	0x640A	25610	0x0101FC10	0x00C1D410	standalone	0x00F309DC	True	False	True	-	.?AVItemBindingUnLockVital@@	ItemBindingUnLockVital
ItemCommand	item_inventory_economy	0x1A61	6753	0x0101A0F8	0x00C178F8	none	-	False	False	False	-	.?AVItemCommand@@	-
ItemData	item_inventory_economy	0x0DE2	3554	0x0101A2A4	0x00C17AA4	none	-	False	False	False	-	.?AVItemData@@	-
ItemLockVital	wire_vital	0x245B	9307	0x0101FA34	0x00C1D234	standalone	0x00F0B424	False	False	True	-	.?AVItemLockVital@@	ItemLockVital
ItemMallBagAttr	attr_state_block	0x2EAE	11950	0x0101C510	0x00C19D10	standalone	0x00F3DDD0	False	True	False	-	.?AVItemMallBagAttr@@	ItemMallBagAttr
ItemMallBagItemTransfer	item_inventory_economy	0x6E05	28165	0x01023C00	0x00C21400	standalone	0x00F3E5B8	False	True	False	-	.?AVItemMallBagItemTransfer@@	ItemMallBagItemTransfer
ItemMallBagOpenReq	item_inventory_economy	0x41DB	16859	0x01023B98	0x00C21398	standalone	0x00F3E57C	False	True	False	-	.?AVItemMallBagOpenReq@@	ItemMallBagOpenReq
ItemMallBagOpenRes	item_inventory_economy	0x41FF	16895	0x01023BBC	0x00C213BC	standalone	0x00F3E590	False	True	False	-	.?AVItemMallBagOpenRes@@	ItemMallBagOpenRes
ItemMallBagUpdate	item_inventory_economy	0x3B80	15232	0x01023BE0	0x00C213E0	standalone	0x00F3E5A4	False	True	False	-	.?AVItemMallBagUpdate@@	ItemMallBagUpdate
ItemMallCouponExchangeVital	wire_vital	0x974C	38732	0x01023B3C	0x00C2133C	standalone	0x00F3E560	True	False	True	-	.?AVItemMallCouponExchangeVital@@	ItemMallCouponExchangeVital
ItemMallGashaponDesVital	wire_vital	0x7702	30466	0x01023D44	0x00C21544	standalone	0x00F3E674	True	False	True	-	.?AVItemMallGashaponDesVital@@	ItemMallGashaponDesVital
ItemMallGetIMSDataReq	item_inventory_economy	0x554C	21836	0x01023CFC	0x00C214FC	standalone	0x00F3E648	False	True	False	-	.?AVItemMallGetIMSDataReq@@	ItemMallGetIMSDataReq
ItemMallGiftItem	item_inventory_economy	0x3562	13666	0x01023A84	0x00C21284	standalone	0x00F3DE58	False	True	False	-	.?AVItemMallGiftItem@@	ItemMallGiftItem
ItemMallGiftNotifyVital	wire_vital	0x6F6A	28522	0x01023C78	0x00C21478	standalone	0x00F0B310	False	False	True	-	.?AVItemMallGiftNotifyVital@@	ItemMallGiftNotifyVital
ItemMallIMSDataRes	item_inventory_economy	0x3F62	16226	0x01023D20	0x00C21520	standalone	0x00F3E660	False	True	False	-	.?AVItemMallIMSDataRes@@	ItemMallIMSDataRes
ItemMallModule_Client	module_subsystem	0x5BEE	23534	0x0101C5F8	0x00C19DF8	standalone	0x00F1CB70	False	True	False	-	.?AVItemMallModule_Client@@	ItemMallModule_Client
ItemMallNotifyToeknModeVital	wire_vital	0xA226	41510	0x01023CA0	0x00C214A0	standalone	0x00F3E608	True	False	True	-	.?AVItemMallNotifyToeknModeVital@@	ItemMallNotifyToeknModeVital
ItemMallPersonalGift	item_inventory_economy	0x540C	21516	0x01023AA4	0x00C212A4	none	-	False	False	False	-	.?AVItemMallPersonalGift@@	-
ItemMallPersonalGiftVital	wire_vital	0x8230	33328	0x01023C28	0x00C21428	standalone	0x00F3E5D0	True	False	True	-	.?AVItemMallPersonalGiftVital@@	ItemMallPersonalGiftVital
ItemMallPurchaseVital	wire_vital	0x5CE2	23778	0x01023AC8	0x00C212C8	standalone	0x00F3E518	True	False	True	-	.?AVItemMallPurchaseVital@@	ItemMallPurchaseVital
ItemMallQueryPersonalDataVital	wire_vital	0xB9F0	47600	0x01023CCC	0x00C214CC	standalone	0x00F3E628	True	False	True	-	.?AVItemMallQueryPersonalDataVital@@	ItemMallQueryPersonalDataVital
ItemMallReceiveGiftVital	wire_vital	0x7709	30473	0x01023C50	0x00C21450	standalone	0x00F3E5EC	True	False	True	-	.?AVItemMallReceiveGiftVital@@	ItemMallReceiveGiftVital
ItemMallResultVital	wire_vital	0x4D68	19816	0x01023AEC	0x00C212EC	standalone	0x00F3E530	True	False	True	-	.?AVItemMallResultVital@@	ItemMallResultVital
ItemMallTokenExchangeVital	wire_vital	0x8BBF	35775	0x01023B10	0x00C21310	standalone	0x00F3E544	True	False	True	-	.?AVItemMallTokenExchangeVital@@	ItemMallTokenExchangeVital
ItemMallUpdatePersonalDataVital	wire_vital	0xC50E	50446	0x01023B68	0x00C21368	standalone	0x00F0B404	False	False	True	-	.?AVItemMallUpdatePersonalDataVital@@	ItemMallUpdatePersonalDataVital
ItemOperateVitalReq	wire_vital	0x4BED	19437	0x0101F9EC	0x00C1D1EC	standalone	0x00F30904	True	False	True	-	.?AVItemOperateVitalReq@@	ItemOperateVitalReq
ItemOperateVitalRes	wire_vital	0x4C13	19475	0x0101FA10	0x00C1D210	standalone	0x00F0B3F0	True	False	True	-	.?AVItemOperateVitalRes@@	ItemOperateVitalRes
ItemSynthesisModule_Client	module_subsystem	0x8DEC	36332	0x0101DED4	0x00C1B6D4	standalone	0x00F4661C	False	True	False	-	.?AVItemSynthesisModule_Client@@	ItemSynthesisModule_Client
ItemSynthesisProgressBarEventHandler	ui_event_handler	0x0BDD	3037	0x010272EC	0x00C24AEC	none	-	False	False	False	-	.?AVItemSynthesisProgressBarEventHandler@@	-
ItemSynthesisStopVital	wire_vital	0x6853	26707	0x01027344	0x00C24B44	standalone	0x00F46674	True	False	True	-	.?AVItemSynthesisStopVital@@	ItemSynthesisStopVital
ItemSynthesisVital	wire_vital	0x469D	18077	0x01027320	0x00C24B20	standalone	0x00F46660	True	False	True	-	.?AVItemSynthesisVital@@	ItemSynthesisVital
ItemTransformModule_Client	module_subsystem	0x8D9B	36251	0x0101E28C	0x00C1BA8C	standalone	0x00F47CDC	False	True	False	-	.?AVItemTransformModule_Client@@	ItemTransformModule_Client
ItemTransformRequsetVital	wire_vital	0x862D	34349	0x01024D64	0x00C22564	standalone	0x00F47CF8	True	False	True	-	.?AVItemTransformRequsetVital@@	ItemTransformRequsetVital
ItemTransformResponseVital	wire_vital	0x9090	37008	0x01024D8C	0x00C2258C	standalone	0x00F47D14	True	False	True	-	.?AVItemTransformResponseVital@@	ItemTransformResponseVital
ItemVaryAttr	attr_state_block	0x2013	8211	0x0101F3F8	0x00C1CBF8	standalone	0x00F0EE54	False	True	False	-	.?AVItemVaryAttr@@	ItemVaryAttr
ItemVaryData	item_inventory_economy	0x1EA4	7844	0x010220C8	0x00C1F8C8	none	-	False	False	False	-	.?AVItemVaryData@@	-
ItemVaryData_Embeded	item_inventory_economy	0x50CC	20684	0x0101F3D4	0x00C1CBD4	none	-	False	False	False	-	.?AVItemVaryData_Embeded@@	-
ItemVaryData_String	item_inventory_economy	0x4C47	19527	0x0101F3B0	0x00C1CBB0	none	-	False	False	False	-	.?AVItemVaryData_String@@	-
ItemVaryData_Value	item_inventory_economy	0x4379	17273	0x0101F38C	0x00C1CB8C	none	-	False	False	False	-	.?AVItemVaryData_Value@@	-
ItemmallGiftEventHandler	ui_event_handler	0x77C8	30664	0x01024EA0	0x00C226A0	none	-	False	False	False	-	.?AVItemmallGiftEventHandler@@	-
ItemmallMainEventHandler3	item_inventory_economy	0x7C82	31874	0x01024ECC	0x00C226CC	none	-	False	False	False	-	.?AVItemmallMainEventHandler3@@	-
ItemmallReceiveDetailEventHandler	ui_event_handler	0xDF02	57090	0x01024EF8	0x00C226F8	none	-	False	False	False	-	.?AVItemmallReceiveDetailEventHandler@@	-
ItemmallReceiveListEventHandler	ui_event_handler	0xC68D	50829	0x01024F2C	0x00C2272C	none	-	False	False	False	-	.?AVItemmallReceiveListEventHandler@@	-
ItemmallReceiveSNEventHandler	ui_event_handler	0xAB00	43776	0x01024F60	0x00C22760	none	-	False	False	False	-	.?AVItemmallReceiveSNEventHandler@@	-
ItemmallRoomEditorEventHandler	ui_event_handler	0xBAB9	47801	0x01024F90	0x00C22790	none	-	False	False	False	-	.?AVItemmallRoomEditorEventHandler@@	-
ItemmallRoomEventHandler	ui_event_handler	0x7876	30838	0x01024FC0	0x00C227C0	none	-	False	False	False	-	.?AVItemmallRoomEventHandler@@	-
ItemmallTokenExchangeEventHandler	ui_event_handler	0xDF89	57225	0x01024FEC	0x00C227EC	none	-	False	False	False	-	.?AVItemmallTokenExchangeEventHandler@@	-
JewelAttr	attr_state_block	0x127D	4733	0x010210C4	0x00C1E8C4	none	-	False	False	False	-	.?AVJewelAttr@@	-
KnowledgeGuruActorData	actor_npc	0x63D9	25561	0x010249B0	0x00C221B0	none	-	False	False	False	-	.?AVKnowledgeGuruActorData@@	-
KnowledgeGuruCreateTableAttr	attr_state_block	0xA113	41235	0x010249FC	0x00C221FC	standalone	0x00F3CCF8	False	True	False	-	.?AVKnowledgeGuruCreateTableAttr@@	KnowledgeGuruCreateTableAttr
KnowledgeGuruQuiz	other_unclassified	0x3F54	16212	0x01024990	0x00C22190	none	-	False	False	False	-	.?AVKnowledgeGuruQuiz@@	-
KnowledgeGuru_ActorAnswerQuizVital	wire_vital	0xF1D4	61908	0x01026890	0x00C24090	standalone	0x00F3CDD0	True	False	True	-	.?AVKnowledgeGuru_ActorAnswerQuizVital@@	KnowledgeGuru_ActorAnswerQuizVital
KnowledgeGuru_ActorUseCardVital	wire_vital	0xC3D6	50134	0x010268C4	0x00C240C4	standalone	0x00F3CDF4	True	False	True	-	.?AVKnowledgeGuru_ActorUseCardVital@@	KnowledgeGuru_ActorUseCardVital
KnowledgeGuru_Client	other_unclassified	0x548D	21645	0x010249D8	0x00C221D8	none	-	False	False	False	-	.?AVKnowledgeGuru_Client@@	-
KnowledgeGuru_CurrentQuizResultVital	wire_vital	0x11E4	4580	0x0102685C	0x00C2405C	standalone	0x00F3CDA8	True	False	True	-	.?AVKnowledgeGuru_CurrentQuizResultVital@@	KnowledgeGuru_CurrentQuizResultVital
KnowledgeGuru_NewQuizVital	wire_vital	0x8E17	36375	0x01026830	0x00C24030	standalone	0x00F0B3D4	False	False	True	-	.?AVKnowledgeGuru_NewQuizVital@@	KnowledgeGuru_NewQuizVital
KnowledgeGuru_UseHalfProbabilityCardResultVital	wire_vital	0xC546	50502	0x010268F4	0x00C240F4	standalone	0x00F3CE14	True	False	True	-	.?AVKnowledgeGuru_UseHalfProbabilityCardResultVital@@	KnowledgeGuru_UseHalfProbabilityCardResultVital
LSCN_LoginVitalReq	wire_vital	0x42BF	17087	0x01022DD8	0x00C205D8	standalone	0x00F0B084	True	False	True	-	.?AVLSCN_LoginVitalReq@@	LSCN_LoginVitalReq
LSCN_LoginVitalRes	wire_vital	0x42E3	17123	0x01022DFC	0x00C205FC	standalone	0x00F0B070	True	False	True	-	.?AVLSCN_LoginVitalRes@@	LSCN_LoginVitalRes
LSCN_Protocol	wire_scn_client_server	0x249F	9375	0x01025478	0x00C22C78	standalone	0x00F30D54	False	True	False	-	.?AVLSCN_Protocol@@	LSCN_Protocol
LSCN_ReloginVerifyVital	wire_vital	0x6F03	28419	0x01022E68	0x00C20668	standalone	0x00F0B058	False	False	True	-	.?AVLSCN_ReloginVerifyVital@@	LSCN_ReloginVerifyVital
LSCN_SelectServerReq	wire_scn_client_server	0x536E	21358	0x01022E20	0x00C20620	standalone	0x00F0B040	True	True	False	-	.?AVLSCN_SelectServerReq@@	LSCN_SelectServerReq
LSCN_SelectServerRes	wire_scn_client_server	0x5396	21398	0x01022E44	0x00C20644	standalone	0x00F0B028	True	True	False	-	.?AVLSCN_SelectServerRes@@	LSCN_SelectServerRes
LetterInABottleDataSet	persistence_record	0x61E8	25064	0x0101B998	0x00C19198	standalone	0x00F3577C	False	True	False	-	.?AVLetterInABottleDataSet@@	LetterInABottleDataSet
LetterInABottleEventArg	other_unclassified	0x6BFB	27643	0x0101B7A0	0x00C18FA0	none	-	False	False	False	-	.?AVLetterInABottleEventArg@@	-
LetterInABottleRecord	persistence_record	0x5B43	23363	0x0101B974	0x00C19174	none	-	False	False	False	-	.?AVLetterInABottleRecord@@	-
LightSwitchData	data_blob	0x2F40	12096	0x0101A898	0x00C18098	none	-	False	False	False	-	.?AVLightSwitchData@@	-
LoadStream	persistence_record	0x1625	5669	0x0101AE74	0x00C18674	none	-	False	False	False	-	.?AVLoadStream@@	-
LoadStreamData	data_blob	0x28CF	10447	0x0101AE54	0x00C18654	none	-	False	False	False	-	.?AVLoadStreamData@@	-
LoadingEventHandler	ui_event_handler	0x4C1D	19485	0x010274C4	0x00C24CC4	none	-	False	False	False	-	.?AVLoadingEventHandler@@	-
LoginBaseCharPanelSelectEventHandler	ui_event_handler	0x0713	1811	0x01022CC0	0x00C204C0	none	-	False	False	False	-	.?AVLoginBaseCharPanelSelectEventHandler@@	-
LoginBkGameObj	other_unclassified	0x2756	10070	0x0101E0D0	0x00C1B8D0	none	-	False	False	False	-	.?AVLoginBkGameObj@@	-
LoginCharCreatePanelSecondPasswordEventHandler	ui_event_handler	0xB0B7	45239	0x0102123C	0x00C1EA3C	none	-	False	False	False	-	.?AVLoginCharCreatePanelSecondPasswordEventHandler@@	-
LoginCharCreatePanelSelectNewEditorEventHandler	ui_event_handler	0xBF6E	49006	0x01022C80	0x00C20480	none	-	False	False	False	-	.?AVLoginCharCreatePanelSelectNewEditorEventHandler@@	-
LoginCharCreatePanelSelectNewEventHandler	ui_event_handler	0x5454	21588	0x01022CF4	0x00C204F4	none	-	False	False	False	-	.?AVLoginCharCreatePanelSelectNewEventHandler@@	-
LoginCharCreateZoomEditorEventHandler	ui_event_handler	0x18D3	6355	0x0102383C	0x00C2103C	none	-	False	False	False	-	.?AVLoginCharCreateZoomEditorEventHandler@@	-
LoginCharCreateZoomEventHandler	ui_event_handler	0xC5BF	50623	0x01023870	0x00C21070	none	-	False	False	False	-	.?AVLoginCharCreateZoomEventHandler@@	-
LoginCharEditPanelSelectNewEventHandler	ui_event_handler	0x343E	13374	0x01022D2C	0x00C2052C	none	-	False	False	False	-	.?AVLoginCharEditPanelSelectNewEventHandler@@	-
LoginEventHandler	ui_event_handler	0x3D77	15735	0x01023188	0x00C20988	none	-	False	False	False	-	.?AVLoginEventHandler@@	-
LoginServerConnectNet	other_unclassified	0x5CE6	23782	0x010253F0	0x00C22BF0	none	-	False	False	False	-	.?AVLoginServerConnectNet@@	-
LoginVerifyVital	wire_vital	0x3784	14212	0x0101F740	0x00C1CF40	standalone	0x00F307A0	True	False	True	-	.?AVLoginVerifyVital@@	LoginVerifyVital
LoginVital	wire_vital	0x164D	5709	0x010254EC	0x00C22CEC	none	-	False	False	False	-	.?AVLoginVital@@	-
LogoEventHandler	ui_event_handler	0x36A9	13993	0x010231AC	0x00C209AC	none	-	False	False	False	-	.?AVLogoEventHandler@@	-
LogoutVital	wire_vital	0x1B40	6976	0x0101FD50	0x00C1D550	standalone	0x00F30A8C	True	False	True	-	.?AVLogoutVital@@	LogoutVital
LuaAdapter	other_unclassified	0x1648	5704	0x01027B5C	0x00C2535C	none	-	False	False	False	-	.?AVLuaAdapter@@	-
LuaProxyObject	other_unclassified	0x2AC1	10945	0x01027B3C	0x00C2533C	none	-	False	False	False	-	.?AVLuaProxyObject@@	-
MainBroadcastEditorEventHandler	ui_event_handler	0xC6D6	50902	0x010243DC	0x00C21BDC	none	-	False	False	False	-	.?AVMainBroadcastEditorEventHandler@@	-
MainBroadcastEventHandler	ui_event_handler	0x822C	33324	0x0102440C	0x00C21C0C	none	-	False	False	False	-	.?AVMainBroadcastEventHandler@@	-
MainCardCutinEditorEventHandler	ui_event_handler	0xC638	50744	0x010277F0	0x00C24FF0	none	-	False	False	False	-	.?AVMainCardCutinEditorEventHandler@@	-
MainCardCutinEventHandler	ui_event_handler	0x818E	33166	0x01027820	0x00C25020	none	-	False	False	False	-	.?AVMainCardCutinEventHandler@@	-
MainCharinfoPopwindowEventHandler	ui_event_handler	0xE38B	58251	0x010244FC	0x00C21CFC	none	-	False	False	False	-	.?AVMainCharinfoPopwindowEventHandler@@	-
MainChatEmotionEventHandler	ui_event_handler	0x9793	38803	0x01024714	0x00C21F14	none	-	False	False	False	-	.?AVMainChatEmotionEventHandler@@	-
MainChatEventHandler	ui_event_handler	0x5396	21398	0x010201A4	0x00C1D9A4	none	-	False	False	False	LSCN_SelectServerRes	.?AVMainChatEventHandler@@	-
MainChatPopwindowEventHandler	ui_event_handler	0xAFEC	45036	0x01024744	0x00C21F44	none	-	False	False	False	-	.?AVMainChatPopwindowEventHandler@@	-
MainDeadEditorEventHandler	ui_event_handler	0x8BB0	35760	0x01023E3C	0x00C2163C	none	-	False	False	False	-	.?AVMainDeadEditorEventHandler@@	-
MainDeadEventHandler	ui_event_handler	0x5309	21257	0x01023E68	0x00C21668	none	-	False	False	False	-	.?AVMainDeadEventHandler@@	-
MainExpEditorEventHandler	ui_event_handler	0x8249	33353	0x01024590	0x00C21D90	none	-	False	False	False	-	.?AVMainExpEditorEventHandler@@	-
MainExpEventHandler	ui_event_handler	0x4C09	19465	0x010245B8	0x00C21DB8	none	-	False	False	False	-	.?AVMainExpEventHandler@@	-
MainFindPathEventHandler	ui_event_handler	0x76FC	30460	0x010231D0	0x00C209D0	none	-	False	False	False	-	.?AVMainFindPathEventHandler@@	-
MainGetExpEditorEventHandler	ui_event_handler	0xA232	41522	0x010216C4	0x00C1EEC4	none	-	False	False	False	-	.?AVMainGetExpEditorEventHandler@@	-
MainGetExpEventHandler	ui_event_handler	0x64BD	25789	0x010216F0	0x00C1EEF0	none	-	False	False	False	-	.?AVMainGetExpEventHandler@@	-
MainHotkeySettingEventHandler	ui_event_handler	0xAF84	44932	0x01024828	0x00C22028	none	-	False	False	False	-	.?AVMainHotkeySettingEventHandler@@	-
MainLootSettingEventHandler	ui_event_handler	0x983A	38970	0x01023E8C	0x00C2168C	none	-	False	False	False	-	.?AVMainLootSettingEventHandler@@	-
MainMap2EditorEventHandler	ui_event_handler	0x8A9E	35486	0x01024244	0x00C21A44	none	-	False	False	False	-	.?AVMainMap2EditorEventHandler@@	-
MainMap2EventHandler	ui_event_handler	0x51F7	20983	0x01024270	0x00C21A70	none	-	False	False	False	-	.?AVMainMap2EventHandler@@	-
MainMapEventHandler	ui_event_handler	0x4BA7	19367	0x010213AC	0x00C1EBAC	none	-	False	False	False	-	.?AVMainMapEventHandler@@	-
