scene	src_path	version	placement_count	src_sha256	src_bytes	parse_status	definition_count	placement_count_offset	output_path
Bg2008	Data/Scene/Save/Bg2008/Bg2008.npc	2	54	3b108f98bba985de7499550d17b204b146c70d0f5b38b4e96c4e32dc966aa323	8044	OK	28	0x00000464	scene/Bg2008/Bg2008.placements.tsv
Bg2009	Data/Scene/Save/Bg2009/Bg2009.npc	2	36	7a9a6f3b4e4be2663c2e2462b8fd23d7a4446817e2f6bb3fcfda1cceeb4363de	3658	OK	8	0x00000134	scene/Bg2009/Bg2009.placements.tsv
Bg2010	Data/Scene/Save/Bg2010/Bg2010.npc	2	25	c9e9f3c4ef4f133717a598d36d002c0d7ef6a401db4211c9ee292a702afb4d38	6009	OK	17	0x000002AC	scene/Bg2010/Bg2010.placements.tsv
bg2012	Data/Scene/Save/bg2012/bg2012.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/bg2012/bg2012.placements.tsv
bg2013	Data/Scene/Save/bg2013/bg2013.npc	2	43	c8b1c634a9984f72153f20bf19a391da5b5818079cb6f238b6e678eccd190be5	4481	OK	7	0x0000010E	scene/bg2013/bg2013.placements.tsv
bg2014	Data/Scene/Save/bg2014/bg2014.npc	2	18	f2eff3f80d951ffc8dc9a6819cfb9b260dc2f37b91491ecc99dcf93a26e0b8d2	1870	OK	5	0x000000C2	scene/bg2014/bg2014.placements.tsv
Bg2015	Data/Scene/Save/Bg2015/Bg2015.npc	2	57	4276cc5ea004ae79a87b7856c30987e90d4809b20a7e2650c3fa5a704247be83	8303	OK	24	0x00000394	scene/Bg2015/Bg2015.placements.tsv
Bg2016	Data/Scene/Save/Bg2016/Bg2016.npc	2	240	3bd5379ba05a0464607d51d86b4dfce32268b4041da7abc3e84c0884b23f5357	23982	OK	29	0x00000452	scene/Bg2016/Bg2016.placements.tsv
Bg2017	Data/Scene/Save/Bg2017/Bg2017.npc	2	91	6994c96bbdd762a90eba999e492c70c502e45325371e0ec40bb04bc5dff9b6f4	9321	OK	23	0x0000036E	scene/Bg2017/Bg2017.placements.tsv
Bg2018	Data/Scene/Save/Bg2018/Bg2018.npc	2	68	e019986de418b669e9f2361a5311111f857fc851c22d30dc77f0b8a9285e3452	10502	OK	18	0x000002B0	scene/Bg2018/Bg2018.placements.tsv
Bg2020	Data/Scene/Save/Bg2020/Bg2020.npc	2	4	7399bcdc4335067af29c5d6898156eca489fddfbea0c241a09f86940827ec457	794	OK	10	0x00000194	scene/Bg2020/Bg2020.placements.tsv
bg2021	Data/Scene/Save/bg2021/bg2021.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/bg2021/bg2021.placements.tsv
Bg2030	Data/Scene/Save/Bg2030/Bg2030.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/Bg2030/Bg2030.placements.tsv
Bg2031	Data/Scene/Save/Bg2031/Bg2031.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/Bg2031/Bg2031.placements.tsv
Bg2032	Data/Scene/Save/Bg2032/Bg2032.npc	2	44	c67770fd6cfb598c69e0403540ae1e418367b26763f9c085503e1c3dd2cd2f23	5730	OK	18	0x000002B0	scene/Bg2032/Bg2032.placements.tsv
Bg2033	Data/Scene/Save/Bg2033/Bg2033.npc	2	0	e4e2dee36d7e3ef16f17d169b9bbca39021fd85938915eb141eb41c8064d8903	1046	OK	26	0x00000414	scene/Bg2033/Bg2033.placements.tsv
Bg3001	Data/Scene/Save/Bg3001/Bg3001.npc	2	38	571c147ff1f07d5d97ad16970e96f04d4c88a5cd778fb7f4afff6d4c3dc9bdb8	15976	OK	56	0x000008C4	scene/Bg3001/Bg3001.placements.tsv
Bg3002	Data/Scene/Save/Bg3002/Bg3002.npc	2	39	8bafc7e51a801a16b72b0204db519847522afdbc5e2dcfa9cfea0980bfa816a4	16505	OK	58	0x000008A0	scene/Bg3002/Bg3002.placements.tsv
Bg3003	Data/Scene/Save/Bg3003/Bg3003.npc	2	42	32bbb45df7ce076ea4028b89669bf7955921713454c1b7266dcec90640aa4b4f	15602	OK	36	0x0000055C	scene/Bg3003/Bg3003.placements.tsv
Bg3004	Data/Scene/Save/Bg3004/Bg3004.npc	2	46	862b239a6a230403dd99b1720e8295fcaffdc704a5ab7129e583b17d3ca9e73b	7644	OK	46	0x000006D8	scene/Bg3004/Bg3004.placements.tsv
Bg3005	Data/Scene/Save/Bg3005/Bg3005.npc	2	22	4cb02dea9e6453cb8c43bafc3d94e536753ea4ad34199e09e09d9b21e4a5b451	8088	OK	54	0x00000808	scene/Bg3005/Bg3005.placements.tsv
Bg3006	Data/Scene/Save/Bg3006/Bg3006.npc	2	0	734e111500c136a0c149fa5e168d77e6026622099c1e3dd938ec187dcfd53d86	1260	OK	33	0x000004EA	scene/Bg3006/Bg3006.placements.tsv
Bg3007	Data/Scene/Save/Bg3007/Bg3007.npc	2	66	01251b258b057ff76eb5dd1f16536f30092544853b0874a2850d3d76a16c6edb	17056	OK	58	0x00000914	scene/Bg3007/Bg3007.placements.tsv
Bg3008	Data/Scene/Save/Bg3008/Bg3008.npc	2	59	98130d85777390cc8b3f99140a24455d36587b59ad80b30371fb70d922130c90	17553	OK	58	0x000008A0	scene/Bg3008/Bg3008.placements.tsv
Bg3009	Data/Scene/Save/Bg3009/Bg3009.npc	2	14	1fa169f866da026d930b7f193e5d4ae335080511009c8b9d0778b591378897f3	7112	OK	54	0x00000874	scene/Bg3009/Bg3009.placements.tsv
Bg4001	Data/Scene/Save/Bg4001/Bg4001.npc	2	42	78bf7847279d77baab40d6b9a289c769b042d816304e81ca5f136f8798132a82	4680	OK	20	0x00000300	scene/Bg4001/Bg4001.placements.tsv
Bg4002	Data/Scene/Save/Bg4002/Bg4002.npc	2	1	4cd313f65c258676d64fcab12e37f786e593f8d226fcebd57267e30adb44f7d0	743	OK	16	0x00000284	scene/Bg4002/Bg4002.placements.tsv
BG4003	Data/Scene/Save/BG4003/BG4003.npc	2	9	8f39d199b83da78e8a311f30573da234d50596cc29cbc0a9b6e8287b6c6dced8	1687	OK	16	0x00000284	scene/BG4003/BG4003.placements.tsv
bg5001	Data/Scene/Save/bg5001/bg5001.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/bg5001/bg5001.placements.tsv
Bg5002	Data/Scene/Save/Bg5002/Bg5002.npc	2	38	f0539d37e409b5e165eaa6b97c9aedf92d658a87093168631bec29042e477e20	4756	OK	32	0x000004C4	scene/Bg5002/Bg5002.placements.tsv
Bg5003	Data/Scene/Save/Bg5003/Bg5003.npc	2	74	c62fb478961c86065d0deb4654790d151a39743eed2a841513120829e651b9f1	8712	OK	48	0x00000724	scene/Bg5003/Bg5003.placements.tsv
Bg5004	Data/Scene/Save/Bg5004/Bg5004.npc	2	30	a7bba414bc3590d39d4200683067b4422781c9a73ceec0d955bb81d9b575cdc4	4054	OK	29	0x0000048C	scene/Bg5004/Bg5004.placements.tsv
dupliacte_clear	Data/Scene/Save/dupliacte_clear/dupliacte_clear.npc	1	1	ada2182c96b1a418deee5a46622a2f4dd8beeedb23183a790b6ff4ba45e87083	1428	OK	35	0x00000536	scene/dupliacte_clear/dupliacte_clear.placements.tsv
duplicate	Data/Scene/Save/duplicate/duplicate.npc	1	2	1a592977b10a868cf5b21e6714af0944b0b553105edd162a52311880bfeedf69	1520	OK	35	0x00000536	scene/duplicate/duplicate.placements.tsv
FilmScene	Data/Scene/Save/FilmScene/filmscene.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/FilmScene/filmscene.placements.tsv
GVGTEST	Data/Scene/Save/GVGTEST/GVGTEST.npc	1	3	cd864cbb8d5d97b7895ddeef077dd239cd909227123d79f9fce591e5061c38bf	1510	OK	35	0x00000536	scene/GVGTEST/GVGTEST.placements.tsv
GVGTEST01	Data/Scene/Save/GVGTEST01/GVGTEST01.npc	1	0	36c159d76b52e03e496363607c5940227f62f4e048df344b050159bc97bba3d7	6	OK	0	0x00000004	scene/GVGTEST01/GVGTEST01.placements.tsv
InstanceTest	Data/Scene/Save/InstanceTest/InstanceTest.npc	2	1	c835583c204546472e2c7fbd362f57347f399e041d34f0c2f00932d7acb3af20	137	OK	1	0x0000002A	scene/InstanceTest/InstanceTest.placements.tsv
MobTest	Data/Scene/Save/MobTest/MobTest.npc	2	18	5a3977bfcc8e8b9cae5e8c74537e30ee259f477a3135a55eb7b17df3d0b0ad0f	7710	OK	150	0x000017C8	scene/MobTest/MobTest.placements.tsv
NoviceTest	Data/Scene/Save/NoviceTest/NoviceTest.npc	2	1	46f34d0e4ac4b6b83bea58bd8f2cb29083f56e16d0123515b7794e50e571c395	65	OK	0	0x00000004	scene/NoviceTest/NoviceTest.placements.tsv
Prototype	Data/Scene/Save/Prototype/Prototype.npc	2	14	a90e3c499030d470c83d45835a77edbe6c6d4933f5b807ca1a886d5d94495ed4	1148	OK	4	0x0000007C	scene/Prototype/Prototype.placements.tsv
SailingTest	Data/Scene/Save/SailingTest/SailingTest.npc	1	0	36c159d76b52e03e496363607c5940227f62f4e048df344b050159bc97bba3d7	6	OK	0	0x00000004	scene/SailingTest/SailingTest.placements.tsv
Seatest	Data/Scene/Save/Seatest/Seatest.npc	2	14	0f299ed7b14e604df4f6bcce65422218e526cbc7a5ee187d70460de026767e63	1396	OK	6	0x000000E4	scene/Seatest/Seatest.placements.tsv
TenYooScene	Data/Scene/Save/TenYooScene/TenYooScene.npc	2	0	c05d231da83665dd60560fc424059d66b433774afcff4d3b053b407f057d54ba	6	OK	0	0x00000004	scene/TenYooScene/TenYooScene.placements.tsv
trigger_test	Data/Scene/Save/trigger_test/trigger_test.npc	2	1	f1cb6f057f01f656f01178c5baa9003f2e1973ff422b82e867a274dcec9168e5	445	OK	5	0x000000C2	scene/trigger_test/trigger_test.placements.tsv
